office,town,candidate,party,votes,vote_percent
Lieutenant Governor,Chester,Joe Markley,R,85,45.70%
Lieutenant Governor,Chester,Jayme Stevenson,R,29,15.59%
Lieutenant Governor,Chester,Erin E Stewart,R,72,38.71%
United States Senator,Chester,Matthew Corey,R,147,81.67%
United States Senator,Chester,Dominic Rapini,R,33,18.33%
Treasurer,Chester,Thad Gray,R,41,21.93%
Treasurer,Chester,Art Linares,R,146,78.07%
Comptroller,Chester,Kurt Miller,R,87,47.80%
Comptroller,Chester,Mark Greenberg,R,95,52.20%
Attorney General,Chester,Sue Hatfield,R,143,78.14%
Attorney General,Chester,John Shaban,R,40,21.86%
Governor,Clinton,Mark Boughton,R,109,13.29%
Governor,Clinton,Timothy M Herbst,R,211,25.73%
Governor,Clinton,Steve Obsitnik,R,83,10.12%
Governor,Clinton,Bob Stefanowski,R,291,35.49%
Governor,Clinton,David Stemerman,R,126,15.37%
Lieutenant Governor,Clinton,Joe Markley,R,332,41.97%
Lieutenant Governor,Clinton,Jayme Stevenson,R,194,24.53%
Lieutenant Governor,Clinton,Erin E Stewart,R,265,33.50%
United States Senator,Clinton,Matthew Corey,R,537,71.89%
United States Senator,Clinton,Dominic Rapini,R,210,28.11%
Treasurer,Clinton,Thad Gray,R,143,17.63%
Treasurer,Clinton,Art Linares,R,668,82.37%
Comptroller,Clinton,Kurt Miller,R,371,48.94%
Comptroller,Clinton,Mark Greenberg,R,387,51.06%
Attorney General,Clinton,Sue Hatfield,R,610,79.12%
Attorney General,Clinton,John Shaban,R,161,20.88%
Governor,Colchester,Mark Boughton,R,115,15.07%
Governor,Colchester,Timothy M Herbst,R,160,20.97%
Governor,Colchester,Steve Obsitnik,R,117,15.33%
Governor,Colchester,Bob Stefanowski,R,237,31.06%
Governor,Colchester,David Stemerman,R,134,17.56%
Lieutenant Governor,Colchester,Joe Markley,R,337,44.99%
Lieutenant Governor,Colchester,Jayme Stevenson,R,108,14.42%
Lieutenant Governor,Colchester,Erin E Stewart,R,304,40.59%
United States Senator,Colchester,Matthew Corey,R,554,77.81%
United States Senator,Colchester,Dominic Rapini,R,158,22.19%
Treasurer,Colchester,Thad Gray,R,185,24.87%
Treasurer,Colchester,Art Linares,R,559,75.13%
Comptroller,Colchester,Kurt Miller,R,339,47.88%
Comptroller,Colchester,Mark Greenberg,R,369,52.12%
Attorney General,Colchester,Sue Hatfield,R,593,81.57%
Attorney General,Colchester,John Shaban,R,134,18.43%
Governor,Colebrook,Mark Boughton,R,19,16.67%
Governor,Colebrook,Timothy M Herbst,R,25,21.93%
Governor,Colebrook,Steve Obsitnik,R,15,13.16%
Governor,Colebrook,Bob Stefanowski,R,29,25.44%
Governor,Colebrook,David Stemerman,R,26,22.81%
Lieutenant Governor,Colebrook,Joe Markley,R,67,60.91%
Lieutenant Governor,Colebrook,Jayme Stevenson,R,12,10.91%
Lieutenant Governor,Colebrook,Erin E Stewart,R,31,28.18%
United States Senator,Colebrook,Matthew Corey,R,98,89.09%
United States Senator,Colebrook,Dominic Rapini,R,12,10.91%
Treasurer,Colebrook,Thad Gray,R,65,59.63%
Treasurer,Colebrook,Art Linares,R,44,40.37%
Comptroller,Colebrook,Kurt Miller,R,59,54.13%
Comptroller,Colebrook,Mark Greenberg,R,50,45.87%
Attorney General,Colebrook,Sue Hatfield,R,91,82.73%
Attorney General,Colebrook,John Shaban,R,19,17.27%
Governor,Columbia,Mark Boughton,R,38,11.08%
Governor,Columbia,Timothy M Herbst,R,66,19.24%
Governor,Columbia,Steve Obsitnik,R,61,17.78%
Governor,Columbia,Bob Stefanowski,R,98,28.57%
Governor,Columbia,David Stemerman,R,80,23.32%
Lieutenant Governor,Columbia,Joe Markley,R,141,41.23%
Lieutenant Governor,Columbia,Jayme Stevenson,R,62,18.13%
Lieutenant Governor,Columbia,Erin E Stewart,R,139,40.64%
United States Senator,Columbia,Matthew Corey,R,261,80.80%
United States Senator,Columbia,Dominic Rapini,R,62,19.20%
Treasurer,Columbia,Thad Gray,R,187,57.54%
Treasurer,Columbia,Art Linares,R,138,42.46%
Comptroller,Columbia,Kurt Miller,R,171,53.11%
Comptroller,Columbia,Mark Greenberg,R,151,46.89%
Attorney General,Columbia,Sue Hatfield,R,271,82.62%
Attorney General,Columbia,John Shaban,R,57,17.38%
Governor,Cornwall,Mark Boughton,R,30,33.71%
Governor,Cornwall,Timothy M Herbst,R,12,13.48%
Governor,Cornwall,Steve Obsitnik,R,9,10.11%
Governor,Cornwall,Bob Stefanowski,R,18,20.22%
Governor,Cornwall,David Stemerman,R,20,22.47%
Lieutenant Governor,Cornwall,Joe Markley,R,45,51.72%
Lieutenant Governor,Cornwall,Jayme Stevenson,R,17,19.54%
Lieutenant Governor,Cornwall,Erin E Stewart,R,25,28.74%
United States Senator,Cornwall,Matthew Corey,R,70,83.33%
United States Senator,Cornwall,Dominic Rapini,R,14,16.67%
Representative in Congress 05,Cornwall,Manny Santos,R,53,63.86%
Representative in Congress 05,Cornwall,Ruby Corby-O'Neill,R,12,14.46%
Representative in Congress 05,Cornwall,Richard DuPont,R,18,21.69%
Treasurer,Cornwall,Thad Gray,R,67,80.72%
Treasurer,Cornwall,Art Linares,R,16,19.28%
Comptroller,Cornwall,Kurt Miller,R,46,53.49%
Comptroller,Cornwall,Mark Greenberg,R,40,46.51%
Attorney General,Cornwall,Sue Hatfield,R,75,86.21%
Attorney General,Cornwall,John Shaban,R,12,13.79%
Governor,Coventry,Mark Boughton,R,93,14.31%
Governor,Coventry,Timothy M Herbst,R,137,21.08%
Governor,Coventry,Steve Obsitnik,R,143,22.00%
Governor,Coventry,Bob Stefanowski,R,159,24.46%
Governor,Coventry,David Stemerman,R,118,18.15%
Lieutenant Governor,Coventry,Joe Markley,R,278,43.71%
Lieutenant Governor,Coventry,Jayme Stevenson,R,135,21.23%
Lieutenant Governor,Coventry,Erin E Stewart,R,223,35.06%
United States Senator,Coventry,Matthew Corey,R,507,83.25%
United States Senator,Coventry,Dominic Rapini,R,102,16.75%
Treasurer,Coventry,Thad Gray,R,377,62.21%
Treasurer,Coventry,Art Linares,R,229,37.79%
Comptroller,Coventry,Kurt Miller,R,281,46.52%
Comptroller,Coventry,Mark Greenberg,R,323,53.48%
Attorney General,Coventry,Sue Hatfield,R,502,81.76%
Attorney General,Coventry,John Shaban,R,112,18.24%
Governor,Cromwell,Mark Boughton,R,83,9.96%
Governor,Cromwell,Timothy M Herbst,R,210,25.21%
Governor,Cromwell,Steve Obsitnik,R,99,11.88%
Governor,Cromwell,Bob Stefanowski,R,224,26.89%
Governor,Cromwell,David Stemerman,R,217,26.05%
Lieutenant Governor,Cromwell,Joe Markley,R,311,38.11%
Lieutenant Governor,Cromwell,Jayme Stevenson,R,110,13.48%
Lieutenant Governor,Cromwell,Erin E Stewart,R,395,48.41%
United States Senator,Cromwell,Matthew Corey,R,594,77.04%
United States Senator,Cromwell,Dominic Rapini,R,177,22.96%
State Senator 09,Cromwell,Ed Charamut,R,307,39.26%
State Senator 09,Cromwell,Tyler Flanigan,R,475,60.74%
Treasurer,Cromwell,Thad Gray,R,341,44.52%
Treasurer,Cromwell,Art Linares,R,425,55.48%
Comptroller,Cromwell,Kurt Miller,R,337,44.46%
Comptroller,Cromwell,Mark Greenberg,R,421,55.54%
Attorney General,Cromwell,Sue Hatfield,R,588,75.68%
Attorney General,Cromwell,John Shaban,R,189,24.32%
Governor,Danbury,Mark Boughton,R,2268,78.59%
Governor,Danbury,Timothy M Herbst,R,160,5.54%
Governor,Danbury,Steve Obsitnik,R,90,3.12%
Governor,Danbury,Bob Stefanowski,R,262,9.08%
Governor,Danbury,David Stemerman,R,106,3.67%
Lieutenant Governor,Danbury,Joe Markley,R,1945,70.34%
Lieutenant Governor,Danbury,Jayme Stevenson,R,318,11.50%
Lieutenant Governor,Danbury,Erin E Stewart,R,502,18.16%
United States Senator,Danbury,Matthew Corey,R,2330,87.01%
United States Senator,Danbury,Dominic Rapini,R,348,12.99%
Representative in Congress 05,Danbury,Manny Santos,R,1886,70.37%
Representative in Congress 05,Danbury,Ruby Corby-O'Neill,R,503,18.77%
Representative in Congress 05,Danbury,Richard DuPont,R,291,10.86%
Treasurer,Danbury,Thad Gray,R,2079,77.84%
Treasurer,Danbury,Art Linares,R,592,22.16%
Comptroller,Danbury,Kurt Miller,R,1933,72.29%
Comptroller,Danbury,Mark Greenberg,R,741,27.71%
Attorney General,Danbury,Sue Hatfield,R,2361,87.80%
Attorney General,Danbury,John Shaban,R,328,12.20%
Governor,Darien,Mark Boughton,R,278,16.35%
Governor,Darien,Timothy M Herbst,R,152,8.94%
Governor,Darien,Steve Obsitnik,R,338,19.88%
Governor,Darien,Bob Stefanowski,R,353,20.76%
Governor,Darien,David Stemerman,R,579,34.06%
Lieutenant Governor,Darien,Joe Markley,R,216,12.56%
Lieutenant Governor,Darien,Jayme Stevenson,R,1417,82.38%
Lieutenant Governor,Darien,Erin E Stewart,R,87,5.06%
United States Senator,Darien,Matthew Corey,R,1093,76.76%
United States Senator,Darien,Dominic Rapini,R,331,23.24%
State Representative 147,Darien,Anzelmo Graziosi,R,90,35.57%
State Representative 147,Darien,Marcy Minnick,R,163,64.43%
Treasurer,Darien,Thad Gray,R,1077,74.43%
Treasurer,Darien,Art Linares,R,370,25.57%
Comptroller,Darien,Kurt Miller,R,919,65.08%
Comptroller,Darien,Mark Greenberg,R,493,34.92%
Attorney General,Darien,Sue Hatfield,R,1103,74.93%
Attorney General,Darien,John Shaban,R,369,25.07%
Governor,Deep River,Mark Boughton,R,31,13.54%
Governor,Deep River,Timothy M Herbst,R,48,20.96%
Governor,Deep River,Steve Obsitnik,R,37,16.16%
Governor,Deep River,Bob Stefanowski,R,76,33.19%
Governor,Deep River,David Stemerman,R,37,16.16%
Lieutenant Governor,Deep River,Joe Markley,R,101,45.50%
Lieutenant Governor,Deep River,Jayme Stevenson,R,39,17.57%
Lieutenant Governor,Deep River,Erin E Stewart,R,82,36.94%
United States Senator,Deep River,Matthew Corey,R,159,76.44%
United States Senator,Deep River,Dominic Rapini,R,49,23.56%
Treasurer,Deep River,Thad Gray,R,35,15.56%
Treasurer,Deep River,Art Linares,R,190,84.44%
Comptroller,Deep River,Kurt Miller,R,111,52.61%
Comptroller,Deep River,Mark Greenberg,R,100,47.39%
Attorney General,Deep River,Sue Hatfield,R,162,76.06%
Attorney General,Deep River,John Shaban,R,51,23.94%
Governor,Derby,Mark Boughton,R,68,19.43%
Governor,Derby,Timothy M Herbst,R,75,21.43%
Governor,Derby,Steve Obsitnik,R,43,12.29%
Governor,Derby,Bob Stefanowski,R,124,35.43%
Governor,Derby,David Stemerman,R,40,11.43%
Lieutenant Governor,Derby,Joe Markley,R,175,51.78%
Lieutenant Governor,Derby,Jayme Stevenson,R,61,18.05%
Lieutenant Governor,Derby,Erin E Stewart,R,102,30.18%
United States Senator,Derby,Matthew Corey,R,213,65.14%
United States Senator,Derby,Dominic Rapini,R,114,34.86%
Treasurer,Derby,Thad Gray,R,163,50.15%
Treasurer,Derby,Art Linares,R,162,49.85%
Comptroller,Derby,Kurt Miller,R,194,59.51%
Comptroller,Derby,Mark Greenberg,R,132,40.49%
Attorney General,Derby,Sue Hatfield,R,257,77.64%
Attorney General,Derby,John Shaban,R,74,22.36%
Governor,Durham,Mark Boughton,R,91,16.85%
Governor,Durham,Timothy M Herbst,R,105,19.44%
Governor,Durham,Steve Obsitnik,R,62,11.48%
Governor,Durham,Bob Stefanowski,R,198,36.67%
Governor,Durham,David Stemerman,R,84,15.56%
Lieutenant Governor,Durham,Joe Markley,R,213,40.73%
Lieutenant Governor,Durham,Jayme Stevenson,R,77,14.72%
Lieutenant Governor,Durham,Erin E Stewart,R,233,44.55%
United States Senator,Durham,Matthew Corey,R,366,75.00%
United States Senator,Durham,Dominic Rapini,R,122,25.00%
Treasurer,Durham,Thad Gray,R,221,45.29%
Treasurer,Durham,Art Linares,R,267,54.71%
Comptroller,Durham,Kurt Miller,R,246,50.93%
Comptroller,Durham,Mark Greenberg,R,237,49.07%
Attorney General,Durham,Sue Hatfield,R,398,80.24%
Attorney General,Durham,John Shaban,R,98,19.76%
Governor,Eastford,Mark Boughton,R,13,9.85%
Governor,Eastford,Timothy M Herbst,R,35,26.52%
Governor,Eastford,Steve Obsitnik,R,21,15.91%
Governor,Eastford,Bob Stefanowski,R,49,37.12%
Governor,Eastford,David Stemerman,R,14,10.61%
Lieutenant Governor,Eastford,Joe Markley,R,58,44.96%
Lieutenant Governor,Eastford,Jayme Stevenson,R,29,22.48%
Lieutenant Governor,Eastford,Erin E Stewart,R,42,32.56%
United States Senator,Eastford,Matthew Corey,R,95,79.83%
United States Senator,Eastford,Dominic Rapini,R,24,20.17%
Treasurer,Eastford,Thad Gray,R,63,50.40%
Treasurer,Eastford,Art Linares,R,62,49.60%
Comptroller,Eastford,Kurt Miller,R,65,55.56%
Comptroller,Eastford,Mark Greenberg,R,52,44.44%
Attorney General,Eastford,Sue Hatfield,R,99,79.84%
Attorney General,Eastford,John Shaban,R,25,20.16%
Governor,East Granby,Mark Boughton,R,55,15.54%
Governor,East Granby,Timothy M Herbst,R,52,14.69%
Governor,East Granby,Steve Obsitnik,R,46,12.99%
Governor,East Granby,Bob Stefanowski,R,134,37.85%
Governor,East Granby,David Stemerman,R,67,18.93%
Lieutenant Governor,East Granby,Joe Markley,R,151,43.77%
Lieutenant Governor,East Granby,Jayme Stevenson,R,50,14.49%
Lieutenant Governor,East Granby,Erin E Stewart,R,144,41.74%
United States Senator,East Granby,Matthew Corey,R,275,84.62%
United States Senator,East Granby,Dominic Rapini,R,50,15.38%
Treasurer,East Granby,Thad Gray,R,182,54.82%
Treasurer,East Granby,Art Linares,R,150,45.18%
Comptroller,East Granby,Kurt Miller,R,167,52.02%
Comptroller,East Granby,Mark Greenberg,R,154,47.98%
Attorney General,East Granby,Sue Hatfield,R,255,77.04%
Attorney General,East Granby,John Shaban,R,76,22.96%
Governor,East Haddam,Mark Boughton,R,79,13.55%
Governor,East Haddam,Timothy M Herbst,R,150,25.73%
Governor,East Haddam,Steve Obsitnik,R,85,14.58%
Governor,East Haddam,Bob Stefanowski,R,160,27.44%
Governor,East Haddam,David Stemerman,R,109,18.70%
Lieutenant Governor,East Haddam,Joe Markley,R,277,48.17%
Lieutenant Governor,East Haddam,Jayme Stevenson,R,93,16.17%
Lieutenant Governor,East Haddam,Erin E Stewart,R,205,35.65%
United States Senator,East Haddam,Matthew Corey,R,422,78.44%
United States Senator,East Haddam,Dominic Rapini,R,116,21.56%
Treasurer,East Haddam,Thad Gray,R,137,23.95%
Treasurer,East Haddam,Art Linares,R,435,76.05%
Comptroller,East Haddam,Kurt Miller,R,256,47.76%
Comptroller,East Haddam,Mark Greenberg,R,280,52.24%
Attorney General,East Haddam,Sue Hatfield,R,443,80.25%
Attorney General,East Haddam,John Shaban,R,109,19.75%
Governor,East Hampton,Mark Boughton,R,87,12.32%
Governor,East Hampton,Timothy M Herbst,R,131,18.56%
Governor,East Hampton,Steve Obsitnik,R,85,12.04%
Governor,East Hampton,Bob Stefanowski,R,252,35.69%
Governor,East Hampton,David Stemerman,R,151,21.39%
Lieutenant Governor,East Hampton,Joe Markley,R,316,45.27%
Lieutenant Governor,East Hampton,Jayme Stevenson,R,88,12.61%
Lieutenant Governor,East Hampton,Erin E Stewart,R,294,42.12%
United States Senator,East Hampton,Matthew Corey,R,499,75.95%
United States Senator,East Hampton,Dominic Rapini,R,158,24.05%
Treasurer,East Hampton,Thad Gray,R,153,22.11%
Treasurer,East Hampton,Art Linares,R,539,77.89%
Comptroller,East Hampton,Kurt Miller,R,296,44.71%
Comptroller,East Hampton,Mark Greenberg,R,366,55.29%
Attorney General,East Hampton,Sue Hatfield,R,528,78.22%
Attorney General,East Hampton,John Shaban,R,147,21.78%
Governor,East Hartford,Mark Boughton,R,105,11.90%
Governor,East Hartford,Timothy M Herbst,R,149,16.89%
Governor,East Hartford,Steve Obsitnik,R,111,12.59%
Governor,East Hartford,Bob Stefanowski,R,292,33.11%
Governor,East Hartford,David Stemerman,R,225,25.51%
Lieutenant Governor,East Hartford,Joe Markley,R,295,34.79%
Lieutenant Governor,East Hartford,Jayme Stevenson,R,133,15.68%
Lieutenant Governor,East Hartford,Erin E Stewart,R,420,49.53%
United States Senator,East Hartford,Matthew Corey,R,631,78.39%
United States Senator,East Hartford,Dominic Rapini,R,174,21.61%
Treasurer,East Hartford,Thad Gray,R,409,48.86%
Treasurer,East Hartford,Art Linares,R,428,51.14%
Comptroller,East Hartford,Kurt Miller,R,314,38.77%
Comptroller,East Hartford,Mark Greenberg,R,496,61.23%
Attorney General,East Hartford,Sue Hatfield,R,656,80.10%
Attorney General,East Hartford,John Shaban,R,163,19.90%
Governor,East Haven,Mark Boughton,R,94,12.52%
Governor,East Haven,Timothy M Herbst,R,172,22.90%
Governor,East Haven,Steve Obsitnik,R,70,9.32%
Governor,East Haven,Bob Stefanowski,R,333,44.34%
Governor,East Haven,David Stemerman,R,82,10.92%
Lieutenant Governor,East Haven,Joe Markley,R,322,45.80%
Lieutenant Governor,East Haven,Jayme Stevenson,R,159,22.62%
Lieutenant Governor,East Haven,Erin E Stewart,R,222,31.58%
United States Senator,East Haven,Matthew Corey,R,390,57.61%
United States Senator,East Haven,Dominic Rapini,R,287,42.39%
Treasurer,East Haven,Thad Gray,R,315,46.88%
Treasurer,East Haven,Art Linares,R,357,53.13%
Comptroller,East Haven,Kurt Miller,R,323,48.94%
Comptroller,East Haven,Mark Greenberg,R,337,51.06%
Attorney General,East Haven,Sue Hatfield,R,531,77.41%
Attorney General,East Haven,John Shaban,R,155,22.59%
Governor,East Lyme,Mark Boughton,R,266,28.30%
Governor,East Lyme,Timothy M Herbst,R,141,15.00%
Governor,East Lyme,Steve Obsitnik,R,153,16.28%
Governor,East Lyme,Bob Stefanowski,R,247,26.28%
Governor,East Lyme,David Stemerman,R,133,14.15%
Lieutenant Governor,East Lyme,Joe Markley,R,349,39.66%
Lieutenant Governor,East Lyme,Jayme Stevenson,R,213,24.20%
Lieutenant Governor,East Lyme,Erin E Stewart,R,318,36.14%
United States Senator,East Lyme,Matthew Corey,R,648,78.45%
United States Senator,East Lyme,Dominic Rapini,R,178,21.55%
Treasurer,East Lyme,Thad Gray,R,379,44.28%
Treasurer,East Lyme,Art Linares,R,477,55.72%
Comptroller,East Lyme,Kurt Miller,R,437,51.53%
Comptroller,East Lyme,Mark Greenberg,R,411,48.47%
Attorney General,East Lyme,Sue Hatfield,R,730,84.10%
Attorney General,East Lyme,John Shaban,R,138,15.90%
Governor,Easton,Mark Boughton,R,108,20.65%
Governor,Easton,Timothy M Herbst,R,79,15.11%
Governor,Easton,Steve Obsitnik,R,72,13.77%
Governor,Easton,Bob Stefanowski,R,175,33.46%
Governor,Easton,David Stemerman,R,89,17.02%
Lieutenant Governor,Easton,Joe Markley,R,217,43.66%
Lieutenant Governor,Easton,Jayme Stevenson,R,152,30.58%
Lieutenant Governor,Easton,Erin E Stewart,R,128,25.75%
United States Senator,Easton,Matthew Corey,R,361,75.84%
United States Senator,Easton,Dominic Rapini,R,115,24.16%
Treasurer,Easton,Thad Gray,R,315,65.22%
Treasurer,Easton,Art Linares,R,168,34.78%
Comptroller,Easton,Kurt Miller,R,310,64.45%
Comptroller,Easton,Mark Greenberg,R,171,35.55%
Attorney General,Easton,Sue Hatfield,R,267,53.51%
Attorney General,Easton,John Shaban,R,232,46.49%
Governor,East Windsor,Mark Boughton,R,76,16.20%
Governor,East Windsor,Timothy M Herbst,R,119,25.37%
Governor,East Windsor,Steve Obsitnik,R,45,9.59%
Governor,East Windsor,Bob Stefanowski,R,122,26.01%
Governor,East Windsor,David Stemerman,R,107,22.81%
Lieutenant Governor,East Windsor,Joe Markley,R,220,48.89%
Lieutenant Governor,East Windsor,Jayme Stevenson,R,66,14.67%
Lieutenant Governor,East Windsor,Erin E Stewart,R,164,36.44%
United States Senator,East Windsor,Matthew Corey,R,347,79.41%
United States Senator,East Windsor,Dominic Rapini,R,90,20.59%
Treasurer,East Windsor,Thad Gray,R,215,50.71%
Treasurer,East Windsor,Art Linares,R,209,49.29%
Comptroller,East Windsor,Kurt Miller,R,220,52.38%
Comptroller,East Windsor,Mark Greenberg,R,200,47.62%
Attorney General,East Windsor,Sue Hatfield,R,340,77.45%
Attorney General,East Windsor,John Shaban,R,99,22.55%
Governor,Ellington,Mark Boughton,R,158,18.79%
Governor,Ellington,Timothy M Herbst,R,135,16.05%
Governor,Ellington,Steve Obsitnik,R,90,10.70%
Governor,Ellington,Bob Stefanowski,R,249,29.61%
Governor,Ellington,David Stemerman,R,209,24.85%
Lieutenant Governor,Ellington,Joe Markley,R,420,51.16%
Lieutenant Governor,Ellington,Jayme Stevenson,R,96,11.69%
Lieutenant Governor,Ellington,Erin E Stewart,R,305,37.15%
United States Senator,Ellington,Matthew Corey,R,653,82.45%
United States Senator,Ellington,Dominic Rapini,R,139,17.55%
Treasurer,Ellington,Thad Gray,R,463,58.76%
Treasurer,Ellington,Art Linares,R,325,41.24%
Comptroller,Ellington,Kurt Miller,R,397,50.57%
Comptroller,Ellington,Mark Greenberg,R,388,49.43%
Attorney General,Ellington,Sue Hatfield,R,664,82.48%
Attorney General,Ellington,John Shaban,R,141,17.52%
Governor,Enfield,Mark Boughton,R,185,12.16%
Governor,Enfield,Timothy M Herbst,R,388,25.49%
Governor,Enfield,Steve Obsitnik,R,175,11.50%
Governor,Enfield,Bob Stefanowski,R,490,32.19%
Governor,Enfield,David Stemerman,R,284,18.66%
Lieutenant Governor,Enfield,Joe Markley,R,798,53.70%
Lieutenant Governor,Enfield,Jayme Stevenson,R,200,13.46%
Lieutenant Governor,Enfield,Erin E Stewart,R,488,32.84%
United States Senator,Enfield,Matthew Corey,R,1089,76.91%
United States Senator,Enfield,Dominic Rapini,R,327,23.09%
Treasurer,Enfield,Thad Gray,R,837,57.92%
Treasurer,Enfield,Art Linares,R,608,42.08%
Comptroller,Enfield,Kurt Miller,R,667,47.04%
Comptroller,Enfield,Mark Greenberg,R,751,52.96%
Attorney General,Enfield,Sue Hatfield,R,1142,78.49%
Attorney General,Enfield,John Shaban,R,313,21.51%
Governor,Essex,Mark Boughton,R,95,15.52%
Governor,Essex,Timothy M Herbst,R,98,16.01%
Governor,Essex,Steve Obsitnik,R,85,13.89%
Governor,Essex,Bob Stefanowski,R,218,35.62%
Governor,Essex,David Stemerman,R,116,18.95%
Lieutenant Governor,Essex,Joe Markley,R,251,42.98%
Lieutenant Governor,Essex,Jayme Stevenson,R,146,25.00%
Lieutenant Governor,Essex,Erin E Stewart,R,187,32.02%
United States Senator,Essex,Matthew Corey,R,427,77.08%
United States Senator,Essex,Dominic Rapini,R,127,22.92%
Treasurer,Essex,Thad Gray,R,154,25.88%
Treasurer,Essex,Art Linares,R,441,74.12%
Comptroller,Essex,Kurt Miller,R,314,56.88%
Comptroller,Essex,Mark Greenberg,R,238,43.12%
Attorney General,Essex,Sue Hatfield,R,459,80.67%
Attorney General,Essex,John Shaban,R,110,19.33%
Governor,Fairfield,Mark Boughton,R,537,17.62%
Governor,Fairfield,Timothy M Herbst,R,430,14.11%
Governor,Fairfield,Steve Obsitnik,R,544,17.85%
Governor,Fairfield,Bob Stefanowski,R,828,27.17%
Governor,Fairfield,David Stemerman,R,708,23.24%
Lieutenant Governor,Fairfield,Joe Markley,R,1185,40.76%
Lieutenant Governor,Fairfield,Jayme Stevenson,R,978,33.64%
Lieutenant Governor,Fairfield,Erin E Stewart,R,744,25.59%
United States Senator,Fairfield,Matthew Corey,R,1922,70.02%
United States Senator,Fairfield,Dominic Rapini,R,823,29.98%
Treasurer,Fairfield,Thad Gray,R,1814,65.09%
Treasurer,Fairfield,Art Linares,R,973,34.91%
Comptroller,Fairfield,Kurt Miller,R,1620,58.70%
Comptroller,Fairfield,Mark Greenberg,R,1140,41.30%
Attorney General,Fairfield,Sue Hatfield,R,2079,73.62%
Attorney General,Fairfield,John Shaban,R,745,26.38%
Governor,Farmington,Mark Boughton,R,250,14.91%
Governor,Farmington,Timothy M Herbst,R,215,12.82%
Governor,Farmington,Steve Obsitnik,R,216,12.88%
Governor,Farmington,Bob Stefanowski,R,511,30.47%
Governor,Farmington,David Stemerman,R,485,28.92%
Lieutenant Governor,Farmington,Joe Markley,R,642,38.70%
Lieutenant Governor,Farmington,Jayme Stevenson,R,172,10.37%
Lieutenant Governor,Farmington,Erin E Stewart,R,845,50.93%
United States Senator,Farmington,Matthew Corey,R,1226,79.05%
United States Senator,Farmington,Dominic Rapini,R,325,20.95%
Representative in Congress 05,Farmington,Manny Santos,R,828,53.11%
Representative in Congress 05,Farmington,Ruby Corby-O'Neill,R,393,25.21%
Representative in Congress 05,Farmington,Richard DuPont,R,338,21.68%
Treasurer,Farmington,Thad Gray,R,835,53.35%
Treasurer,Farmington,Art Linares,R,730,46.65%
Comptroller,Farmington,Kurt Miller,R,757,48.16%
Comptroller,Farmington,Mark Greenberg,R,815,51.84%
Attorney General,Farmington,Sue Hatfield,R,1276,80.66%
Attorney General,Farmington,John Shaban,R,306,19.34%
Governor,Franklin,Mark Boughton,R,17,13.39%
Governor,Franklin,Timothy M Herbst,R,21,16.54%
Governor,Franklin,Steve Obsitnik,R,30,23.62%
Governor,Franklin,Bob Stefanowski,R,38,29.92%
Governor,Franklin,David Stemerman,R,21,16.54%
Lieutenant Governor,Franklin,Joe Markley,R,57,46.34%
Lieutenant Governor,Franklin,Jayme Stevenson,R,25,20.33%
Lieutenant Governor,Franklin,Erin E Stewart,R,41,33.33%
United States Senator,Franklin,Matthew Corey,R,93,81.58%
United States Senator,Franklin,Dominic Rapini,R,21,18.42%
Treasurer,Franklin,Thad Gray,R,72,62.07%
Treasurer,Franklin,Art Linares,R,44,37.93%
Comptroller,Franklin,Kurt Miller,R,56,48.28%
Comptroller,Franklin,Mark Greenberg,R,60,51.72%
Attorney General,Franklin,Sue Hatfield,R,105,84.00%
Attorney General,Franklin,John Shaban,R,20,16.00%
Governor,Glastonbury,Mark Boughton,R,210,10.99%
Governor,Glastonbury,Timothy M Herbst,R,328,17.16%
Governor,Glastonbury,Steve Obsitnik,R,307,16.06%
Governor,Glastonbury,Bob Stefanowski,R,493,25.80%
Governor,Glastonbury,David Stemerman,R,573,29.98%
Lieutenant Governor,Glastonbury,Joe Markley,R,758,40.84%
Lieutenant Governor,Glastonbury,Jayme Stevenson,R,257,13.85%
Lieutenant Governor,Glastonbury,Erin E Stewart,R,841,45.31%
United States Senator,Glastonbury,Matthew Corey,R,1423,81.31%
United States Senator,Glastonbury,Dominic Rapini,R,327,18.69%
Treasurer,Glastonbury,Thad Gray,R,1030,58.86%
Treasurer,Glastonbury,Art Linares,R,720,41.14%
Comptroller,Glastonbury,Kurt Miller,R,943,53.67%
Comptroller,Glastonbury,Mark Greenberg,R,814,46.33%
Attorney General,Glastonbury,Sue Hatfield,R,1481,82.78%
Attorney General,Glastonbury,John Shaban,R,308,17.22%
Governor,Goshen,Mark Boughton,R,89,26.81%
Governor,Goshen,Timothy M Herbst,R,53,15.96%
Governor,Goshen,Steve Obsitnik,R,18,5.42%
Governor,Goshen,Bob Stefanowski,R,105,31.63%
Governor,Goshen,David Stemerman,R,67,20.18%
Lieutenant Governor,Goshen,Joe Markley,R,180,56.43%
Lieutenant Governor,Goshen,Jayme Stevenson,R,39,12.23%
Lieutenant Governor,Goshen,Erin E Stewart,R,100,31.35%
United States Senator,Goshen,Matthew Corey,R,256,84.21%
United States Senator,Goshen,Dominic Rapini,R,48,15.79%
Representative in Congress 05,Goshen,Manny Santos,R,145,48.01%
Representative in Congress 05,Goshen,Ruby Corby-O'Neill,R,76,25.17%
