office,town,candidate,party,votes,vote_percent
State Representative 112,Trumbull,Beth Cliff,IND,0,0.00%
State Representative 122,Trumbull,"Dorothy ""Dottie"" Lerner",D,0,0.00%
State Representative 122,Trumbull,Ben McGorty,R,0,0.00%
State Representative 123,Trumbull,Thomas Tesoro,D,0,0.00%
State Representative 123,Trumbull,David J. Rutigliano,R,0,0.00%
State Representative 123,Trumbull,Thomas Tesoro,WF,0,0.00%
State Representative 123,Trumbull,David J. Rutigliano,IND,0,0.00%
State Representative 134,Trumbull,Sarah Keitt,D,0,0.00%
State Representative 134,Trumbull,Melissa Longo,R,0,0.00%
State Representative 134,Trumbull,Sarah Keitt,WF,0,0.00%
State Representative 134,Trumbull,Sarah Keitt,IND,0,0.00%
Registrar of Voters,Trumbull,Jean Rabinow,D,0,0.00%
Registrar of Voters,Trumbull,Tracy S. Vonick,R,0,0.00%
Presidential Electors for,Union,Harris and Walz,D,235,41.81%
Presidential Electors for,Union,Trump and Vance,R,315,56.05%
Presidential Electors for,Union,Stein and Ware,G,2,0.36%
Presidential Electors for,Union,Oliver and ter Maat,LI,7,1.25%
Presidential Electors for,Union,"Kennedy, Jr. and Shanahan",PC,3,0.53%
Presidential Electors for,Union,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Union,Fox and McVay,WI,0,0.00%
Presidential Electors for,Union,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Union,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Union,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Union,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Union,West and Abdullah,WI,0,0.00%
United States Senator,Union,Christopher S. Murphy,D,223,41.37%
United States Senator,Union,Matthew M. Corey,R,294,54.55%
United States Senator,Union,Christopher S. Murphy,WF,13,2.41%
United States Senator,Union,Justin C. Paglino,G,4,0.74%
United States Senator,Union,Robert Finley Hyde,CGG,5,0.93%
United States Senator,Union,John Flynn,WI,0,0.00%
Representative in Congress 2,Union,Joe Courtney,D,249,46.72%
Representative in Congress 2,Union,Mike France,R,284,53.28%
Representative in Congress 2,Union,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Union,Jeffery Russell,WI,0,0.00%
State Senator 35,Union,Merry C. Garrett,D,176,33.33%
State Senator 35,Union,Jeff Gordon,R,334,63.26%
State Senator 35,Union,Merry C. Garrett,WF,12,2.27%
State Senator 35,Union,Merry C. Garrett,IND,6,1.14%
State Representative 52,Union,Ethan R Werstler,D,229,42.57%
State Representative 52,Union,Kurt Vail,R,309,57.43%
Presidential Electors for,Vernon,Harris and Walz,D,0,0.00%
Presidential Electors for,Vernon,Trump and Vance,R,0,0.00%
Presidential Electors for,Vernon,Stein and Ware,G,0,0.00%
Presidential Electors for,Vernon,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Vernon,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Vernon,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Vernon,Fox and McVay,WI,0,0.00%
Presidential Electors for,Vernon,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Vernon,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Vernon,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Vernon,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Vernon,West and Abdullah,WI,0,0.00%
United States Senator,Vernon,Christopher S. Murphy,D,0,0.00%
United States Senator,Vernon,Matthew M. Corey,R,0,0.00%
United States Senator,Vernon,Christopher S. Murphy,WF,0,0.00%
United States Senator,Vernon,Justin C. Paglino,G,0,0.00%
United States Senator,Vernon,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Vernon,John Flynn,WI,0,0.00%
Representative in Congress 2,Vernon,Joe Courtney,D,0,0.00%
Representative in Congress 2,Vernon,Mike France,R,0,0.00%
Representative in Congress 2,Vernon,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Vernon,Jeffery Russell,WI,0,0.00%
State Senator 35,Vernon,Merry C. Garrett,D,0,0.00%
State Senator 35,Vernon,Jeff Gordon,R,0,0.00%
State Senator 35,Vernon,Merry C. Garrett,WF,0,0.00%
State Senator 35,Vernon,Merry C. Garrett,IND,0,0.00%
State Representative 53,Vernon,Ann Bonney,D,0,0.00%
State Representative 53,Vernon,Tammy Nuccio,R,0,0.00%
State Representative 53,Vernon,Ann Bonney,WF,0,0.00%
State Representative 53,Vernon,Tammy Nuccio,IND,0,0.00%
State Representative 56,Vernon,Kevin Brown,D,0,0.00%
State Representative 56,Vernon,Brian Motola,R,0,0.00%
State Representative 56,Vernon,Kevin Brown,WF,0,0.00%
State Representative 56,Vernon,Kevin Brown,IND,0,0.00%
State Representative 57,Vernon,Jaime S. Foster,D,0,0.00%
State Representative 57,Vernon,Jennifer Dzen,R,0,0.00%
State Representative 57,Vernon,Jaime S. Foster,IND,0,0.00%
Registrar of Voters,Vernon,Chris Prue,D,0,0.00%
Registrar of Voters,Vernon,M. Lisa Moody,R,0,0.00%
Presidential Electors for,Voluntown,Harris and Walz,D,575,37.31%
Presidential Electors for,Voluntown,Trump and Vance,R,929,60.29%
Presidential Electors for,Voluntown,Stein and Ware,G,16,1.04%
Presidential Electors for,Voluntown,Oliver and ter Maat,LI,8,0.52%
Presidential Electors for,Voluntown,"Kennedy, Jr. and Shanahan",PC,11,0.71%
Presidential Electors for,Voluntown,De la Cruz and Garcia,WI,1,0.06%
Presidential Electors for,Voluntown,Fox and McVay,WI,0,0.00%
Presidential Electors for,Voluntown,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Voluntown,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Voluntown,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Voluntown,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Voluntown,West and Abdullah,WI,1,0.06%
United States Senator,Voluntown,Christopher S. Murphy,D,559,38.29%
United States Senator,Voluntown,Matthew M. Corey,R,828,56.71%
United States Senator,Voluntown,Christopher S. Murphy,WF,38,2.60%
United States Senator,Voluntown,Justin C. Paglino,G,13,0.89%
United States Senator,Voluntown,Robert Finley Hyde,CGG,22,1.51%
United States Senator,Voluntown,John Flynn,WI,0,0.00%
Representative in Congress 2,Voluntown,Joe Courtney,D,649,44.45%
Representative in Congress 2,Voluntown,Mike France,R,811,55.55%
Representative in Congress 2,Voluntown,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Voluntown,Jeffery Russell,WI,0,0.00%
State Senator 18,Voluntown,Andrew M. Parrella,D,372,25.58%
State Senator 18,Voluntown,Heather Somers,R,1038,71.39%
State Senator 18,Voluntown,Heather Somers,IND,44,3.03%
State Representative 45,Voluntown,Kayla Thompson,D,434,29.69%
State Representative 45,Voluntown,Brian L. Lanoue,R,1028,70.31%
Registrar of Voters,Voluntown,Tammy Daigneault,D,494,34.59%
Registrar of Voters,Voluntown,Belinda J. Wiese,R,934,65.41%
Presidential Electors for,Wallingford,Harris and Walz,D,0,0.00%
Presidential Electors for,Wallingford,Trump and Vance,R,0,0.00%
Presidential Electors for,Wallingford,Stein and Ware,G,0,0.00%
Presidential Electors for,Wallingford,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Wallingford,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Wallingford,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Wallingford,Fox and McVay,WI,0,0.00%
Presidential Electors for,Wallingford,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Wallingford,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Wallingford,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Wallingford,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Wallingford,West and Abdullah,WI,0,0.00%
United States Senator,Wallingford,Christopher S. Murphy,D,0,0.00%
United States Senator,Wallingford,Matthew M. Corey,R,0,0.00%
United States Senator,Wallingford,Christopher S. Murphy,WF,0,0.00%
United States Senator,Wallingford,Justin C. Paglino,G,0,0.00%
United States Senator,Wallingford,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Wallingford,John Flynn,WI,0,0.00%
Representative in Congress 3,Wallingford,Rosa L. DeLauro,D,0,0.00%
Representative in Congress 3,Wallingford,Michael Massey,R,0,0.00%
Representative in Congress 3,Wallingford,Michael Massey,IND,0,0.00%
Representative in Congress 3,Wallingford,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Wallingford,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Wallingford,Shahd Omar,WI,0,0.00%
State Senator 34,Wallingford,Brandi Mandato,D,0,0.00%
State Senator 34,Wallingford,Paul Cicarella,R,0,0.00%
State Senator 34,Wallingford,Brandi Mandato,WF,0,0.00%
State Senator 34,Wallingford,Paul Cicarella,IND,0,0.00%
State Senator 34,Wallingford,David A. Bedell,G,0,0.00%
State Representative 85,Wallingford,Mary M. Mushinsky,D,0,0.00%
State Representative 85,Wallingford,"Jerry Farrell, Jr.",R,0,0.00%
State Representative 85,Wallingford,Mary M. Mushinsky,WF,0,0.00%
State Representative 85,Wallingford,Mary M. Mushinsky,IND,0,0.00%
State Representative 90,Wallingford,Rebecca Hyland,D,0,0.00%
State Representative 90,Wallingford,Craig Fishbein,R,0,0.00%
State Representative 90,Wallingford,Rebecca Hyland,WF,0,0.00%
State Representative 90,Wallingford,Craig Fishbein,IND,0,0.00%
State Representative 103,Wallingford,Liz Linehan,D,0,0.00%
Registrar of Voters,Wallingford,Thomas Wolfer,D,0,0.00%
Registrar of Voters,Wallingford,Joan Ives-Parisi,R,0,0.00%
Presidential Electors for,Warren,Harris and Walz,D,487,50.73%
Presidential Electors for,Warren,Trump and Vance,R,464,48.33%
Presidential Electors for,Warren,Stein and Ware,G,2,0.21%
Presidential Electors for,Warren,Oliver and ter Maat,LI,7,0.73%
Presidential Electors for,Warren,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Warren,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Warren,Fox and McVay,WI,0,0.00%
Presidential Electors for,Warren,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Warren,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Warren,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Warren,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Warren,West and Abdullah,WI,0,0.00%
United States Senator,Warren,Christopher S. Murphy,D,777,62.46%
United States Senator,Warren,Matthew M. Corey,R,432,34.73%
United States Senator,Warren,Christopher S. Murphy,WF,23,1.85%
United States Senator,Warren,Justin C. Paglino,G,3,0.24%
United States Senator,Warren,Robert Finley Hyde,CGG,9,0.72%
United States Senator,Warren,John Flynn,WI,0,0.00%
Representative in Congress 5,Warren,Jahana Hayes,D,466,49.21%
Representative in Congress 5,Warren,George Logan,R,456,48.15%
Representative in Congress 5,Warren,Jahana Hayes,WF,25,2.64%
Representative in Congress 5,Warren,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Warren,Bertram Ferguson,WI,0,0.00%
State Senator 30,Warren,Justin Potter,D,470,50.59%
State Senator 30,Warren,Stephen G. Harding,R,447,48.12%
State Senator 30,Warren,Stephen G. Harding,IND,12,1.29%
State Representative 66,Warren,Sharon Sherman,D,448,48.28%
State Representative 66,Warren,Karen Reddington-Hughes,R,480,51.72%
Registrar of Voters,Warren,John F. Morton,D,435,47.39%
Registrar of Voters,Warren,Richard Valine,R,483,52.61%
Presidential Electors for,Washington,Harris and Walz,D,0,0.00%
Presidential Electors for,Washington,Trump and Vance,R,0,0.00%
Presidential Electors for,Washington,Stein and Ware,G,0,0.00%
Presidential Electors for,Washington,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Washington,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Washington,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Washington,Fox and McVay,WI,0,0.00%
Presidential Electors for,Washington,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Washington,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Washington,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Washington,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Washington,West and Abdullah,WI,0,0.00%
United States Senator,Washington,Christopher S. Murphy,D,0,0.00%
United States Senator,Washington,Matthew M. Corey,R,0,0.00%
United States Senator,Washington,Christopher S. Murphy,WF,0,0.00%
United States Senator,Washington,Justin C. Paglino,G,0,0.00%
United States Senator,Washington,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Washington,John Flynn,WI,0,0.00%
Representative in Congress 5,Washington,Jahana Hayes,D,0,0.00%
Representative in Congress 5,Washington,George Logan,R,0,0.00%
Representative in Congress 5,Washington,Jahana Hayes,WF,0,0.00%
Representative in Congress 5,Washington,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Washington,Bertram Ferguson,WI,0,0.00%
State Senator 30,Washington,Justin Potter,D,0,0.00%
State Senator 30,Washington,Stephen G. Harding,R,0,0.00%
State Senator 30,Washington,Stephen G. Harding,IND,0,0.00%
State Senator 32,Washington,Jeff Desmarais,D,0,0.00%
State Senator 32,Washington,Eric C. Berthel,R,0,0.00%
State Representative 64,Washington,Maria Horn,D,0,0.00%
State Representative 64,Washington,Barbara L. Breor,R,0,0.00%
State Representative 64,Washington,Maria Horn,WF,0,0.00%
State Representative 64,Washington,Maria Horn,IND,0,0.00%
Registrar of Voters,Washington,Lois Pinney,R,0,0.00%
Registrar of Voters,Washington,Denise E.S. Arturi,WI,0,0.00%
Judge of Probate 22 To Fill Vacancy,Washington,David Labriola,R,0,0.00%
Presidential Electors for,Waterbury,Harris and Walz,D,0,0.00%
Presidential Electors for,Waterbury,Trump and Vance,R,0,0.00%
Presidential Electors for,Waterbury,Stein and Ware,G,0,0.00%
Presidential Electors for,Waterbury,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Waterbury,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Waterbury,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Waterbury,Fox and McVay,WI,0,0.00%
Presidential Electors for,Waterbury,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Waterbury,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Waterbury,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Waterbury,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Waterbury,West and Abdullah,WI,0,0.00%
United States Senator,Waterbury,Christopher S. Murphy,D,0,0.00%
United States Senator,Waterbury,Matthew M. Corey,R,0,0.00%
United States Senator,Waterbury,Christopher S. Murphy,WF,0,0.00%
United States Senator,Waterbury,Justin C. Paglino,G,0,0.00%
United States Senator,Waterbury,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Waterbury,John Flynn,WI,0,0.00%
Representative in Congress 3,Waterbury,Rosa L. DeLauro,D,0,0.00%
Representative in Congress 3,Waterbury,Michael Massey,R,0,0.00%
Representative in Congress 3,Waterbury,Michael Massey,IND,0,0.00%
Representative in Congress 3,Waterbury,Leo Almoney,WI,0,0.00%
Representative in Congress 3,Waterbury,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,Waterbury,Shahd Omar,WI,0,0.00%
Representative in Congress 5,Waterbury,Jahana Hayes,D,0,0.00%
Representative in Congress 5,Waterbury,George Logan,R,0,0.00%
Representative in Congress 5,Waterbury,Jahana Hayes,WF,0,0.00%
Representative in Congress 5,Waterbury,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Waterbury,Bertram Ferguson,WI,0,0.00%
State Senator 15,Waterbury,Joan V. Hartley,D,0,0.00%
State Senator 15,Waterbury,Joan V. Hartley,IND,0,0.00%
State Senator 16,Waterbury,Christopher Robertson,D,0,0.00%
State Senator 16,Waterbury,Rob Sampson,R,0,0.00%
State Senator 16,Waterbury,Christopher Robertson,IND,0,0.00%
State Representative 68,Waterbury,Joe Polletta,R,0,0.00%
State Representative 71,Waterbury,William J. Pizzuto,R,0,0.00%
State Representative 72,Waterbury,Larry B. Butler,D,0,0.00%
State Representative 72,Waterbury,Larry B. Butler,IND,0,0.00%
State Representative 73,Waterbury,Ronald A Napoli Jr,D,0,0.00%
State Representative 73,Waterbury,Abigail Pizarro,R,0,0.00%
State Representative 73,Waterbury,Ronald A Napoli Jr,WF,0,0.00%
State Representative 73,Waterbury,Ronald A Napoli Jr,IND,0,0.00%
State Representative 74,Waterbury,Michael DiGiovancarlo,D,0,0.00%
State Representative 75,Waterbury,Geraldo C. Reyes Jr.,D,0,0.00%
State Representative 89,Waterbury,Lezlye Zupkus,R,0,0.00%
State Representative 89,Waterbury,Stuart R. Korchin,WI,0,0.00%
Registrar of Voters,Waterbury,Teresa Begnal,D,0,0.00%
Registrar of Voters,Waterbury,Alexandra Desjardins,R,0,0.00%
Registrar of Voters,Waterbury,Michael J. Telesca,IND,0,0.00%
Presidential Electors for,Waterford,Harris and Walz,D,0,0.00%
Presidential Electors for,Waterford,Trump and Vance,R,0,0.00%
Presidential Electors for,Waterford,Stein and Ware,G,0,0.00%
Presidential Electors for,Waterford,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Waterford,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Waterford,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Waterford,Fox and McVay,WI,0,0.00%
Presidential Electors for,Waterford,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Waterford,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Waterford,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Waterford,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Waterford,West and Abdullah,WI,0,0.00%
United States Senator,Waterford,Christopher S. Murphy,D,0,0.00%
United States Senator,Waterford,Matthew M. Corey,R,0,0.00%
United States Senator,Waterford,Christopher S. Murphy,WF,0,0.00%
United States Senator,Waterford,Justin C. Paglino,G,0,0.00%
United States Senator,Waterford,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Waterford,John Flynn,WI,0,0.00%
Representative in Congress 2,Waterford,Joe Courtney,D,0,0.00%
Representative in Congress 2,Waterford,Mike France,R,0,0.00%
Representative in Congress 2,Waterford,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Waterford,Jeffery Russell,WI,0,0.00%
State Senator 20,Waterford,Martha Marx,D,0,0.00%
State Senator 20,Waterford,Shaun Mastroianni,R,0,0.00%
State Senator 20,Waterford,Martha Marx,WF,0,0.00%
State Senator 20,Waterford,Shaun Mastroianni,IND,0,0.00%
State Representative 38,Waterford,Nick Gauthier,D,0,0.00%
State Representative 38,Waterford,Kathleen M. McCarty,R,0,0.00%
State Representative 38,Waterford,Nick Gauthier,WF,0,0.00%
State Representative 38,Waterford,Nick Gauthier,IND,0,0.00%
Registrar of Voters,Waterford,Bigi Ebbin,D,0,0.00%
Registrar of Voters,Waterford,Patti Waters,R,0,0.00%
Presidential Electors for,Watertown,Harris and Walz,D,0,0.00%
Presidential Electors for,Watertown,Trump and Vance,R,0,0.00%
Presidential Electors for,Watertown,Stein and Ware,G,0,0.00%
Presidential Electors for,Watertown,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Watertown,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Watertown,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Watertown,Fox and McVay,WI,0,0.00%
Presidential Electors for,Watertown,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Watertown,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Watertown,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Watertown,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Watertown,West and Abdullah,WI,0,0.00%
United States Senator,Watertown,Christopher S. Murphy,D,0,0.00%
United States Senator,Watertown,Matthew M. Corey,R,0,0.00%
United States Senator,Watertown,Christopher S. Murphy,WF,0,0.00%
United States Senator,Watertown,Justin C. Paglino,G,0,0.00%
United States Senator,Watertown,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Watertown,John Flynn,WI,0,0.00%
Representative in Congress 5,Watertown,Jahana Hayes,D,0,0.00%
Representative in Congress 5,Watertown,George Logan,R,0,0.00%
Representative in Congress 5,Watertown,Jahana Hayes,WF,0,0.00%
Representative in Congress 5,Watertown,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Watertown,Bertram Ferguson,WI,0,0.00%
State Senator 32,Watertown,Jeff Desmarais,D,0,0.00%
State Senator 32,Watertown,Eric C. Berthel,R,0,0.00%
State Representative 68,Watertown,Joe Polletta,R,0,0.00%
Registrar of Voters,Watertown,Diane  Stengl,D,0,0.00%
Registrar of Voters,Watertown,Christine Shields,R,0,0.00%
Judge of Probate 22 To Fill Vacancy,Watertown,David Labriola,R,0,0.00%
Presidential Electors for,Westbrook,Harris and Walz,D,0,0.00%
Presidential Electors for,Westbrook,Trump and Vance,R,0,0.00%
Presidential Electors for,Westbrook,Stein and Ware,G,0,0.00%
Presidential Electors for,Westbrook,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,Westbrook,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,Westbrook,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Westbrook,Fox and McVay,WI,0,0.00%
Presidential Electors for,Westbrook,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Westbrook,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Westbrook,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Westbrook,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Westbrook,West and Abdullah,WI,0,0.00%
United States Senator,Westbrook,Christopher S. Murphy,D,0,0.00%
United States Senator,Westbrook,Matthew M. Corey,R,0,0.00%
United States Senator,Westbrook,Christopher S. Murphy,WF,0,0.00%
United States Senator,Westbrook,Justin C. Paglino,G,0,0.00%
United States Senator,Westbrook,Robert Finley Hyde,CGG,0,0.00%
United States Senator,Westbrook,John Flynn,WI,0,0.00%
Representative in Congress 2,Westbrook,Joe Courtney,D,0,0.00%
Representative in Congress 2,Westbrook,Mike France,R,0,0.00%
Representative in Congress 2,Westbrook,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Westbrook,Jeffery Russell,WI,0,0.00%
State Senator 33,Westbrook,Norm Needleman,D,0,0.00%
State Senator 33,Westbrook,Jeffery Duigou,R,0,0.00%
State Senator 33,Westbrook,Norm Needleman,IND,0,0.00%
State Representative 23,Westbrook,Jane Wisialowski,D,0,0.00%
State Representative 23,Westbrook,Devin R Carney,R,0,0.00%
State Representative 23,Westbrook,Jane Wisialowski,WF,0,0.00%
State Representative 23,Westbrook,Devin R Carney,IND,0,0.00%
State Representative 35,Westbrook,Cinzia Lettieri,D,0,0.00%
State Representative 35,Westbrook,Chris Aniskovich,R,0,0.00%
State Representative 35,Westbrook,Cinzia Lettieri,WF,0,0.00%
State Representative 35,Westbrook,Chris Aniskovich,IND,0,0.00%
Registrar of Voters,Westbrook,James Crawford,D,0,0.00%
Registrar of Voters,Westbrook,Megan E. Ruppenicker,R,0,0.00%
Presidential Electors for,West Hartford,Harris and Walz,D,0,0.00%
Presidential Electors for,West Hartford,Trump and Vance,R,0,0.00%
Presidential Electors for,West Hartford,Stein and Ware,G,0,0.00%
Presidential Electors for,West Hartford,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,West Hartford,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,West Hartford,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,West Hartford,Fox and McVay,WI,0,0.00%
Presidential Electors for,West Hartford,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,West Hartford,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,West Hartford,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,West Hartford,Sonski and Onak,WI,0,0.00%
Presidential Electors for,West Hartford,West and Abdullah,WI,0,0.00%
United States Senator,West Hartford,Christopher S. Murphy,D,0,0.00%
United States Senator,West Hartford,Matthew M. Corey,R,0,0.00%
United States Senator,West Hartford,Christopher S. Murphy,WF,0,0.00%
United States Senator,West Hartford,Justin C. Paglino,G,0,0.00%
United States Senator,West Hartford,Robert Finley Hyde,CGG,0,0.00%
United States Senator,West Hartford,John Flynn,WI,0,0.00%
Representative in Congress 1,West Hartford,John B. Larson,D,0,0.00%
Representative in Congress 1,West Hartford,Jim Griffin,R,0,0.00%
Representative in Congress 1,West Hartford,John B. Larson,WF,0,0.00%
Representative in Congress 1,West Hartford,Mary L. Sanders,G,0,0.00%
State Senator 5,West Hartford,Derek Slap,D,0,0.00%
State Senator 5,West Hartford,Kyla Zimmermann,R,0,0.00%
State Representative 6,West Hartford,"James ""Jimmy"" Sanchez",D,0,0.00%
State Representative 6,West Hartford,Alyssa Peterson,PC,0,0.00%
State Representative 15,West Hartford,Bobby Gibson,D,0,0.00%
State Representative 15,West Hartford,Quentin Johnson,R,0,0.00%
State Representative 18,West Hartford,Jillian Gilchrest,D,0,0.00%
State Representative 19,West Hartford,Tammy Exum,D,0,0.00%
State Representative 20,West Hartford,Kate Farrar,D,0,0.00%
State Representative 20,West Hartford,Kate Farrar,WF,0,0.00%
Registrar of Voters,West Hartford,Elizabeth Rousseau,D,0,0.00%
Registrar of Voters,West Hartford,Beth Kyle,R,0,0.00%
Presidential Electors for,West Haven,Harris and Walz,D,0,0.00%
Presidential Electors for,West Haven,Trump and Vance,R,0,0.00%
Presidential Electors for,West Haven,Stein and Ware,G,0,0.00%
Presidential Electors for,West Haven,Oliver and ter Maat,LI,0,0.00%
Presidential Electors for,West Haven,"Kennedy, Jr. and Shanahan",PC,0,0.00%
Presidential Electors for,West Haven,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,West Haven,Fox and McVay,WI,0,0.00%
Presidential Electors for,West Haven,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,West Haven,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,West Haven,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,West Haven,Sonski and Onak,WI,0,0.00%
Presidential Electors for,West Haven,West and Abdullah,WI,0,0.00%
United States Senator,West Haven,Christopher S. Murphy,D,0,0.00%
United States Senator,West Haven,Matthew M. Corey,R,0,0.00%
United States Senator,West Haven,Christopher S. Murphy,WF,0,0.00%
United States Senator,West Haven,Justin C. Paglino,G,0,0.00%
United States Senator,West Haven,Robert Finley Hyde,CGG,0,0.00%
United States Senator,West Haven,John Flynn,WI,0,0.00%
Representative in Congress 3,West Haven,Rosa L. DeLauro,D,0,0.00%
Representative in Congress 3,West Haven,Michael Massey,R,0,0.00%
Representative in Congress 3,West Haven,Michael Massey,IND,0,0.00%
Representative in Congress 3,West Haven,Leo Almoney,WI,0,0.00%
Representative in Congress 3,West Haven,Omar Scott Antar,WI,0,0.00%
Representative in Congress 3,West Haven,Shahd Omar,WI,0,0.00%
State Senator 10,West Haven,Gary Winfield,D,0,0.00%
State Senator 10,West Haven,Nyrell Moore,R,0,0.00%
State Senator 10,West Haven,Gary Winfield,WF,0,0.00%
State Senator 10,West Haven,Nyrell Moore,IND,0,0.00%
State Senator 14,West Haven,James Maroney,D,0,0.00%
State Senator 14,West Haven,Steven Johnstone,R,0,0.00%
State Senator 14,West Haven,James Maroney,IND,0,0.00%
State Representative 115,West Haven,William J. Heffernan III,D,0,0.00%
State Representative 116,West Haven,Trenee McGee,D,0,0.00%
State Representative 117,West Haven,MJ Shannon,D,0,0.00%
State Representative 117,West Haven,Raymond V. Collins III,R,0,0.00%
