office,town,candidate,party,votes,vote_percent
Presidential Electors for,Stamford,Simmons and Roze,WI,2,0.00%
Presidential Electors for,Stamford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Stamford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Stamford,Wells and Wells,WI,0,0.00%
Presidential Electors for,Stamford,West and Tidball,WI,4,0.01%
Representative in Congress 04,Stamford,Jim Himes,D,38930,67.49%
Representative in Congress 04,Stamford,Jonathan Riddle,R,17644,30.59%
Representative in Congress 04,Stamford,Brian Merlen,IND,1112,1.93%
Representative in Congress 04,Stamford,Yusheng Peng,WI,0,0.00%
State Senator 27,Stamford,Carlo Leone,D,27610,65.81%
State Senator 27,Stamford,Eva A. Maldonado,R,13185,31.43%
State Senator 27,Stamford,Eva A. Maldonado,IND,1160,2.76%
State Senator 36,Stamford,Alex Kasser,D,8883,58.44%
State Senator 36,Stamford,Ryan Fazio,R,6317,41.56%
State Representative 144,Stamford,Caroline Simmons,D,9106,100.00%
State Representative 145,Stamford,Patricia Billie Miller,D,5898,77.26%
State Representative 145,Stamford,J.D. Ospina,R,1736,22.74%
State Representative 146,Stamford,David Michel,D,8147,70.49%
State Representative 146,Stamford,George Hallenbeck,R,3410,29.51%
State Representative 147,Stamford,Matt Blumenthal,D,7321,63.36%
State Representative 147,Stamford,Dan Maymin,R,4234,36.64%
State Representative 148,Stamford,Daniel J. Fox,D,6519,76.03%
State Representative 148,Stamford,Wilm Donath,R,2055,23.97%
State Representative 149,Stamford,Kathleen Stowe,D,2686,54.00%
State Representative 149,Stamford,Kimberly Fiorello,R,2153,43.29%
State Representative 149,Stamford,Kimberly Fiorello,IND,135,2.71%
Registrar of Voters,Stamford,Ron Malloy,D,35855,63.82%
Registrar of Voters,Stamford,Lucy Corelli,R,20325,36.18%
Board of Education Full Term,Stamford,Jackie Heftman,D,1456,26.19%
Board of Education Full Term,Stamford,Andy George,D,1523,27.40%
Board of Education Full Term,Stamford,Fritz G. Chery,D,1455,26.17%
Board of Education Full Term,Stamford,Rebecca Hamman,R,1125,20.24%
Board of Education One Year Term,Stamford,Joshua Esses,WI,0,0.00%
Board of Education One Year Term,Stamford,Rebecca Hamman,WI,0,0.00%
Board of Education One Year Term,Stamford,Stephanie O'Shea,WI,0,0.00%
Presidential Electors for,Sterling,Biden and Harris,D,639,33.49%
Presidential Electors for,Sterling,Trump and Pence,R,1229,64.41%
Presidential Electors for,Sterling,Jorgensen and Cohen,LI,25,1.31%
Presidential Electors for,Sterling,Hawkins and Walker,G,14,0.73%
Presidential Electors for,Sterling,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Sterling,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Sterling,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Sterling,Howard and Howard,WI,0,0.00%
Presidential Electors for,Sterling,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Sterling,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Sterling,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Sterling,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Sterling,Wells and Wells,WI,0,0.00%
Presidential Electors for,Sterling,West and Tidball,WI,1,0.05%
Representative in Congress 02,Sterling,Joe Courtney,D,703,37.94%
Representative in Congress 02,Sterling,Justin Anderson,R,1025,55.32%
Representative in Congress 02,Sterling,Joe Courtney,WF,66,3.56%
Representative in Congress 02,Sterling,Daniel Reale,LI,39,2.10%
Representative in Congress 02,Sterling,Cassandra Martineau,G,20,1.08%
Representative in Congress 02,Sterling,John M. Traceski,WI,0,0.00%
State Senator 18,Sterling,Bob Statchen,D,535,28.79%
State Senator 18,Sterling,Heather Somers,R,1252,67.38%
State Senator 18,Sterling,Bob Statchen,IND,42,2.26%
State Senator 18,Sterling,Bob Statchen,WF,29,1.56%
State Representative 45,Sterling,Mark DePonte,D,539,29.06%
State Representative 45,Sterling,Brian Lanoue,R,1271,68.52%
State Representative 45,Sterling,Daniel Reale,IND,45,2.43%
Registrar of Voters,Sterling,Dianna M. Firlik,D,1009,100.00%
Presidential Electors for,Stonington,Biden and Harris,D,7453,62.69%
Presidential Electors for,Stonington,Trump and Pence,R,4240,35.66%
Presidential Electors for,Stonington,Jorgensen and Cohen,LI,155,1.30%
Presidential Electors for,Stonington,Hawkins and Walker,G,40,0.34%
Presidential Electors for,Stonington,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Stonington,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Stonington,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Stonington,Howard and Howard,WI,0,0.00%
Presidential Electors for,Stonington,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Stonington,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Stonington,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Stonington,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Stonington,Wells and Wells,WI,0,0.00%
Presidential Electors for,Stonington,West and Tidball,WI,1,0.01%
Representative in Congress 02,Stonington,Joe Courtney,D,7730,66.43%
Representative in Congress 02,Stonington,Justin Anderson,R,3440,29.56%
Representative in Congress 02,Stonington,Joe Courtney,WF,262,2.25%
Representative in Congress 02,Stonington,Daniel Reale,LI,97,0.83%
Representative in Congress 02,Stonington,Cassandra Martineau,G,107,0.92%
Representative in Congress 02,Stonington,John M. Traceski,WI,0,0.00%
State Senator 18,Stonington,Bob Statchen,D,5990,51.61%
State Senator 18,Stonington,Heather Somers,R,5295,45.62%
State Senator 18,Stonington,Bob Statchen,IND,189,1.63%
State Senator 18,Stonington,Bob Statchen,WF,133,1.15%
State Representative 43,Stonington,Kate Rotella,D,6070,51.90%
State Representative 43,Stonington,Greg Howard,R,5205,44.50%
State Representative 43,Stonington,Greg Howard,IND,421,3.60%
Registrar of Voters,Stonington,Peggy Cawley,D,6699,59.21%
Registrar of Voters,Stonington,Karen Linehan,R,4615,40.79%
Judge of Probate to Fill Vacancy,Stonington,Beth Ladwig Leamon,D,6865,59.78%
Judge of Probate to Fill Vacancy,Stonington,Salvatore Ritacco,R,4619,40.22%
Presidential Electors for,Stratford,Biden and Harris,D,17363,61.58%
Presidential Electors for,Stratford,Trump and Pence,R,10516,37.30%
Presidential Electors for,Stratford,Jorgensen and Cohen,LI,183,0.65%
Presidential Electors for,Stratford,Hawkins and Walker,G,132,0.47%
Presidential Electors for,Stratford,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Stratford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Stratford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Stratford,Howard and Howard,WI,0,0.00%
Presidential Electors for,Stratford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Stratford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Stratford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Stratford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Stratford,Wells and Wells,WI,0,0.00%
Presidential Electors for,Stratford,West and Tidball,WI,0,0.00%
Representative in Congress 03,Stratford,Rosa L. DeLauro,D,16162,58.82%
Representative in Congress 03,Stratford,Margaret Streicker,R,9932,36.15%
Representative in Congress 03,Stratford,Margaret Streicker,IND,447,1.63%
Representative in Congress 03,Stratford,Rosa L. DeLauro,WF,601,2.19%
Representative in Congress 03,Stratford,Justin C. Paglino,G,333,1.21%
State Senator 21,Stratford,Kevin C. Kelly,R,14253,100.00%
State Senator 23,Stratford,Dennis Bradley,D,2563,81.29%
State Senator 23,Stratford,Josiah Israel,R,590,18.71%
State Representative 120,Stratford,Philip L. Young,D,6869,51.70%
State Representative 120,Stratford,Jim Feehan,R,6047,45.51%
State Representative 120,Stratford,Jim Feehan,IND,371,2.79%
State Representative 121,Stratford,Joseph P. Gresko,D,7303,69.30%
State Representative 121,Stratford,Edward J. Scinto,R,3235,30.70%
State Representative 122,Stratford,Jose Goncalves,D,1606,49.29%
State Representative 122,Stratford,Ben McGorty,R,1652,50.71%
Registrar of Voters,Stratford,James Simon,D,15278,57.16%
Registrar of Voters,Stratford,Louis A. DeCilio,R,10232,38.28%
Registrar of Voters,Stratford,Richard T. Marcone,PC,1219,4.56%
Presidential Electors for,Suffield,Biden and Harris,D,4363,50.23%
Presidential Electors for,Suffield,Trump and Pence,R,4155,47.84%
Presidential Electors for,Suffield,Jorgensen and Cohen,LI,140,1.61%
Presidential Electors for,Suffield,Hawkins and Walker,G,26,0.30%
Presidential Electors for,Suffield,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Suffield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Suffield,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Suffield,Howard and Howard,WI,0,0.00%
Presidential Electors for,Suffield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Suffield,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Suffield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Suffield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Suffield,Wells and Wells,WI,0,0.00%
Presidential Electors for,Suffield,West and Tidball,WI,1,0.01%
Representative in Congress 02,Suffield,Joe Courtney,D,4157,49.48%
Representative in Congress 02,Suffield,Justin Anderson,R,3853,45.86%
Representative in Congress 02,Suffield,Joe Courtney,WF,196,2.33%
Representative in Congress 02,Suffield,Daniel Reale,LI,85,1.01%
Representative in Congress 02,Suffield,Cassandra Martineau,G,110,1.31%
Representative in Congress 02,Suffield,John M. Traceski,WI,0,0.00%
State Senator 07,Suffield,Frederick A. Moffa,D,3457,41.03%
State Senator 07,Suffield,John A. Kissel,R,4526,53.72%
State Senator 07,Suffield,John A. Kissel,IND,277,3.29%
State Senator 07,Suffield,Frederick A. Moffa,WF,165,1.96%
State Representative 61,Suffield,Jack Henrie,D,3279,38.62%
State Representative 61,Suffield,Tami Zawistowski,R,4825,56.82%
State Representative 61,Suffield,Tami Zawistowski,IND,387,4.56%
Presidential Electors for,Thomaston,Biden and Harris,D,1528,34.93%
Presidential Electors for,Thomaston,Trump and Pence,R,2768,63.28%
Presidential Electors for,Thomaston,Jorgensen and Cohen,LI,65,1.49%
Presidential Electors for,Thomaston,Hawkins and Walker,G,13,0.30%
Presidential Electors for,Thomaston,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Thomaston,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Thomaston,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Thomaston,Howard and Howard,WI,0,0.00%
Presidential Electors for,Thomaston,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Thomaston,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Thomaston,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Thomaston,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Thomaston,Wells and Wells,WI,0,0.00%
Presidential Electors for,Thomaston,West and Tidball,WI,0,0.00%
Representative in Congress 05,Thomaston,Jahana Hayes,D,1522,35.72%
Representative in Congress 05,Thomaston,David X. Sullivan,R,2595,60.90%
Representative in Congress 05,Thomaston,Bruce W. Walczak,IND,56,1.31%
Representative in Congress 05,Thomaston,Jahana Hayes,WF,88,2.07%
State Senator 31,Thomaston,Mary B. Fortier,D,1315,31.06%
State Senator 31,Thomaston,Henri Martin,R,2789,65.87%
State Senator 31,Thomaston,Henri Martin,IND,130,3.07%
State Representative 76,Thomaston,Paul Honig,D,1390,32.39%
State Representative 76,Thomaston,John Piscopo,R,2766,64.45%
State Representative 76,Thomaston,John Piscopo,IND,136,3.17%
Presidential Electors for,Thompson,Biden and Harris,D,2050,39.77%
Presidential Electors for,Thompson,Trump and Pence,R,3005,58.29%
Presidential Electors for,Thompson,Jorgensen and Cohen,LI,80,1.55%
Presidential Electors for,Thompson,Hawkins and Walker,G,20,0.39%
Presidential Electors for,Thompson,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Thompson,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Thompson,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Thompson,Howard and Howard,WI,0,0.00%
Presidential Electors for,Thompson,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Thompson,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Thompson,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Thompson,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Thompson,Wells and Wells,WI,0,0.00%
Presidential Electors for,Thompson,West and Tidball,WI,0,0.00%
Representative in Congress 02,Thompson,Joe Courtney,D,2139,43.94%
Representative in Congress 02,Thompson,Justin Anderson,R,2444,50.21%
Representative in Congress 02,Thompson,Joe Courtney,WF,161,3.31%
Representative in Congress 02,Thompson,Daniel Reale,LI,55,1.13%
Representative in Congress 02,Thompson,Cassandra Martineau,G,69,1.42%
Representative in Congress 02,Thompson,John M. Traceski,WI,0,0.00%
State Senator 29,Thompson,Mae Flexer,D,1967,40.67%
State Senator 29,Thompson,Jessica Alba,R,2611,53.99%
State Senator 29,Thompson,Jessica Alba,IND,139,2.87%
State Senator 29,Thompson,Mae Flexer,WF,119,2.46%
State Representative 51,Thompson,"Larry Groh, Jr.",D,2234,44.66%
State Representative 51,Thompson,Rick L. Hayes,R,2616,52.30%
State Representative 51,Thompson,Rick L. Hayes,IND,152,3.04%
Registrar of Voters,Thompson,A. Aileen Witkowski,D,2269,47.27%
Registrar of Voters,Thompson,Francis J. McGarry,R,2531,52.73%
Presidential Electors for,Tolland,Biden and Harris,D,5103,55.13%
Presidential Electors for,Tolland,Trump and Pence,R,3975,42.94%
Presidential Electors for,Tolland,Jorgensen and Cohen,LI,134,1.45%
Presidential Electors for,Tolland,Hawkins and Walker,G,43,0.46%
Presidential Electors for,Tolland,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Tolland,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Tolland,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Tolland,Howard and Howard,WI,0,0.00%
Presidential Electors for,Tolland,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Tolland,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Tolland,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Tolland,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Tolland,Wells and Wells,WI,0,0.00%
Presidential Electors for,Tolland,West and Tidball,WI,2,0.02%
Representative in Congress 02,Tolland,Joe Courtney,D,5129,56.49%
Representative in Congress 02,Tolland,Justin Anderson,R,3547,39.07%
Representative in Congress 02,Tolland,Joe Courtney,WF,228,2.51%
Representative in Congress 02,Tolland,Daniel Reale,LI,79,0.87%
Representative in Congress 02,Tolland,Cassandra Martineau,G,96,1.06%
Representative in Congress 02,Tolland,John M. Traceski,WI,0,0.00%
State Senator 35,Tolland,Lisa Thomas,D,4146,45.93%
State Senator 35,Tolland,Dan Champagne,R,4548,50.39%
State Senator 35,Tolland,Lisa Thomas,IND,177,1.96%
State Senator 35,Tolland,Lisa Thomas,WF,155,1.72%
State Representative 08,Tolland,Brenda Falusi,D,396,47.37%
State Representative 08,Tolland,Timothy Ackert,R,440,52.63%
State Representative 53,Tolland,Pat Wilson Pheanious,D,3701,44.91%
State Representative 53,Tolland,Tammy Nuccio,R,4136,50.19%
State Representative 53,Tolland,Tammy Nuccio,IND,248,3.01%
State Representative 53,Tolland,Pat Wilson Pheanious,WF,156,1.89%
Registrar of Voters,Tolland,R. Michael Wyman,D,4648,52.38%
Registrar of Voters,Tolland,Leonard A. Bach,R,4225,47.62%
Presidential Electors for,Torrington,Biden and Harris,D,7283,43.29%
Presidential Electors for,Torrington,Trump and Pence,R,9220,54.80%
Presidential Electors for,Torrington,Jorgensen and Cohen,LI,235,1.40%
Presidential Electors for,Torrington,Hawkins and Walker,G,83,0.49%
Presidential Electors for,Torrington,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Torrington,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Torrington,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Torrington,Howard and Howard,WI,0,0.00%
Presidential Electors for,Torrington,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Torrington,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Torrington,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Torrington,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Torrington,Wells and Wells,WI,0,0.00%
Presidential Electors for,Torrington,West and Tidball,WI,2,0.01%
Representative in Congress 01,Torrington,John B. Larson,D,3188,40.65%
Representative in Congress 01,Torrington,Mary Fay,R,4346,55.41%
Representative in Congress 01,Torrington,John B. Larson,WF,193,2.46%
Representative in Congress 01,Torrington,Thomas E. McCormick,G,116,1.48%
Representative in Congress 05,Torrington,Jahana Hayes,D,3692,44.65%
Representative in Congress 05,Torrington,David X. Sullivan,R,4130,49.95%
Representative in Congress 05,Torrington,Bruce W. Walczak,IND,157,1.90%
Representative in Congress 05,Torrington,Jahana Hayes,WF,289,3.50%
State Senator 08,Torrington,Melissa E. Osborne,D,4603,39.58%
State Senator 08,Torrington,Kevin Witkos,R,6688,57.51%
State Senator 08,Torrington,Keith James McConnell,IND,338,2.91%
State Senator 30,Torrington,David R. Gronbach,D,1603,36.39%
State Senator 30,Torrington,Craig Miner,R,2638,59.89%
State Senator 30,Torrington,Joseph A. Bongiorno,IND,80,1.82%
State Senator 30,Torrington,David R. Gronbach,WF,84,1.91%
State Representative 63,Torrington,Noel Rodriquez,D,1501,32.09%
State Representative 63,Torrington,Jay Case,R,3039,64.96%
State Representative 63,Torrington,Noel Rodriquez,IND,138,2.95%
State Representative 64,Torrington,Maria Horn,D,777,32.67%
State Representative 64,Torrington,Brian M. Ohler,R,1486,62.49%
State Representative 64,Torrington,Brian M. Ohler,IND,64,2.69%
State Representative 64,Torrington,Maria Horn,WF,51,2.14%
State Representative 65,Torrington,Michelle L. Cook,D,4401,47.53%
State Representative 65,Torrington,Christopher Beyus,R,4221,45.59%
State Representative 65,Torrington,Christopher Beyus,IND,256,2.76%
State Representative 65,Torrington,Michelle L. Cook,WF,327,3.53%
State Representative 65,Torrington,Don Vaniah Alexander,G,54,0.58%
Registrar of Voters,Torrington,John C. Ciesco,D,7421,46.87%
Registrar of Voters,Torrington,Edward Wilmot,R,8411,53.13%
Presidential Electors for,Trumbull,Biden and Harris,D,11919,55.68%
Presidential Electors for,Trumbull,Trump and Pence,R,9175,42.86%
Presidential Electors for,Trumbull,Jorgensen and Cohen,LI,231,1.08%
Presidential Electors for,Trumbull,Hawkins and Walker,G,76,0.36%
Presidential Electors for,Trumbull,Carroll and Patel,WI,4,0.02%
Presidential Electors for,Trumbull,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Trumbull,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Trumbull,Howard and Howard,WI,0,0.00%
Presidential Electors for,Trumbull,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Trumbull,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Trumbull,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Trumbull,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Trumbull,Wells and Wells,WI,0,0.00%
Presidential Electors for,Trumbull,West and Tidball,WI,3,0.01%
Representative in Congress 04,Trumbull,Jim Himes,D,12104,54.82%
Representative in Congress 04,Trumbull,Jonathan Riddle,R,9618,43.56%
Representative in Congress 04,Trumbull,Brian Merlen,IND,357,1.62%
Representative in Congress 04,Trumbull,Yusheng Peng,WI,0,0.00%
State Senator 22,Trumbull,Marilyn Moore,D,10121,47.18%
State Senator 22,Trumbull,Steven S. Choi,R,10937,50.98%
State Senator 22,Trumbull,Stephen Dincher,IND,396,1.85%
State Senator 22,Trumbull,Devon Brown,WI,0,0.00%
State Representative 122,Trumbull,Jose Goncalves,D,516,45.74%
State Representative 122,Trumbull,Ben McGorty,R,612,54.26%
State Representative 123,Trumbull,Sujata Gadkar-Wilcox,D,6605,47.14%
State Representative 123,Trumbull,David Rutigliano,R,6816,48.65%
State Representative 123,Trumbull,David Rutigliano,IND,307,2.19%
State Representative 123,Trumbull,Sujata Gadkar-Wilcox,WF,283,2.02%
State Representative 134,Trumbull,Carla Volpe,D,3049,46.91%
State Representative 134,Trumbull,Laura Devlin,R,3259,50.14%
State Representative 134,Trumbull,Carla Volpe,IND,128,1.97%
State Representative 134,Trumbull,Carla Volpe,WF,64,0.98%
Registrar of Voters,Trumbull,Jean Rabinow,D,10446,49.58%
Registrar of Voters,Trumbull,William S. Holden,R,10624,50.42%
Presidential Electors for,Union,Biden and Harris,D,249,43.61%
Presidential Electors for,Union,Trump and Pence,R,307,53.77%
Presidential Electors for,Union,Jorgensen and Cohen,LI,12,2.10%
Presidential Electors for,Union,Hawkins and Walker,G,3,0.53%
Presidential Electors for,Union,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Union,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Union,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Union,Howard and Howard,WI,0,0.00%
Presidential Electors for,Union,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Union,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Union,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Union,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Union,Wells and Wells,WI,0,0.00%
Presidential Electors for,Union,West and Tidball,WI,0,0.00%
Representative in Congress 02,Union,Joe Courtney,D,272,49.36%
Representative in Congress 02,Union,Justin Anderson,R,244,44.28%
Representative in Congress 02,Union,Joe Courtney,WF,18,3.27%
Representative in Congress 02,Union,Daniel Reale,LI,8,1.45%
Representative in Congress 02,Union,Cassandra Martineau,G,9,1.63%
Representative in Congress 02,Union,John M. Traceski,WI,0,0.00%
State Senator 35,Union,Lisa Thomas,D,215,38.74%
State Senator 35,Union,Dan Champagne,R,319,57.48%
State Senator 35,Union,Lisa Thomas,IND,16,2.88%
State Senator 35,Union,Lisa Thomas,WF,5,0.90%
State Representative 50,Union,Pat Boyd,D,353,100.00%
Presidential Electors for,Vernon,Biden and Harris,D,9259,60.12%
Presidential Electors for,Vernon,Trump and Pence,R,5848,37.97%
Presidential Electors for,Vernon,Jorgensen and Cohen,LI,216,1.40%
Presidential Electors for,Vernon,Hawkins and Walker,G,76,0.49%
Presidential Electors for,Vernon,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Vernon,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Vernon,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Vernon,Howard and Howard,WI,0,0.00%
Presidential Electors for,Vernon,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Vernon,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Vernon,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Vernon,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Vernon,Wells and Wells,WI,0,0.00%
Presidential Electors for,Vernon,West and Tidball,WI,1,0.01%
Representative in Congress 02,Vernon,Joe Courtney,D,9160,61.02%
Representative in Congress 02,Vernon,Justin Anderson,R,5016,33.42%
Representative in Congress 02,Vernon,Joe Courtney,WF,468,3.12%
Representative in Congress 02,Vernon,Daniel Reale,LI,147,0.98%
Representative in Congress 02,Vernon,Cassandra Martineau,G,220,1.47%
Representative in Congress 02,Vernon,John M. Traceski,WI,0,0.00%
State Senator 35,Vernon,Lisa Thomas,D,7092,47.02%
State Senator 35,Vernon,Dan Champagne,R,7497,49.70%
State Senator 35,Vernon,Lisa Thomas,IND,248,1.64%
State Senator 35,Vernon,Lisa Thomas,WF,247,1.64%
State Representative 08,Vernon,Brenda Falusi,D,1305,43.00%
State Representative 08,Vernon,Timothy Ackert,R,1730,57.00%
State Representative 56,Vernon,Michael Winkler,D,6594,55.19%
State Representative 56,Vernon,Laura B. Bush,R,4782,40.03%
State Representative 56,Vernon,Laura B. Bush,IND,284,2.38%
State Representative 56,Vernon,Michael Winkler,WF,287,2.40%
Registrar of Voters,Vernon,Christopher Prue,D,8338,56.93%
Registrar of Voters,Vernon,John Anderson,R,6307,43.07%
Presidential Electors for,Voluntown,Biden and Harris,D,566,37.14%
Presidential Electors for,Voluntown,Trump and Pence,R,918,60.24%
Presidential Electors for,Voluntown,Jorgensen and Cohen,LI,32,2.10%
Presidential Electors for,Voluntown,Hawkins and Walker,G,8,0.52%
Presidential Electors for,Voluntown,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Voluntown,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Voluntown,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Voluntown,Howard and Howard,WI,0,0.00%
Presidential Electors for,Voluntown,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Voluntown,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Voluntown,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Voluntown,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Voluntown,Wells and Wells,WI,0,0.00%
Presidential Electors for,Voluntown,West and Tidball,WI,0,0.00%
Representative in Congress 02,Voluntown,Joe Courtney,D,634,42.78%
Representative in Congress 02,Voluntown,Justin Anderson,R,759,51.21%
Representative in Congress 02,Voluntown,Joe Courtney,WF,50,3.37%
Representative in Congress 02,Voluntown,Daniel Reale,LI,20,1.35%
Representative in Congress 02,Voluntown,Cassandra Martineau,G,19,1.28%
Representative in Congress 02,Voluntown,John M. Traceski,WI,0,0.00%
State Senator 18,Voluntown,Bob Statchen,D,435,29.33%
State Senator 18,Voluntown,Heather Somers,R,1010,68.11%
State Senator 18,Voluntown,Bob Statchen,IND,17,1.15%
State Senator 18,Voluntown,Bob Statchen,WF,21,1.42%
State Representative 45,Voluntown,Mark DePonte,D,529,35.43%
State Representative 45,Voluntown,Brian Lanoue,R,930,62.29%
State Representative 45,Voluntown,Daniel Reale,IND,34,2.28%
Registrar of Voters,Voluntown,Joyce A. Melgey,D,607,41.72%
Registrar of Voters,Voluntown,Belinda Wiese,R,848,58.28%
Presidential Electors for,Wallingford,Biden and Harris,D,13560,52.59%
Presidential Electors for,Wallingford,Trump and Pence,R,11831,45.88%
Presidential Electors for,Wallingford,Jorgensen and Cohen,LI,302,1.17%
Presidential Electors for,Wallingford,Hawkins and Walker,G,86,0.33%
Presidential Electors for,Wallingford,Carroll and Patel,WI,1,0.00%
Presidential Electors for,Wallingford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Wallingford,De La Fuenta and Richardson,WI,1,0.00%
Presidential Electors for,Wallingford,Howard and Howard,WI,0,0.00%
Presidential Electors for,Wallingford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Wallingford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Wallingford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Wallingford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Wallingford,Wells and Wells,WI,0,0.00%
Presidential Electors for,Wallingford,West and Tidball,WI,4,0.02%
Representative in Congress 03,Wallingford,Rosa L. DeLauro,D,12356,49.12%
Representative in Congress 03,Wallingford,Margaret Streicker,R,11752,46.72%
Representative in Congress 03,Wallingford,Margaret Streicker,IND,343,1.36%
Representative in Congress 03,Wallingford,Rosa L. DeLauro,WF,349,1.39%
Representative in Congress 03,Wallingford,Justin C. Paglino,G,353,1.40%
State Senator 34,Wallingford,April Capone,D,11555,46.43%
State Senator 34,Wallingford,Paul Cicarella,R,12526,50.33%
State Senator 34,Wallingford,Paul Cicarella,IND,476,1.91%
State Senator 34,Wallingford,April Capone,WF,329,1.32%
State Senator 34,Wallingford,David Bedell,WI,1,0.00%
State Representative 85,Wallingford,Mary Mushinsky,D,6057,51.15%
