office,town,candidate,party,votes,vote_percent
State Senator 35,Ashford,Dan Champagne,R,1175,47.47%
State Senator 35,Ashford,Lisa Thomas,IND,52,2.10%
State Senator 35,Ashford,Lisa Thomas,WF,53,2.14%
State Representative 53,Ashford,Pat Wilson Pheanious,D,1219,49.01%
State Representative 53,Ashford,Tammy Nuccio,R,1139,45.80%
State Representative 53,Ashford,Tammy Nuccio,IND,60,2.41%
State Representative 53,Ashford,Pat Wilson Pheanious,WF,69,2.77%
Registrar of Voters,Ashford,Lauren L. Olson,D,1293,52.97%
Registrar of Voters,Ashford,Colleen DePercio,R,1148,47.03%
Presidential Electors for,Avon,Biden and Harris,D,7299,60.89%
Presidential Electors for,Avon,Trump and Pence,R,4469,37.28%
Presidential Electors for,Avon,Jorgensen and Cohen,LI,169,1.41%
Presidential Electors for,Avon,Hawkins and Walker,G,49,0.41%
Presidential Electors for,Avon,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Avon,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Avon,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Avon,Howard and Howard,WI,0,0.00%
Presidential Electors for,Avon,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Avon,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Avon,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Avon,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Avon,Wells and Wells,WI,0,0.00%
Presidential Electors for,Avon,West and Tidball,WI,1,0.01%
Representative in Congress 05,Avon,Jahana Hayes,D,6633,55.91%
Representative in Congress 05,Avon,David X. Sullivan,R,4923,41.50%
Representative in Congress 05,Avon,Bruce W. Walczak,IND,143,1.21%
Representative in Congress 05,Avon,Jahana Hayes,WF,165,1.39%
State Senator 08,Avon,Melissa E. Osborne,D,5996,50.71%
State Senator 08,Avon,Kevin Witkos,R,5664,47.90%
State Senator 08,Avon,Keith James McConnell,IND,165,1.40%
State Representative 17,Avon,Eleni Kavros DeGraw,D,4511,52.59%
State Representative 17,Avon,Leslee Hill,R,3817,44.50%
State Representative 17,Avon,Leslee Hill,IND,119,1.39%
State Representative 17,Avon,Eleni Kavros DeGraw,WF,130,1.52%
State Representative 19,Avon,Tammy Exum,D,2138,100.00%
Registrar of Voters,Avon,Ann Clark,D,6631,57.05%
Registrar of Voters,Avon,Kerry Ladouceur,R,4992,42.95%
Presidential Electors for,Barkhamsted,Biden and Harris,D,1154,47.26%
Presidential Electors for,Barkhamsted,Trump and Pence,R,1228,50.29%
Presidential Electors for,Barkhamsted,Jorgensen and Cohen,LI,42,1.72%
Presidential Electors for,Barkhamsted,Hawkins and Walker,G,16,0.66%
Presidential Electors for,Barkhamsted,Carroll and Patel,WI,2,0.08%
Presidential Electors for,Barkhamsted,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Barkhamsted,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Barkhamsted,Howard and Howard,WI,0,0.00%
Presidential Electors for,Barkhamsted,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Barkhamsted,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Barkhamsted,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Barkhamsted,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Barkhamsted,Wells and Wells,WI,0,0.00%
Presidential Electors for,Barkhamsted,West and Tidball,WI,0,0.00%
Representative in Congress 01,Barkhamsted,John B. Larson,D,1085,45.63%
Representative in Congress 01,Barkhamsted,Mary Fay,R,1207,50.76%
Representative in Congress 01,Barkhamsted,John B. Larson,WF,50,2.10%
Representative in Congress 01,Barkhamsted,Thomas E. McCormick,G,36,1.51%
State Senator 08,Barkhamsted,Melissa E. Osborne,D,959,39.93%
State Senator 08,Barkhamsted,Kevin Witkos,R,1396,58.12%
State Senator 08,Barkhamsted,Keith James McConnell,IND,47,1.96%
State Representative 62,Barkhamsted,Audrey Lampert,D,971,40.71%
State Representative 62,Barkhamsted,Mark W. Anderson,R,1341,56.23%
State Representative 62,Barkhamsted,Mark W. Anderson,IND,73,3.06%
Registrar of Voters,Barkhamsted,Karen Martin,D,1041,44.13%
Registrar of Voters,Barkhamsted,Susan Day,R,1318,55.87%
Presidential Electors for,Beacon Falls,Biden and Harris,D,1543,40.57%
Presidential Electors for,Beacon Falls,Trump and Pence,R,2191,57.61%
Presidential Electors for,Beacon Falls,Jorgensen and Cohen,LI,57,1.50%
Presidential Electors for,Beacon Falls,Hawkins and Walker,G,12,0.32%
Presidential Electors for,Beacon Falls,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Beacon Falls,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Beacon Falls,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Beacon Falls,Howard and Howard,WI,0,0.00%
Presidential Electors for,Beacon Falls,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Beacon Falls,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Beacon Falls,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Beacon Falls,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Beacon Falls,Wells and Wells,WI,0,0.00%
Presidential Electors for,Beacon Falls,West and Tidball,WI,0,0.00%
Representative in Congress 03,Beacon Falls,Rosa L. DeLauro,D,1382,37.47%
Representative in Congress 03,Beacon Falls,Margaret Streicker,R,2078,56.34%
Representative in Congress 03,Beacon Falls,Margaret Streicker,IND,87,2.36%
Representative in Congress 03,Beacon Falls,Rosa L. DeLauro,WF,71,1.93%
Representative in Congress 03,Beacon Falls,Justin C. Paglino,G,70,1.90%
State Senator 17,Beacon Falls,Jorge Cabrera,D,1146,30.85%
State Senator 17,Beacon Falls,George Logan,R,2370,63.80%
State Senator 17,Beacon Falls,George Logan,IND,132,3.55%
State Senator 17,Beacon Falls,Jorge Cabrera,WF,67,1.80%
State Representative 105,Beacon Falls,Christopher E.  Bowen,D,1157,31.58%
State Representative 105,Beacon Falls,Nicole Klarides-Ditria,R,2507,68.42%
Registrar of Voters,Beacon Falls,Katherine G. Grace,D,1426,39.40%
Registrar of Voters,Beacon Falls,Jessica A. Krenesky,R,2193,60.60%
Presidential Electors for,Berlin,Biden and Harris,D,6008,46.67%
Presidential Electors for,Berlin,Trump and Pence,R,6687,51.95%
Presidential Electors for,Berlin,Jorgensen and Cohen,LI,136,1.06%
Presidential Electors for,Berlin,Hawkins and Walker,G,41,0.32%
Presidential Electors for,Berlin,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Berlin,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Berlin,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Berlin,Howard and Howard,WI,0,0.00%
Presidential Electors for,Berlin,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Berlin,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Berlin,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Berlin,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Berlin,Wells and Wells,WI,0,0.00%
Presidential Electors for,Berlin,West and Tidball,WI,1,0.01%
Representative in Congress 01,Berlin,John B. Larson,D,5756,46.38%
Representative in Congress 01,Berlin,Mary Fay,R,6261,50.45%
Representative in Congress 01,Berlin,John B. Larson,WF,270,2.18%
Representative in Congress 01,Berlin,Thomas E. McCormick,G,123,0.99%
State Senator 06,Berlin,Rick Lopes,D,4767,38.53%
State Senator 06,Berlin,Gennaro Bizzarro,R,7435,60.10%
State Senator 06,Berlin,Rick Lopes,WF,169,1.37%
State Representative 30,Berlin,JoAnn Angelico-Stetson,D,3759,42.18%
State Representative 30,Berlin,Donna Veach,R,4991,56.00%
State Representative 30,Berlin,JoAnn Angelico-Stetson,WF,162,1.82%
State Representative 83,Berlin,Catherine Abercrombie,D,1430,40.86%
State Representative 83,Berlin,Lou Arata,R,2006,57.31%
State Representative 83,Berlin,Lou Arata,IND,64,1.83%
Registrar of Voters,Berlin,Christy Miano,D,5449,45.21%
Registrar of Voters,Berlin,Joan Veley,R,6604,54.79%
Board of Education,Berlin,Kari A. Sassu,NonP,4971,50.57%
Board of Education,Berlin,Timothy J. Oakes,NonP,4859,49.43%
Presidential Electors for,Bethany,Biden and Harris,D,1912,51.70%
Presidential Electors for,Bethany,Trump and Pence,R,1718,46.46%
Presidential Electors for,Bethany,Jorgensen and Cohen,LI,46,1.24%
Presidential Electors for,Bethany,Hawkins and Walker,G,22,0.59%
Presidential Electors for,Bethany,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Bethany,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bethany,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bethany,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bethany,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bethany,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bethany,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bethany,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bethany,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bethany,West and Tidball,WI,0,0.00%
Representative in Congress 03,Bethany,Rosa L. DeLauro,D,1715,46.58%
Representative in Congress 03,Bethany,Margaret Streicker,R,1743,47.34%
Representative in Congress 03,Bethany,Margaret Streicker,IND,92,2.50%
Representative in Congress 03,Bethany,Rosa L. DeLauro,WF,78,2.12%
Representative in Congress 03,Bethany,Justin C. Paglino,G,54,1.47%
State Senator 17,Bethany,Jorge Cabrera,D,1489,40.64%
State Senator 17,Bethany,George Logan,R,1959,53.47%
State Senator 17,Bethany,George Logan,IND,124,3.38%
State Senator 17,Bethany,Jorge Cabrera,WF,92,2.51%
State Representative 89,Bethany,E.J. Maher,D,1598,43.67%
State Representative 89,Bethany,Lezlye W. Zupkus,R,1925,52.61%
State Representative 89,Bethany,Lezlye W. Zupkus,IND,136,3.72%
Presidential Electors for,Bethel,Biden and Harris,D,6270,56.12%
Presidential Electors for,Bethel,Trump and Pence,R,4734,42.37%
Presidential Electors for,Bethel,Jorgensen and Cohen,LI,114,1.02%
Presidential Electors for,Bethel,Hawkins and Walker,G,51,0.46%
Presidential Electors for,Bethel,Carroll and Patel,WI,2,0.02%
Presidential Electors for,Bethel,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bethel,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bethel,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bethel,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bethel,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bethel,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bethel,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bethel,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bethel,West and Tidball,WI,1,0.01%
Representative in Congress 05,Bethel,Jahana Hayes,D,5779,53.07%
Representative in Congress 05,Bethel,David X. Sullivan,R,4670,42.88%
Representative in Congress 05,Bethel,Bruce W. Walczak,IND,158,1.45%
Representative in Congress 05,Bethel,Jahana Hayes,WF,283,2.60%
State Senator 24,Bethel,Julie Kushner,D,1465,48.98%
State Senator 24,Bethel,Susan Chapman,R,1408,47.07%
State Senator 24,Bethel,Susan Chapman,IND,57,1.91%
State Senator 24,Bethel,Julie Kushner,WF,61,2.04%
State Senator 26,Bethel,Will Haskell,D,4203,53.60%
State Senator 26,Bethel,Kim Healy,R,3422,43.64%
State Senator 26,Bethel,Kim Healy,IND,217,2.77%
State Representative 02,Bethel,Raghib Allie-Brennan,D,3490,49.82%
State Representative 02,Bethel,Dan Carter,R,3157,45.07%
State Representative 02,Bethel,Dan Carter,IND,182,2.60%
State Representative 02,Bethel,Raghib Allie-Brennan,WF,176,2.51%
State Representative 107,Bethel,Kerri Colombo,D,1893,48.48%
State Representative 107,Bethel,Stephen G. Harding,R,1821,46.63%
State Representative 107,Bethel,Stephen G. Harding,IND,99,2.54%
State Representative 107,Bethel,Kerri Colombo,WF,92,2.36%
Registrar of Voters,Bethel,Wendy Cahill,D,5834,54.69%
Registrar of Voters,Bethel,Timothy Beeble,R,4834,45.31%
Presidential Electors for,Bethlehem,Biden and Harris,D,937,39.59%
Presidential Electors for,Bethlehem,Trump and Pence,R,1393,58.85%
Presidential Electors for,Bethlehem,Jorgensen and Cohen,LI,21,0.89%
Presidential Electors for,Bethlehem,Hawkins and Walker,G,15,0.63%
Presidential Electors for,Bethlehem,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Bethlehem,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bethlehem,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bethlehem,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bethlehem,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bethlehem,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bethlehem,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bethlehem,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bethlehem,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bethlehem,West and Tidball,WI,1,0.04%
Representative in Congress 05,Bethlehem,Jahana Hayes,D,897,38.70%
Representative in Congress 05,Bethlehem,David X. Sullivan,R,1342,57.89%
Representative in Congress 05,Bethlehem,Bruce W. Walczak,IND,33,1.42%
Representative in Congress 05,Bethlehem,Jahana Hayes,WF,46,1.98%
State Senator 32,Bethlehem,Jeffrey Desmarais,D,884,38.48%
State Senator 32,Bethlehem,Eric C. Berthel,R,1413,61.52%
State Representative 66,Bethlehem,Matthew D. Dyer,D,812,35.41%
State Representative 66,Bethlehem,David T. Wilson,R,1396,60.88%
State Representative 66,Bethlehem,David T. Wilson,IND,54,2.35%
State Representative 66,Bethlehem,Matthew D. Dyer,WF,31,1.35%
Registrar of Voters,Bethlehem,Anne Marie Mastroianni,D,898,39.46%
Registrar of Voters,Bethlehem,Melissa J. Russell,R,1378,60.54%
Presidential Electors for,Bloomfield,Biden and Harris,D,11007,85.85%
Presidential Electors for,Bloomfield,Trump and Pence,R,1698,13.24%
Presidential Electors for,Bloomfield,Jorgensen and Cohen,LI,78,0.61%
Presidential Electors for,Bloomfield,Hawkins and Walker,G,34,0.27%
Presidential Electors for,Bloomfield,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Bloomfield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bloomfield,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bloomfield,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bloomfield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bloomfield,Simmons and Roze,WI,1,0.01%
Presidential Electors for,Bloomfield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bloomfield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bloomfield,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bloomfield,West and Tidball,WI,2,0.02%
Representative in Congress 01,Bloomfield,John B. Larson,D,10249,82.87%
Representative in Congress 01,Bloomfield,Mary Fay,R,1666,13.47%
Representative in Congress 01,Bloomfield,John B. Larson,WF,295,2.39%
Representative in Congress 01,Bloomfield,Thomas E. McCormick,G,158,1.28%
State Senator 02,Bloomfield,Douglas McCrory,D,8922,100.00%
State Senator 05,Bloomfield,Derek Slap,D,1622,72.12%
State Senator 05,Bloomfield,Phillip Chabot,R,568,25.26%
State Senator 05,Bloomfield,Joelle Nawrocki,IND,59,2.62%
State Representative 15,Bloomfield,Bobby Gibson,D,9663,85.84%
State Representative 15,Bloomfield,Bobby Gibson,WF,407,3.62%
State Representative 15,Bloomfield,Danielle Cecil Wong,PC,1187,10.54%
Registrar of Voters,Bloomfield,Sharon Dexler,D,10052,84.41%
Registrar of Voters,Bloomfield,Robert W. Ike,R,1856,15.59%
Presidential Electors for,Bolton,Biden and Harris,D,1727,52.52%
Presidential Electors for,Bolton,Trump and Pence,R,1482,45.07%
Presidential Electors for,Bolton,Jorgensen and Cohen,LI,54,1.64%
Presidential Electors for,Bolton,Hawkins and Walker,G,23,0.70%
Presidential Electors for,Bolton,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Bolton,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bolton,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bolton,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bolton,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bolton,Simmons and Roze,WI,2,0.06%
Presidential Electors for,Bolton,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bolton,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bolton,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bolton,West and Tidball,WI,0,0.00%
Representative in Congress 02,Bolton,Joe Courtney,D,1680,52.39%
Representative in Congress 02,Bolton,Justin Anderson,R,1359,42.38%
Representative in Congress 02,Bolton,Joe Courtney,WF,81,2.53%
Representative in Congress 02,Bolton,Daniel Reale,LI,40,1.25%
Representative in Congress 02,Bolton,Cassandra Martineau,G,47,1.47%
Representative in Congress 02,Bolton,John M. Traceski,WI,0,0.00%
State Senator 04,Bolton,Steve Cassano,D,1415,44.11%
State Senator 04,Bolton,Matthew M. Corey,R,1580,49.25%
State Senator 04,Bolton,Harold S. Harris,IND,40,1.25%
State Senator 04,Bolton,Steve Cassano,WF,64,2.00%
State Senator 04,Bolton,Kelly Elizabeth Green,RECP,109,3.40%
State Representative 55,Bolton,John Collins,D,1443,45.26%
State Representative 55,Bolton,Robin Green,R,1695,53.17%
State Representative 55,Bolton,"Salvatore V. Sena, Jr.",PC,50,1.57%
Registrar of Voters,Bolton,James Dwire,D,1497,47.74%
Registrar of Voters,Bolton,Bernice Kurys Dixon,R,1639,52.26%
Presidential Electors for,Bozrah,Biden and Harris,D,703,45.41%
Presidential Electors for,Bozrah,Trump and Pence,R,817,52.78%
Presidential Electors for,Bozrah,Jorgensen and Cohen,LI,23,1.49%
Presidential Electors for,Bozrah,Hawkins and Walker,G,5,0.32%
Presidential Electors for,Bozrah,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Bozrah,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bozrah,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bozrah,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bozrah,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bozrah,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bozrah,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bozrah,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bozrah,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bozrah,West and Tidball,WI,0,0.00%
Representative in Congress 02,Bozrah,Joe Courtney,D,774,50.95%
Representative in Congress 02,Bozrah,Justin Anderson,R,648,42.66%
Representative in Congress 02,Bozrah,Joe Courtney,WF,59,3.88%
Representative in Congress 02,Bozrah,Daniel Reale,LI,15,0.99%
Representative in Congress 02,Bozrah,Cassandra Martineau,G,23,1.51%
Representative in Congress 02,Bozrah,John M. Traceski,WI,0,0.00%
State Senator 20,Bozrah,Martha Marx,D,565,37.69%
State Senator 20,Bozrah,Paul M. Formica,R,873,58.24%
State Senator 20,Bozrah,Joseph Taraya,IND,33,2.20%
State Senator 20,Bozrah,Martha Marx,WF,28,1.87%
State Representative 139,Bozrah,Kevin Ryan,D,653,43.27%
State Representative 139,Bozrah,Caleb Espinosa,R,770,51.03%
State Representative 139,Bozrah,Caleb Espinosa,IND,42,2.78%
State Representative 139,Bozrah,Kevin Ryan,WF,44,2.92%
Presidential Electors for,Branford,Biden and Harris,D,10562,58.96%
Presidential Electors for,Branford,Trump and Pence,R,7098,39.62%
Presidential Electors for,Branford,Jorgensen and Cohen,LI,178,0.99%
Presidential Electors for,Branford,Hawkins and Walker,G,68,0.38%
Presidential Electors for,Branford,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Branford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Branford,De La Fuenta and Richardson,WI,1,0.01%
Presidential Electors for,Branford,Howard and Howard,WI,0,0.00%
Presidential Electors for,Branford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Branford,Simmons and Roze,WI,1,0.01%
Presidential Electors for,Branford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Branford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Branford,Wells and Wells,WI,0,0.00%
Presidential Electors for,Branford,West and Tidball,WI,4,0.02%
Representative in Congress 03,Branford,Rosa L. DeLauro,D,9681,54.85%
Representative in Congress 03,Branford,Margaret Streicker,R,7043,39.90%
Representative in Congress 03,Branford,Margaret Streicker,IND,290,1.64%
Representative in Congress 03,Branford,Rosa L. DeLauro,WF,360,2.04%
Representative in Congress 03,Branford,Justin C. Paglino,G,276,1.56%
State Senator 12,Branford,Christine Cohen,D,9759,55.74%
State Senator 12,Branford,Joe LaPorta,R,7104,40.57%
State Senator 12,Branford,Christine Cohen,IND,331,1.89%
State Senator 12,Branford,Christine Cohen,WF,315,1.80%
State Representative 98,Branford,Sean Scanlon,D,2243,89.61%
State Representative 98,Branford,Sean Scanlon,WF,260,10.39%
State Representative 102,Branford,Robin Comey,D,7770,55.39%
State Representative 102,Branford,Marc Riccio,R,5687,40.54%
State Representative 102,Branford,Marc Riccio,IND,245,1.75%
State Representative 102,Branford,Robin Comey,WF,327,2.33%
Registrar of Voters,Branford,Dan Hally,D,9911,57.98%
Registrar of Voters,Branford,Darren Lawler,R,7182,42.02%
Presidential Electors for,Bridgeport,Biden and Harris,D,33515,79.44%
Presidential Electors for,Bridgeport,Trump and Pence,R,8269,19.60%
Presidential Electors for,Bridgeport,Jorgensen and Cohen,LI,200,0.47%
Presidential Electors for,Bridgeport,Hawkins and Walker,G,153,0.36%
Presidential Electors for,Bridgeport,Carroll and Patel,WI,45,0.11%
Presidential Electors for,Bridgeport,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bridgeport,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bridgeport,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bridgeport,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bridgeport,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bridgeport,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bridgeport,Weinstein and Weinstein,WI,1,0.00%
Presidential Electors for,Bridgeport,Wells and Wells,WI,2,0.00%
Presidential Electors for,Bridgeport,West and Tidball,WI,3,0.01%
Representative in Congress 04,Bridgeport,Jim Himes,D,32173,80.80%
Representative in Congress 04,Bridgeport,Jonathan Riddle,R,6940,17.43%
Representative in Congress 04,Bridgeport,Brian Merlen,IND,698,1.75%
Representative in Congress 04,Bridgeport,Yusheng Peng,WI,8,0.02%
State Senator 22,Bridgeport,Marilyn Moore,D,13859,75.81%
State Senator 22,Bridgeport,Steven S. Choi,R,4071,22.27%
State Senator 22,Bridgeport,Stephen Dincher,IND,342,1.87%
State Senator 22,Bridgeport,Devon Brown,WI,9,0.05%
State Senator 23,Bridgeport,Dennis Bradley,D,17754,83.86%
State Senator 23,Bridgeport,Josiah Israel,R,3416,16.14%
State Representative 124,Bridgeport,Andre F. Baker,D,5337,82.78%
State Representative 124,Bridgeport,Jasmin Sanchez,R,961,14.91%
State Representative 124,Bridgeport,Wilfredo Martinez,IND,149,2.31%
State Representative 126,Bridgeport,Charlie Stallworth,D,7254,82.53%
State Representative 126,Bridgeport,"Lee V. Grisby, II",R,1535,17.47%
State Representative 127,Bridgeport,John (Jack) F. Hennessy,D,5523,73.32%
State Representative 127,Bridgeport,Peter Perillo,R,1848,24.53%
State Representative 127,Bridgeport,"Robert T. Keeley, Jr.",PC,162,2.15%
State Representative 128,Bridgeport,Christopher Rosario,D,3359,79.79%
State Representative 128,Bridgeport,"Ethan Book, Jr.",R,691,16.41%
State Representative 128,Bridgeport,"Ethan Book, Jr.",IND,101,2.40%
State Representative 128,Bridgeport,Wanda R. Simmons,PC,59,1.40%
State Representative 129,Bridgeport,Steven Stafstrom,D,5690,77.08%
State Representative 129,Bridgeport,Helene S. Kouassi,R,1502,20.35%
State Representative 129,Bridgeport,Robert E. Halstead,PC,190,2.57%
State Representative 130,Bridgeport,Antonio Felipe,D,4490,85.36%
State Representative 130,Bridgeport,Terrence A. Sullivan,R,770,14.64%
Registrar of Voters,Bridgeport,Patricia A. Howard,D,31110,80.07%
Registrar of Voters,Bridgeport,Linda A. Grace,R,7745,19.93%
Presidential Electors for,Bridgewater,Biden and Harris,D,667,54.10%
Presidential Electors for,Bridgewater,Trump and Pence,R,549,44.53%
Presidential Electors for,Bridgewater,Jorgensen and Cohen,LI,10,0.81%
Presidential Electors for,Bridgewater,Hawkins and Walker,G,7,0.57%
Presidential Electors for,Bridgewater,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Bridgewater,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bridgewater,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bridgewater,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bridgewater,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bridgewater,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Bridgewater,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Bridgewater,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bridgewater,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bridgewater,West and Tidball,WI,0,0.00%
Representative in Congress 05,Bridgewater,Jahana Hayes,D,619,51.45%
Representative in Congress 05,Bridgewater,David X. Sullivan,R,555,46.13%
Representative in Congress 05,Bridgewater,Bruce W. Walczak,IND,14,1.16%
Representative in Congress 05,Bridgewater,Jahana Hayes,WF,15,1.25%
State Senator 32,Bridgewater,Jeffrey Desmarais,D,607,50.84%
State Senator 32,Bridgewater,Eric C. Berthel,R,587,49.16%
State Representative 69,Bridgewater,Michele Zommer,D,593,49.83%
State Representative 69,Bridgewater,Cindy Harrison,R,597,50.17%
Presidential Electors for,Bristol,Biden and Harris,D,15462,51.89%
Presidential Electors for,Bristol,Trump and Pence,R,13834,46.42%
Presidential Electors for,Bristol,Jorgensen and Cohen,LI,357,1.20%
Presidential Electors for,Bristol,Hawkins and Walker,G,121,0.41%
Presidential Electors for,Bristol,Carroll and Patel,WI,17,0.06%
Presidential Electors for,Bristol,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Bristol,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Bristol,Howard and Howard,WI,0,0.00%
Presidential Electors for,Bristol,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Bristol,Simmons and Roze,WI,2,0.01%
Presidential Electors for,Bristol,Simmons and Dow,WI,1,0.00%
Presidential Electors for,Bristol,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Bristol,Wells and Wells,WI,0,0.00%
Presidential Electors for,Bristol,West and Tidball,WI,5,0.02%
Representative in Congress 01,Bristol,John B. Larson,D,15029,51.93%
Representative in Congress 01,Bristol,Mary Fay,R,12795,44.21%
Representative in Congress 01,Bristol,John B. Larson,WF,744,2.57%
Representative in Congress 01,Bristol,Thomas E. McCormick,G,371,1.28%
State Senator 31,Bristol,Mary B. Fortier,D,13671,47.05%
State Senator 31,Bristol,Henri Martin,R,14484,49.85%
State Senator 31,Bristol,Henri Martin,IND,902,3.10%
State Representative 77,Bristol,Andrew M. Rasmussen-Tuller,D,5788,47.07%
State Representative 77,Bristol,Cara Pavalock-D'Amato,R,6079,49.43%
State Representative 77,Bristol,Cara Pavalock-D'Amato,IND,430,3.50%
State Representative 78,Bristol,Whit Betts,R,3927,73.59%
