office,town,candidate,party,votes,vote_percent
United States Senator,Harwinton,Robert Finley Hyde,CGG,28,0.78%
United States Senator,Harwinton,John Flynn,WI,0,0.00%
Representative in Congress 5,Harwinton,Jahana Hayes,D,1339,36.10%
Representative in Congress 5,Harwinton,George Logan,R,2288,61.69%
Representative in Congress 5,Harwinton,Jahana Hayes,WF,82,2.21%
Representative in Congress 5,Harwinton,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Harwinton,Bertram Ferguson,WI,0,0.00%
State Senator 8,Harwinton,Paul Honig,D,768,35.57%
State Senator 8,Harwinton,Lisa Seminara,R,1301,60.26%
State Senator 8,Harwinton,Paul Honig,WF,60,2.78%
State Senator 8,Harwinton,Lisa Seminara,IND,30,1.39%
State Senator 31,Harwinton,Henri Martin,R,1130,100.00%
State Representative 76,Harwinton,Stephen Simonin,D,1139,31.05%
State Representative 76,Harwinton,John Piscopo,R,2529,68.95%
Registrar of Voters,Harwinton,Candace Crawford,D,1297,35.91%
Registrar of Voters,Harwinton,Deborah Shea,R,2315,64.09%
Presidential Electors for,Hebron,Harris and Walz,D,3253,52.94%
Presidential Electors for,Hebron,Trump and Vance,R,2795,45.48%
Presidential Electors for,Hebron,Stein and Ware,G,36,0.59%
Presidential Electors for,Hebron,Oliver and ter Maat,LI,23,0.37%
Presidential Electors for,Hebron,"Kennedy, Jr. and Shanahan",PC,37,0.60%
Presidential Electors for,Hebron,De la Cruz and Garcia,WI,1,0.02%
Presidential Electors for,Hebron,Fox and McVay,WI,0,0.00%
Presidential Electors for,Hebron,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Hebron,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Hebron,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Hebron,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Hebron,West and Abdullah,WI,0,0.00%
United States Senator,Hebron,Christopher S. Murphy,D,3093,51.05%
United States Senator,Hebron,Matthew M. Corey,R,2740,45.22%
United States Senator,Hebron,Christopher S. Murphy,WF,157,2.59%
United States Senator,Hebron,Justin C. Paglino,G,44,0.73%
United States Senator,Hebron,Robert Finley Hyde,CGG,25,0.41%
United States Senator,Hebron,John Flynn,WI,0,0.00%
Representative in Congress 2,Hebron,Joe Courtney,D,3400,56.23%
Representative in Congress 2,Hebron,Mike France,R,2647,43.77%
Representative in Congress 2,Hebron,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Hebron,Jeffery Russell,WI,0,0.00%
State Senator 19,Hebron,Catherine A. Osten,D,3048,51.20%
State Senator 19,Hebron,Jason Guidone,R,2691,45.20%
State Senator 19,Hebron,Catherine A. Osten,WF,115,1.93%
State Senator 19,Hebron,Catherine A. Osten,IND,99,1.66%
State Representative 55,Hebron,Amanda Veneziano,D,2496,41.28%
State Representative 55,Hebron,Steve Weir,R,3386,56.00%
State Representative 55,Hebron,Amanda Veneziano,WF,90,1.49%
State Representative 55,Hebron,Amanda Veneziano,IND,74,1.22%
Registrar of Voters,Hebron,Elizabeth Fitzgerald,D,3124,52.91%
Registrar of Voters,Hebron,Michele May,R,2780,47.09%
Presidential Electors for,Kent,Harris and Walz,D,1252,66.52%
Presidential Electors for,Kent,Trump and Vance,R,592,31.46%
Presidential Electors for,Kent,Stein and Ware,G,17,0.90%
Presidential Electors for,Kent,Oliver and ter Maat,LI,6,0.32%
Presidential Electors for,Kent,"Kennedy, Jr. and Shanahan",PC,14,0.74%
Presidential Electors for,Kent,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Kent,Fox and McVay,WI,0,0.00%
Presidential Electors for,Kent,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Kent,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Kent,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Kent,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Kent,West and Abdullah,WI,1,0.05%
United States Senator,Kent,Christopher S. Murphy,D,1221,66.07%
United States Senator,Kent,Matthew M. Corey,R,557,30.14%
United States Senator,Kent,Christopher S. Murphy,WF,50,2.71%
United States Senator,Kent,Justin C. Paglino,G,14,0.76%
United States Senator,Kent,Robert Finley Hyde,CGG,6,0.32%
United States Senator,Kent,John Flynn,WI,0,0.00%
Representative in Congress 5,Kent,Jahana Hayes,D,1186,64.39%
Representative in Congress 5,Kent,George Logan,R,616,33.44%
Representative in Congress 5,Kent,Jahana Hayes,WF,40,2.17%
Representative in Congress 5,Kent,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Kent,Bertram Ferguson,WI,0,0.00%
State Senator 30,Kent,Justin Potter,D,1229,67.42%
State Senator 30,Kent,Stephen G. Harding,R,571,31.32%
State Senator 30,Kent,Stephen G. Harding,IND,23,1.26%
State Representative 64,Kent,Maria Horn,D,1187,65.44%
State Representative 64,Kent,Barbara L. Breor,R,570,31.42%
State Representative 64,Kent,Maria Horn,WF,31,1.71%
State Representative 64,Kent,Maria Horn,IND,26,1.43%
Registrar of Voters,Kent,Therese Duncan,D,1197,67.06%
Registrar of Voters,Kent,Sal Lilienthal,R,588,32.94%
Presidential Electors for,Killingly,Harris and Walz,D,3282,39.45%
Presidential Electors for,Killingly,Trump and Vance,R,4915,59.07%
Presidential Electors for,Killingly,Stein and Ware,G,46,0.55%
Presidential Electors for,Killingly,Oliver and ter Maat,LI,39,0.47%
Presidential Electors for,Killingly,"Kennedy, Jr. and Shanahan",PC,37,0.44%
Presidential Electors for,Killingly,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Killingly,Fox and McVay,WI,0,0.00%
Presidential Electors for,Killingly,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Killingly,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Killingly,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Killingly,Sonski and Onak,WI,1,0.01%
Presidential Electors for,Killingly,West and Abdullah,WI,0,0.00%
United States Senator,Killingly,Christopher S. Murphy,D,3183,39.99%
United States Senator,Killingly,Matthew M. Corey,R,4277,53.73%
United States Senator,Killingly,Christopher S. Murphy,WF,309,3.88%
United States Senator,Killingly,Justin C. Paglino,G,58,0.73%
United States Senator,Killingly,Robert Finley Hyde,CGG,133,1.67%
United States Senator,Killingly,John Flynn,WI,0,0.00%
Representative in Congress 2,Killingly,Joe Courtney,D,3662,46.14%
Representative in Congress 2,Killingly,Mike France,R,4274,53.86%
Representative in Congress 2,Killingly,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Killingly,Jeffery Russell,WI,0,0.00%
State Senator 29,Killingly,Mae Flexer,D,2915,36.47%
State Senator 29,Killingly,Chris Reddy,R,4724,59.10%
State Senator 29,Killingly,Mae Flexer,WF,153,1.91%
State Senator 29,Killingly,Mae Flexer,IND,95,1.19%
State Senator 29,Killingly,Alice Leibowitz,G,106,1.33%
State Representative 44,Killingly,Samantha Derenthal,D,1845,36.93%
State Representative 44,Killingly,Anne Dubay Dauphinais,R,3010,60.25%
State Representative 44,Killingly,Samantha Derenthal,IND,141,2.82%
State Representative 51,Killingly,Renee LaPalme Waldron,D,1035,35.30%
State Representative 51,Killingly,Chris Stewart,R,1794,61.19%
State Representative 51,Killingly,Renee LaPalme Waldron,WF,59,2.01%
State Representative 51,Killingly,Renee LaPalme Waldron,IND,44,1.50%
Registrar of Voters,Killingly,Janice Thurlow,D,3241,41.80%
Registrar of Voters,Killingly,Pamela Greenhalgh,R,4513,58.20%
Presidential Electors for,Killingworth,Harris and Walz,D,2270,51.52%
Presidential Electors for,Killingworth,Trump and Vance,R,2061,46.78%
Presidential Electors for,Killingworth,Stein and Ware,G,30,0.68%
Presidential Electors for,Killingworth,Oliver and ter Maat,LI,20,0.45%
Presidential Electors for,Killingworth,"Kennedy, Jr. and Shanahan",PC,23,0.52%
Presidential Electors for,Killingworth,De la Cruz and Garcia,WI,1,0.02%
Presidential Electors for,Killingworth,Fox and McVay,WI,0,0.00%
Presidential Electors for,Killingworth,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Killingworth,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Killingworth,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Killingworth,Sonski and Onak,WI,1,0.02%
Presidential Electors for,Killingworth,West and Abdullah,WI,0,0.00%
United States Senator,Killingworth,Christopher S. Murphy,D,2181,50.70%
United States Senator,Killingworth,Matthew M. Corey,R,1977,45.96%
United States Senator,Killingworth,Christopher S. Murphy,WF,90,2.09%
United States Senator,Killingworth,Justin C. Paglino,G,32,0.74%
United States Senator,Killingworth,Robert Finley Hyde,CGG,22,0.51%
United States Senator,Killingworth,John Flynn,WI,0,0.00%
Representative in Congress 2,Killingworth,Joe Courtney,D,2324,54.26%
Representative in Congress 2,Killingworth,Mike France,R,1959,45.74%
Representative in Congress 2,Killingworth,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Killingworth,Jeffery Russell,WI,0,0.00%
State Senator 12,Killingworth,Christine Cohen,D,2099,48.89%
State Senator 12,Killingworth,Paul Crisci,R,2084,48.54%
State Senator 12,Killingworth,Christine Cohen,WF,58,1.35%
State Senator 12,Killingworth,Christine Cohen,IND,52,1.21%
State Representative 35,Killingworth,Cinzia Lettieri,D,2068,48.28%
State Representative 35,Killingworth,Chris Aniskovich,R,2085,48.68%
State Representative 35,Killingworth,Cinzia Lettieri,WF,74,1.73%
State Representative 35,Killingworth,Chris Aniskovich,IND,56,1.31%
Registrar of Voters,Killingworth,Nancy J. McCormick,D,2629,99.32%
Registrar of Voters,Killingworth,Amy Roberts-Perry,WI,18,0.68%
Presidential Electors for,Lebanon,Harris and Walz,D,2009,45.49%
Presidential Electors for,Lebanon,Trump and Vance,R,2381,53.92%
Presidential Electors for,Lebanon,Stein and Ware,G,8,0.18%
Presidential Electors for,Lebanon,Oliver and ter Maat,LI,10,0.23%
Presidential Electors for,Lebanon,"Kennedy, Jr. and Shanahan",PC,8,0.18%
Presidential Electors for,Lebanon,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Lebanon,Fox and McVay,WI,0,0.00%
Presidential Electors for,Lebanon,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Lebanon,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Lebanon,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Lebanon,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Lebanon,West and Abdullah,WI,0,0.00%
United States Senator,Lebanon,Christopher S. Murphy,D,1936,44.24%
United States Senator,Lebanon,Matthew M. Corey,R,2227,50.89%
United States Senator,Lebanon,Christopher S. Murphy,WF,133,3.04%
United States Senator,Lebanon,Justin C. Paglino,G,33,0.75%
United States Senator,Lebanon,Robert Finley Hyde,CGG,47,1.07%
United States Senator,Lebanon,John Flynn,WI,0,0.00%
Representative in Congress 2,Lebanon,Joe Courtney,D,2246,51.20%
Representative in Congress 2,Lebanon,Mike France,R,2141,48.80%
Representative in Congress 2,Lebanon,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Lebanon,Jeffery Russell,WI,0,0.00%
State Senator 19,Lebanon,Catherine A. Osten,D,1960,44.79%
State Senator 19,Lebanon,Jason Guidone,R,2243,51.26%
State Senator 19,Lebanon,Catherine A. Osten,WF,111,2.54%
State Senator 19,Lebanon,Catherine A. Osten,IND,62,1.42%
State Representative 8,Lebanon,Nancy Hammarstrom,D,606,39.15%
State Representative 8,Lebanon,Timothy Ackert,R,905,58.46%
State Representative 8,Lebanon,Nancy Hammarstrom,WF,37,2.39%
State Representative 48,Lebanon,Christopher Rivers,D,1095,39.07%
State Representative 48,Lebanon,Mark DeCaprio,R,1633,58.26%
State Representative 48,Lebanon,Christopher Rivers,WF,48,1.71%
State Representative 48,Lebanon,Lance Lusignan,IND,27,0.96%
Judge of Probate 28 To Fill Vacancy,Lebanon,George A. Baker,D,1849,43.13%
Judge of Probate 28 To Fill Vacancy,Lebanon,Douglas T. Stearns,R,2438,56.87%
Presidential Electors for,Ledyard,Harris and Walz,D,3564,55.73%
Presidential Electors for,Ledyard,Trump and Vance,R,2715,42.46%
Presidential Electors for,Ledyard,Stein and Ware,G,42,0.66%
Presidential Electors for,Ledyard,Oliver and ter Maat,LI,36,0.56%
Presidential Electors for,Ledyard,"Kennedy, Jr. and Shanahan",PC,33,0.52%
Presidential Electors for,Ledyard,De la Cruz and Garcia,WI,1,0.02%
Presidential Electors for,Ledyard,Fox and McVay,WI,0,0.00%
Presidential Electors for,Ledyard,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Ledyard,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Ledyard,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Ledyard,Sonski and Onak,WI,3,0.05%
Presidential Electors for,Ledyard,West and Abdullah,WI,1,0.02%
United States Senator,Ledyard,Christopher S. Murphy,D,3386,54.66%
United States Senator,Ledyard,Matthew M. Corey,R,2477,39.98%
United States Senator,Ledyard,Christopher S. Murphy,WF,210,3.39%
United States Senator,Ledyard,Justin C. Paglino,G,55,0.89%
United States Senator,Ledyard,Robert Finley Hyde,CGG,67,1.08%
United States Senator,Ledyard,John Flynn,WI,0,0.00%
Representative in Congress 2,Ledyard,Joe Courtney,D,3708,59.42%
Representative in Congress 2,Ledyard,Mike France,R,2532,40.58%
Representative in Congress 2,Ledyard,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Ledyard,Jeffery Russell,WI,0,0.00%
State Senator 19,Ledyard,Catherine A. Osten,D,3377,54.81%
State Senator 19,Ledyard,Jason Guidone,R,2498,40.55%
State Senator 19,Ledyard,Catherine A. Osten,WF,167,2.71%
State Senator 19,Ledyard,Catherine A. Osten,IND,119,1.93%
State Representative 43,Ledyard,Ty Lamb,D,1101,54.67%
State Representative 43,Ledyard,Greg Howard,R,913,45.33%
State Representative 45,Ledyard,Kayla Thompson,D,1027,48.67%
State Representative 45,Ledyard,Brian L. Lanoue,R,1083,51.33%
State Representative 139,Ledyard,Kevin Ryan,D,985,49.97%
State Representative 139,Ledyard,Mark Adams,R,911,46.22%
State Representative 139,Ledyard,Kevin Ryan,WF,42,2.13%
State Representative 139,Ledyard,Kevin Ryan,IND,33,1.67%
Registrar of Voters,Ledyard,Diana Mann,D,4091,99.18%
Registrar of Voters,Ledyard,Judy Johnson,WI,34,0.82%
Presidential Electors for,Lisbon,Harris and Walz,D,1031,43.26%
Presidential Electors for,Lisbon,Trump and Vance,R,1301,54.60%
Presidential Electors for,Lisbon,Stein and Ware,G,21,0.88%
Presidential Electors for,Lisbon,Oliver and ter Maat,LI,15,0.63%
Presidential Electors for,Lisbon,"Kennedy, Jr. and Shanahan",PC,15,0.63%
Presidential Electors for,Lisbon,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Lisbon,Fox and McVay,WI,0,0.00%
Presidential Electors for,Lisbon,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Lisbon,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Lisbon,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Lisbon,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Lisbon,West and Abdullah,WI,0,0.00%
United States Senator,Lisbon,Christopher S. Murphy,D,1037,44.26%
United States Senator,Lisbon,Matthew M. Corey,R,1153,49.21%
United States Senator,Lisbon,Christopher S. Murphy,WF,105,4.48%
United States Senator,Lisbon,Justin C. Paglino,G,15,0.64%
United States Senator,Lisbon,Robert Finley Hyde,CGG,33,1.41%
United States Senator,Lisbon,John Flynn,WI,0,0.00%
Representative in Congress 2,Lisbon,Joe Courtney,D,1196,50.92%
Representative in Congress 2,Lisbon,Mike France,R,1153,49.08%
Representative in Congress 2,Lisbon,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Lisbon,Jeffery Russell,WI,0,0.00%
State Senator 19,Lisbon,Catherine A. Osten,D,1037,44.41%
State Senator 19,Lisbon,Jason Guidone,R,1162,49.76%
State Senator 19,Lisbon,Catherine A. Osten,WF,72,3.08%
State Senator 19,Lisbon,Catherine A. Osten,IND,64,2.74%
State Representative 45,Lisbon,Kayla Thompson,D,418,40.23%
State Representative 45,Lisbon,Brian L. Lanoue,R,621,59.77%
State Representative 47,Lisbon,Aaron Spruance,D,463,36.31%
State Representative 47,Lisbon,Doug Dubitsky,R,812,63.69%
Registrar of Voters,Lisbon,Stephen Barrett,D,889,38.67%
Registrar of Voters,Lisbon,Betsy M. Barrett,R,1410,61.33%
Presidential Electors for,Litchfield,Harris and Walz,D,2660,50.41%
Presidential Electors for,Litchfield,Trump and Vance,R,2545,48.23%
Presidential Electors for,Litchfield,Stein and Ware,G,21,0.40%
Presidential Electors for,Litchfield,Oliver and ter Maat,LI,26,0.49%
Presidential Electors for,Litchfield,"Kennedy, Jr. and Shanahan",PC,21,0.40%
Presidential Electors for,Litchfield,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Litchfield,Fox and McVay,WI,0,0.00%
Presidential Electors for,Litchfield,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Litchfield,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Litchfield,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Litchfield,Sonski and Onak,WI,2,0.04%
Presidential Electors for,Litchfield,West and Abdullah,WI,2,0.04%
United States Senator,Litchfield,Christopher S. Murphy,D,2592,49.59%
United States Senator,Litchfield,Matthew M. Corey,R,2477,47.39%
United States Senator,Litchfield,Christopher S. Murphy,WF,102,1.95%
United States Senator,Litchfield,Justin C. Paglino,G,30,0.57%
United States Senator,Litchfield,Robert Finley Hyde,CGG,26,0.50%
United States Senator,Litchfield,John Flynn,WI,0,0.00%
Representative in Congress 5,Litchfield,Jahana Hayes,D,2510,48.14%
Representative in Congress 5,Litchfield,George Logan,R,2608,50.02%
Representative in Congress 5,Litchfield,Jahana Hayes,WF,96,1.84%
Representative in Congress 5,Litchfield,Ahmad AJ Darwish,WI,0,0.00%
Representative in Congress 5,Litchfield,Bertram Ferguson,WI,0,0.00%
State Senator 30,Litchfield,Justin Potter,D,2398,46.28%
State Senator 30,Litchfield,Stephen G. Harding,R,2699,52.09%
State Senator 30,Litchfield,Stephen G. Harding,IND,84,1.62%
State Representative 66,Litchfield,Sharon Sherman,D,2110,49.20%
State Representative 66,Litchfield,Karen Reddington-Hughes,R,2179,50.80%
State Representative 76,Litchfield,Stephen Simonin,D,236,27.90%
State Representative 76,Litchfield,John Piscopo,R,610,72.10%
Registrar of Voters,Litchfield,James Duncan,D,2388,46.93%
Registrar of Voters,Litchfield,Lynette Kyasky,R,2700,53.07%
Presidential Electors for,Lyme,Harris and Walz,D,1080,65.30%
Presidential Electors for,Lyme,Trump and Vance,R,537,32.47%
Presidential Electors for,Lyme,Stein and Ware,G,13,0.79%
Presidential Electors for,Lyme,Oliver and ter Maat,LI,13,0.79%
Presidential Electors for,Lyme,"Kennedy, Jr. and Shanahan",PC,11,0.67%
Presidential Electors for,Lyme,De la Cruz and Garcia,WI,0,0.00%
Presidential Electors for,Lyme,Fox and McVay,WI,0,0.00%
Presidential Electors for,Lyme,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Lyme,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Lyme,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Lyme,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Lyme,West and Abdullah,WI,0,0.00%
United States Senator,Lyme,Christopher S. Murphy,D,1023,63.11%
United States Senator,Lyme,Matthew M. Corey,R,553,34.11%
United States Senator,Lyme,Christopher S. Murphy,WF,31,1.91%
United States Senator,Lyme,Justin C. Paglino,G,6,0.37%
United States Senator,Lyme,Robert Finley Hyde,CGG,8,0.49%
United States Senator,Lyme,John Flynn,WI,0,0.00%
Representative in Congress 2,Lyme,Joe Courtney,D,1097,67.30%
Representative in Congress 2,Lyme,Mike France,R,533,32.70%
Representative in Congress 2,Lyme,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Lyme,Jeffery Russell,WI,0,0.00%
State Senator 33,Lyme,Norm Needleman,D,1012,62.55%
State Senator 33,Lyme,Jeffery Duigou,R,569,35.17%
State Senator 33,Lyme,Norm Needleman,IND,37,2.29%
State Representative 23,Lyme,Jane Wisialowski,D,871,53.70%
State Representative 23,Lyme,Devin R Carney,R,690,42.54%
State Representative 23,Lyme,Jane Wisialowski,WF,23,1.42%
State Representative 23,Lyme,Devin R Carney,IND,38,2.34%
Registrar of Voters,Lyme,Dottie Wells,D,953,59.90%
Registrar of Voters,Lyme,Judith Davies,R,638,40.10%
Presidential Electors for,Madison,Harris and Walz,D,7373,61.38%
Presidential Electors for,Madison,Trump and Vance,R,4454,37.08%
Presidential Electors for,Madison,Stein and Ware,G,58,0.48%
Presidential Electors for,Madison,Oliver and ter Maat,LI,58,0.48%
Presidential Electors for,Madison,"Kennedy, Jr. and Shanahan",PC,66,0.55%
Presidential Electors for,Madison,De la Cruz and Garcia,WI,1,0.01%
Presidential Electors for,Madison,Fox and McVay,WI,0,0.00%
Presidential Electors for,Madison,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Madison,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Madison,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Madison,Sonski and Onak,WI,3,0.02%
Presidential Electors for,Madison,West and Abdullah,WI,0,0.00%
United States Senator,Madison,Christopher S. Murphy,D,7119,59.86%
United States Senator,Madison,Matthew M. Corey,R,4479,37.66%
United States Senator,Madison,Christopher S. Murphy,WF,198,1.66%
United States Senator,Madison,Justin C. Paglino,G,57,0.48%
United States Senator,Madison,Robert Finley Hyde,CGG,39,0.33%
United States Senator,Madison,John Flynn,WI,0,0.00%
Representative in Congress 2,Madison,Joe Courtney,D,7321,61.95%
Representative in Congress 2,Madison,Mike France,R,4497,38.05%
Representative in Congress 2,Madison,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Madison,Jeffery Russell,WI,0,0.00%
State Senator 12,Madison,Christine Cohen,D,6736,56.88%
State Senator 12,Madison,Paul Crisci,R,4818,40.68%
State Senator 12,Madison,Christine Cohen,WF,145,1.22%
State Senator 12,Madison,Christine Cohen,IND,144,1.22%
State Representative 101,Madison,John-Michael Parker,D,6833,56.18%
State Representative 101,Madison,Lisa Deane,R,4709,38.72%
State Representative 101,Madison,John-Michael Parker,WF,167,1.37%
State Representative 101,Madison,John-Michael Parker,IND,454,3.73%
Registrar of Voters,Madison,Jim Newton,D,6815,58.89%
Registrar of Voters,Madison,Gregory Scalzo III,R,4757,41.11%
Presidential Electors for,Manchester,Harris and Walz,D,15983,65.35%
Presidential Electors for,Manchester,Trump and Vance,R,7952,32.51%
Presidential Electors for,Manchester,Stein and Ware,G,309,1.26%
Presidential Electors for,Manchester,Oliver and ter Maat,LI,90,0.37%
Presidential Electors for,Manchester,"Kennedy, Jr. and Shanahan",PC,111,0.45%
Presidential Electors for,Manchester,De la Cruz and Garcia,WI,3,0.01%
Presidential Electors for,Manchester,Fox and McVay,WI,0,0.00%
Presidential Electors for,Manchester,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Manchester,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Manchester,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Manchester,Sonski and Onak,WI,3,0.01%
Presidential Electors for,Manchester,West and Abdullah,WI,8,0.03%
United States Senator,Manchester,Christopher S. Murphy,D,14836,62.88%
United States Senator,Manchester,Matthew M. Corey,R,7310,30.98%
United States Senator,Manchester,Christopher S. Murphy,WF,890,3.77%
United States Senator,Manchester,Justin C. Paglino,G,284,1.20%
United States Senator,Manchester,Robert Finley Hyde,CGG,273,1.16%
United States Senator,Manchester,John Flynn,WI,0,0.00%
Representative in Congress 1,Manchester,John B. Larson,D,15096,64.28%
Representative in Congress 1,Manchester,Jim Griffin,R,6876,29.28%
Representative in Congress 1,Manchester,John B. Larson,WF,958,4.08%
Representative in Congress 1,Manchester,Mary L. Sanders,G,554,2.36%
State Senator 4,Manchester,MD Rahman,D,14564,63.86%
State Senator 4,Manchester,Stephen King,R,7226,31.68%
State Senator 4,Manchester,MD Rahman,WF,1017,4.46%
State Representative 9,Manchester,Jason Rojas,D,3780,100.00%
State Representative 11,Manchester,Patrick Biggins,D,1780,66.99%
State Representative 11,Manchester,Salema Davis,R,877,33.01%
State Representative 12,Manchester,Geoffrey Luxenberg,D,6371,62.58%
State Representative 12,Manchester,Robert Cormier,R,3398,33.38%
State Representative 12,Manchester,Geoffrey Luxenberg,WF,359,3.53%
State Representative 12,Manchester,Joseph Arthur Young,PC,52,0.51%
State Representative 13,Manchester,Jason Doucette,D,3542,67.53%
State Representative 13,Manchester,Donna C Meier,R,1527,29.11%
State Representative 13,Manchester,Jason Doucette,IND,176,3.36%
Registrar of Voters,Manchester,James R. Stevenson,D,14885,64.80%
Registrar of Voters,Manchester,Timothy H. Becker,R,8086,35.20%
Presidential Electors for,Mansfield,Harris and Walz,D,4515,72.52%
Presidential Electors for,Mansfield,Trump and Vance,R,1584,25.44%
Presidential Electors for,Mansfield,Stein and Ware,G,60,0.96%
Presidential Electors for,Mansfield,Oliver and ter Maat,LI,34,0.55%
Presidential Electors for,Mansfield,"Kennedy, Jr. and Shanahan",PC,27,0.43%
Presidential Electors for,Mansfield,De la Cruz and Garcia,WI,1,0.02%
Presidential Electors for,Mansfield,Fox and McVay,WI,0,0.00%
Presidential Electors for,Mansfield,McNeil and McNeil,WI,0,0.00%
Presidential Electors for,Mansfield,Potus and Kennedy,WI,0,0.00%
Presidential Electors for,Mansfield,Ayyadurai and Ellis,WI,0,0.00%
Presidential Electors for,Mansfield,Sonski and Onak,WI,0,0.00%
Presidential Electors for,Mansfield,West and Abdullah,WI,5,0.08%
United States Senator,Mansfield,Christopher S. Murphy,D,4299,70.27%
United States Senator,Mansfield,Matthew M. Corey,R,1475,24.11%
United States Senator,Mansfield,Christopher S. Murphy,WF,219,3.58%
United States Senator,Mansfield,Justin C. Paglino,G,74,1.21%
United States Senator,Mansfield,Robert Finley Hyde,CGG,51,0.83%
United States Senator,Mansfield,John Flynn,WI,0,0.00%
Representative in Congress 2,Mansfield,Joe Courtney,D,4665,76.40%
Representative in Congress 2,Mansfield,Mike France,R,1441,23.60%
Representative in Congress 2,Mansfield,"Kenneth Kusmierski, Jr.",WI,0,0.00%
Representative in Congress 2,Mansfield,Jeffery Russell,WI,0,0.00%
State Senator 29,Mansfield,Mae Flexer,D,4041,66.56%
State Senator 29,Mansfield,Chris Reddy,R,1665,27.43%
State Senator 29,Mansfield,Mae Flexer,WF,172,2.83%
State Senator 29,Mansfield,Mae Flexer,IND,65,1.07%
State Senator 29,Mansfield,Alice Leibowitz,G,128,2.11%
State Representative 50,Mansfield,Pat Boyd,D,895,100.00%
State Representative 54,Mansfield,Gregg Haddad,D,3430,68.99%
State Representative 54,Mansfield,Aaron Bowman,R,1370,27.55%
State Representative 54,Mansfield,Gregg Haddad,WF,172,3.46%
Registrar of Voters,Mansfield,Ron Manizza,D,4326,72.54%
Registrar of Voters,Mansfield,Alfred E. Fratoni,R,1638,27.46%
Judge of Probate 25 To Fill Vacancy,Mansfield,Sophia H. Shaikh,D,4841,100.00%
Presidential Electors for,Marlborough,Harris and Walz,D,2115,52.88%
Presidential Electors for,Marlborough,Trump and Vance,R,1819,45.48%
Presidential Electors for,Marlborough,Stein and Ware,G,20,0.50%
Presidential Electors for,Marlborough,Oliver and ter Maat,LI,20,0.50%
Presidential Electors for,Marlborough,"Kennedy, Jr. and Shanahan",PC,23,0.57%
