office,town,candidate,party,votes,vote_percent
Treasurer,statewide,Lee Griffin,D,3511,60.34%
Treasurer,statewide,Melodie D. Wilson,R,2308,39.66%
Board of Education,statewide,Chuck Longton,D,1710,14.73%
Board of Education,statewide,John Desjardins,D,1617,13.93%
Board of Education,statewide,Carol J Burgess,D,2054,17.69%
Board of Education,statewide,Jim Wood,D,1980,17.06%
Board of Education,statewide,Sheelagh Lapinski,R,2077,17.89%
Board of Education,statewide,Robert R Mitchell Jr,R,2171,18.70%
Board of Finance Full Term,statewide,Michael Lee,D,470,27.28%
Board of Finance Full Term,statewide,Brady Farland,D,425,24.67%
Board of Finance Full Term,statewide,Howell R. Tuttle,R,608,35.29%
Board of Finance Full Term,statewide,Jeanette M. Kildea,PC,220,12.77%
Town Treasurer,statewide,Linda Cote,D,888,50.54%
Town Treasurer,statewide,Linda Cote,R,869,49.46%
Town Treasurer,statewide,Ed Sbordone,D,2357,55.72%
Town Treasurer,statewide,Al Mardis,R,1873,44.28%
Town Clerk,statewide,Linda Flugrad,D,469,41.50%
Town Clerk,statewide,Linda Flugrad,R,661,58.50%
Board of Assessment Appeals Full Term,statewide,Russell Lavigne,D,850,30.97%
Board of Assessment Appeals Full Term,statewide,Dale Dauphinais,R,1895,69.03%
Board of Finance,statewide,Ann M. Cicchiello,D,3108,22.38%
Board of Finance,statewide,Richard Steel,D,2676,19.27%
Board of Finance,statewide,Peter W. Derosa,D,2887,20.78%
Board of Finance,statewide,Matthew S. Kane,R,2598,18.70%
Board of Finance,statewide,Lawrence W. Fitzgerald,R,2621,18.87%
Planning & Zoning Commission Full Term Five Year Term Begins 2019,statewide,Tom Sperry,D,113,47.48%
Planning & Zoning Commission Full Term Five Year Term Begins 2019,statewide,Tom Sperry,R,125,52.52%
Town Clerk,statewide,Renee LaPalme Waldron,D,935,46.63%
Town Clerk,statewide,Renee LaPalme Waldron,R,1070,53.37%
Town Clerk,statewide,Shari Smith,D,231,43.92%
Town Clerk,statewide,Shari Smith,R,295,56.08%
Town Treasurer,statewide,Sally Roy,D,410,51.90%
Town Treasurer,statewide,Sally Roy,R,380,48.10%
Board of Assessment Appeals Full Term,statewide,Joan A. Lewis,D,1745,51.46%
Board of Assessment Appeals Full Term,statewide,Mary Jo Lewis,R,1646,48.54%
Town Treasurer,statewide,Michael Reiter,D,1431,45.81%
Town Treasurer,statewide,Timothy C. Griswold,R,1693,54.19%
Town Council District 3,statewide,Paul Tavaras,D,589,84.51%
Town Council District 3,statewide,Victor Ayala Jr.,R,108,15.49%
Board of Finance,statewide,Kevin Kranzler,D,2946,18.49%
Board of Finance,statewide,John Picard,D,3204,20.11%
Board of Finance,statewide,Seth Klaskin,D,3087,19.38%
Board of Finance,statewide,Justin Murphy,R,3276,20.56%
Board of Finance,statewide,Fillmore McPherson,R,3417,21.45%
Town Clerk,statewide,Patrick B. OSullivan,D,3539,100.00%
Board of Education,statewide,Michael J Branda,D,3231,9.41%
Board of Education,statewide,Jessica Weaver,D,3394,9.88%
Board of Education,statewide,Emily Guion,D,3392,9.87%
Board of Education,statewide,Cindy Stamm,D,3627,10.56%
Board of Education,statewide,Sam Sharma,D,3010,8.76%
Board of Education,statewide,Bruce Fletcher,R,3466,10.09%
Board of Education,statewide,Bob Tofeldt Sr,R,3492,10.17%
Board of Education,statewide,Beth Manke Hutvagner,R,3706,10.79%
Board of Education,statewide,Steven Silvia,R,3340,9.72%
Board of Education,statewide,Paul J Vessella,R,3692,10.75%
Board of Education Full Term,statewide,Nora Mocarski,D,645,31.62%
Board of Education Full Term,statewide,Douglas A. Pfenninger,D,582,28.53%
Board of Education Full Term,statewide,Kristin Lynn Peterson,PC,366,17.94%
Board of Education Full Term,statewide,Richard S. Dutton,PC,447,21.91%
Board of Finance Full Term,statewide,Emily Vail,D,740,54.86%
Board of Finance Full Term,statewide,Mathias M. Kiefer,PC,609,45.14%
Town Clerk,statewide,Charles D. Clemons Jr.,D,11061,80.58%
Town Clerk,statewide,James A. Carbone,R,2632,19.18%
Town Clerk,statewide,Elizabeth Ann Barnes,WI,33,0.24%
Town Clerk,statewide,Debra L. McKeon,D,341,100.00%
"Town Council, Second District",statewide,Edward Giannaros,D,1826,25.33%
"Town Council, Second District",statewide,Patricia Boye-Williams,D,1709,23.71%
"Town Council, Second District",statewide,Gary Palumbo,R,1880,26.08%
"Town Council, Second District",statewide,Christopher Fagan,R,1793,24.88%
Town Clerk,statewide,Katherine Bisson,D,686,47.31%
Town Clerk,statewide,Katherine Bisson,R,764,52.69%
Councilman Second District,statewide,Jim Jinks,D,920,52.24%
Councilman Second District,statewide,Guy Darter,R,841,47.76%
Town Treasurer,statewide,Gordon Ross,R,1378,100.00%
Councilor District 3,statewide,Donna Szewczak,R,1066,100.00%
Councilman Area 2,statewide,David F. Grodzicki,WE,454,22.94%
Councilman Area 2,statewide,Nicole Tomassetti,D,1138,57.50%
Councilman Area 2,statewide,David F. Grodzicki,R,387,19.56%
Town Clerk,statewide,Donna M Golub,D,1093,100.00%
Constables,statewide,Warren Packer,D,5202,14.88%
Constables,statewide,Chuck Barrera,D,5367,15.35%
Constables,statewide,Albert Gionet,D,4907,14.03%
Constables,statewide,Ed Slegeski,D,5327,15.24%
Constables,statewide,A. Rusty Meek,R,3638,10.40%
Constables,statewide,Kevin Hood,R,3530,10.10%
Constables,statewide,Salvatore Mancini,R,3713,10.62%
Constables,statewide,Charles Moulard,R,3281,9.38%
Town Treasurer,statewide,Martha L Burgess,R,460,100.00%
Town Clerk,statewide,Pamela Theroux,R,375,100.00%
Representative Town Meeting District 1,statewide,Sheila Perry,D,366,17.31%
Representative Town Meeting District 1,statewide,Wilmer Lambert,D,335,15.85%
Representative Town Meeting District 1,statewide,Ali Starkley,D,351,16.60%
Representative Town Meeting District 1,statewide,Roscoe Merritt,D,372,17.60%
Representative Town Meeting District 1,statewide,Karin Adams,R,337,15.94%
Representative Town Meeting District 1,statewide,Kathy Chase,R,353,16.70%
Town Treasurer,statewide,William L. Hawthorne,R,533,100.00%
Aldermen District #2,statewide,Ward Willis,D,1468,25.80%
Aldermen District #2,statewide,Janet Golden,D,1612,28.34%
Aldermen District #2,statewide,Scott Marlow,R,1287,22.62%
Aldermen District #2,statewide,Jeremy Grant,R,1322,23.24%
Board of Education Full Four Year Term,statewide,Kristiana Wintress,D,2495,21.66%
Board of Education Full Four Year Term,statewide,Latasha Hyatt,D,2567,22.29%
Board of Education Full Four Year Term,statewide,Anne H. Fischer,R,3367,29.23%
Board of Education Full Four Year Term,statewide,Steve Linton,R,3089,26.82%
Board of Education Full Two Year Term,statewide,Jayden F. Regisford,D,1649,11.72%
Board of Education Full Two Year Term,statewide,Kate Howard-Bender,D,1673,11.89%
Board of Education Full Two Year Term,statewide,Carl Rossow,D,1504,10.69%
Board of Education Full Two Year Term,statewide,Dana Philbin,D,1704,12.11%
Board of Education Full Two Year Term,statewide,Christine Griffin,R,2011,14.29%
Board of Education Full Two Year Term,statewide,Anthony (Tony) Holt,R,1929,13.71%
Board of Education Full Two Year Term,statewide,Jacob J. Marie,R,1887,13.41%
Board of Education Full Two Year Term,statewide,Renie Besaw,R,1713,12.17%
Board of Finance,statewide,Emily A. Bradley,D,807,19.81%
Board of Finance,statewide,Kristen Gourley,D,793,19.46%
Board of Finance,statewide,Ross Lally,R,796,19.54%
Board of Finance,statewide,Morris Silverstein,R,788,19.34%
Board of Finance,statewide,Charles P. Danna Jr.,R,890,21.85%
Town Clerk,statewide,Vida Stone,R,3431,100.00%
Treasurer,statewide,Anthony I. Musto,D,6494,57.94%
Treasurer,statewide,Jeffrey Craw,R,4714,42.06%
Town Clerk,statewide,Amy Macmillan Winchell,R,936,100.00%
Board of Education Full Term,statewide,Sherry Smardon,D,126,23.03%
Board of Education Full Term,statewide,Rod Perry,D,135,24.68%
Board of Education Full Term,statewide,Scott R. Sears,R,167,30.53%
Board of Education Full Term,statewide,Cassidy Martin,R,119,21.76%
Town Clerk,statewide,Jen Synnett,D,509,50.15%
Town Clerk,statewide,Jen Synnett,R,506,49.85%
Board of Education Two Year Term,statewide,Donald Harris,D,3456,100.00%
Town Clerk,statewide,Andrea Gartner,D,7091,45.67%
Town Clerk,statewide,Janice R. Giegler,R,7568,48.74%
Town Clerk,statewide,Andrea Gartner,WF,374,2.41%
Town Clerk,statewide,Janice R. Giegler,IND,494,3.18%
Board of Finance,statewide,Scott Charlwood,LI,843,18.15%
Board of Finance,statewide,Roxanne Boisse,D,1200,25.84%
Board of Finance,statewide,Gary Stalaboin,R,1225,26.38%
Board of Finance,statewide,Kimberly L Medlin,R,1376,29.63%
Treasurer,statewide,Michael P Last,D,5169,63.25%
Treasurer,statewide,Jason Szerszen,R,3003,36.75%
Town Clerk,statewide,Wendy Gannon Lionetti,R,5125,100.00%
Town Clerk,statewide,David Campo,R,4026,100.00%
Board of Finance Full Term,statewide,"William Sawicki, Sr.",D,1259,19.93%
Board of Finance Full Term,statewide,Kristyn Hanewicz,D,1203,19.05%
Board of Finance Full Term,statewide,Jim Cretella,R,1977,31.30%
Board of Finance Full Term,statewide,Bettyann Peck,R,1877,29.72%
Aldermen 2nd Ward,statewide,Tarek Raslan,D,278,26.30%
Aldermen 2nd Ward,statewide,William Phipps,D,281,26.58%
Aldermen 2nd Ward,statewide,Bobbi Tar,R,250,23.65%
Aldermen 2nd Ward,statewide,Robert Sobolisky,R,248,23.46%
Board of Finance,statewide,James Radziewicz,D,885,22.71%
Board of Finance,statewide,Kathleen A. Devlin,D,1375,35.28%
Board of Finance,statewide,William Meier III,R,1637,42.01%
Board of Assessment Appeals,statewide,Nancy Fyfield,D,160,56.94%
Board of Assessment Appeals,statewide,Nancy Fyfield,R,121,43.06%
Board of Finance - Full Term,statewide,Katie Kenney,D,1764,33.59%
Board of Finance - Full Term,statewide,Andrew Lavery,R,1694,32.26%
Board of Finance - Full Term,statewide,Ken Humphrey,R,1793,34.15%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Sarah Widomski,D,320,17.48%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Barbara L. DeGennaro,D,346,18.90%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Thomas Donofrio,D,345,18.84%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Ralph Cappiello,R,263,14.36%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Joseph Szewczyk,R,266,14.53%
Ward 1 - Board of Aldermen/Alderwomen,statewide,Bev Moran,R,291,15.89%
Tax Collector,statewide,Brenda M Carter,D,351,28.01%
Tax Collector,statewide,Brenda M Carter,R,902,71.99%
Board of Alder Ward 2,statewide,Frank E. Douglass,D,276,100.00%
Planning & Zoning Commission Four Year Term Begins 2019,statewide,Tom  Currier,D,683,48.51%
Planning & Zoning Commission Four Year Term Begins 2019,statewide,Richard R Napolitano,R,725,51.49%
Town Council District III,statewide,Josh Balter,D,709,18.56%
Town Council District III,statewide,Marianne Cesare,D,729,19.08%
Town Council District III,statewide,Louis G. Pacelli,D,864,22.62%
Town Council District III,statewide,Linda Simoni,R,490,12.83%
Town Council District III,statewide,Bill Richardson,R,540,14.14%
Town Council District III,statewide,Judy Esposito,R,488,12.77%
Town Treasurer,statewide,Kathleen Klinck,D,2043,100.00%
Board of Education Full Term,statewide,Laurel A. Steinhauser,D,1413,17.23%
Board of Education Full Term,statewide,Margaret R. Scata,D,1458,17.78%
Board of Education Full Term,statewide,Lauren G. Christensen,D,1390,16.95%
Board of Education Full Term,statewide,Robert Hetrick Jr.,R,1369,16.70%
Board of Education Full Term,statewide,Emily K. Randall,R,1257,15.33%
Board of Education Full Term,statewide,Timothy E. Lavoy,R,1313,16.01%
Board of Education,statewide,Marilyn Pet,D,3237,24.07%
Board of Education,statewide,Vanessa Jenkins,D,4029,29.96%
Board of Education,statewide,Dorese Roberts,D,3599,26.76%
Board of Education,statewide,Stephanie Watkins,R,2584,19.21%
Board of Finance,statewide,Jane Landers,D,2005,23.98%
Board of Finance,statewide,Cheryl D. Reedy,D,2489,29.77%
Board of Finance,statewide,Michael J. Cammarota,R,2157,25.80%
Board of Finance,statewide,James M. Mandella,R,1711,20.46%
Town Treasurer,statewide,Pam Henry,D,474,42.40%
Town Treasurer,statewide,Pam Henry,R,644,57.60%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Kevin Ide,D,705,25.66%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Kevin Gaudreau,R,2042,74.34%
Board of Finance,statewide,Scott Davis,D,778,22.14%
Board of Finance,statewide,Gail Rooke-Norman,D,799,22.74%
Board of Finance,statewide,Dan Webster,R,1066,30.34%
Board of Finance,statewide,Brian Baker,R,871,24.79%
Board of Education,statewide,Esteban Garcia,D,2759,13.40%
Board of Education,statewide,Catherine Steel,D,3156,15.33%
Board of Education,statewide,Barry Sheckley,D,2781,13.51%
Board of Education,statewide,Jill S. Carini,D,3276,15.91%
Board of Education,statewide,Ryan M. Shrader,R,2724,13.23%
Board of Education,statewide,Eric A. Bauman,R,2846,13.82%
Board of Education,statewide,Jaime Barr Shelburn,R,3045,14.79%
Planning & Zoning Commission Full Five Year Term Begins 2020,statewide,Michael Wellman,D,110,46.61%
Planning & Zoning Commission Full Five Year Term Begins 2020,statewide,Michael Wellman,R,126,53.39%
Town Treasurer,statewide,Christopher Komuves,D,208,40.15%
Town Treasurer,statewide,Diana F. Alvarez,R,310,59.85%
Tax Collector,statewide,Rene Morin,D,917,45.90%
Tax Collector,statewide,Rene Morin,R,1081,54.10%
Tax Collector,statewide,Teresa T. Collins,D,607,100.00%
Board of Assessment Appeals Full Term,statewide,Joan E Paskewich,D,1588,42.86%
Board of Assessment Appeals Full Term,statewide,Flo Turner,R,2117,57.14%
Zoning Board of Appeals,statewide,Elizabeth E. Bauer,D,1824,16.01%
Zoning Board of Appeals,statewide,Claire C. Twerdy,D,1875,16.46%
Zoning Board of Appeals,statewide,Cheryl-Ann Resha,D,1736,15.24%
Zoning Board of Appeals,statewide,Courtney L.Rossignol,R,2068,18.15%
Zoning Board of Appeals,statewide,Monika Debowska,R,1941,17.04%
Zoning Board of Appeals,statewide,Frank Infante,R,1950,17.11%
Tax Collector,statewide,Sarah E. Michaelson,D,1263,39.84%
Tax Collector,statewide,Judith A. Tooker,R,1907,60.16%
Town Council District 4,statewide,David Harden,D,272,68.86%
Town Council District 4,statewide,David Harden,R,123,31.14%
Board of Education,statewide,Cathy Miller,D,3729,25.08%
Board of Education,statewide,Katie Stein,D,3802,25.57%
Board of Education,statewide,"Galen P. Cawley, Jr.",R,3705,24.91%
Board of Education,statewide,Diane Infantine-Vyce,R,3635,24.44%
Tax Collector,statewide,Sandra D. Pierson,R,3959,100.00%
Board of Fire Commissioners,statewide,"Brian ""Bubba"" Whalen",D,3551,50.56%
Board of Fire Commissioners,statewide,Walter Brideaux,R,3473,49.44%
Board of Education To Fill Vacancy for Two Years,statewide,Tara Sundie,R,878,100.00%
Board of Education,statewide,Joann R. Kennedy,FTP,1053,2.59%
Board of Education,statewide,Helen Olga Losak,FTP,725,1.79%
Board of Education,statewide,Maria H. Pereira,FTP,1067,2.63%
Board of Education,statewide,Albert Benejan,D,8973,22.10%
Board of Education,statewide,Sybil Allen,D,9267,22.82%
Board of Education,statewide,Bobbi Brown,D,9334,22.99%
Board of Education,statewide,Chris Genduso,R,1923,4.74%
Board of Education,statewide,Joseph Minutolo,R,1986,4.89%
Board of Education,statewide,Joseph Lombard,R,1993,4.91%
Board of Education,statewide,Eric Stewart- Alicea,WF,1460,3.60%
Board of Education,statewide,Dasha Spell,WF,1422,3.50%
Board of Education,statewide,Amina Brown,WF,1403,3.46%
Town Treasurer,statewide,Amy B. Gardner,R,368,100.00%
Board of Education,statewide,Liz Fitzsimmons,D,3344,17.08%
Board of Education,statewide,Matthew Hutvagner,D,3206,16.37%
Board of Education,statewide,Beth Kintner,D,3352,17.12%
Board of Education,statewide,Sarah Healey,R,3271,16.71%
Board of Education,statewide,Sylvie Binette,R,3131,15.99%
Board of Education,statewide,Christine Arnold,R,3276,16.73%
Board of Finance,statewide,Drew Dionne,D,955,46.70%
Board of Finance,statewide,Sandra Brodeur,R,1090,53.30%
Councilman Third District,statewide,Jeffrey Falk,D,763,44.31%
Councilman Third District,statewide,Don Walsh,R,959,55.69%
Councilor District 4,statewide,Charlotte Riley,R,862,100.00%
Councilman Area 3,statewide,Joseph Vollano,WE,106,4.32%
Councilman Area 3,statewide,Krystle Blake,D,1200,48.96%
Councilman Area 3,statewide,Joseph Vollano,R,1048,42.76%
Councilman Area 3,statewide,Krystle Blake,WF,97,3.96%
Treasurer,statewide,Taryn R Ruffino,D,1097,100.00%
Board of Education Three Year term Begins 2019 Full Term,statewide,Chris Pattacini,D,5742,36.17%
Board of Education Three Year term Begins 2019 Full Term,statewide,Tracy R. Patterson,D,6134,38.63%
Board of Education Three Year term Begins 2019 Full Term,statewide,Mark A. Gundersen,R,4001,25.20%
Board of Finance To Fill Vacancy For Four Years,statewide,Marie A. Barnum,R,342,48.31%
Board of Finance To Fill Vacancy For Four Years,statewide,Pari Forood,PC,366,51.69%
Tax Collector,statewide,Christine E Hustus,R,468,100.00%
Board of Education Full Term,statewide,Kate Beauparlant,D,193,22.92%
Board of Education Full Term,statewide,Arikka Kalwara,D,181,21.50%
Board of Education Full Term,statewide,Meagan Wicks,R,230,27.32%
Board of Education Full Term,statewide,Cathy Grant,R,238,28.27%
Representative Town Meeting District 2,statewide,Beverly Washington,D,360,27.95%
Representative Town Meeting District 2,statewide,Portia Bordelon,D,336,26.09%
Representative Town Meeting District 2,statewide,Syma A Ebbin,D,323,25.08%
Representative Town Meeting District 2,statewide,Eric Ossmann,R,269,20.89%
Board of Finance Full Term,statewide,Jarrod Leonardo,D,501,53.07%
Board of Finance Full Term,statewide,Dan Hagan,R,443,46.93%
Aldermen District #3,statewide,Frank Smith,D,1478,26.82%
Aldermen District #3,statewide,Marty Hardiman,D,1442,26.17%
Aldermen District #3,statewide,Connie Gaynor,R,1320,23.95%
Aldermen District #3,statewide,Michael S. Casey,R,1271,23.06%
Board of Education Full Two Year Term,statewide,Jennifer Buckler,D,2672,23.32%
Board of Education Full Two Year Term,statewide,Kevin Brown,D,2764,24.12%
Board of Education Full Two Year Term,statewide,Patricia E. Buxton,R,2945,25.70%
Board of Education Full Two Year Term,statewide,Linda B. Gessay,R,3079,26.87%
Planning and Zoning Commission Full Four Year Term,statewide,Jason Philbin,D,1558,21.80%
Planning and Zoning Commission Full Four Year Term,statewide,Mark Farrell,D,1627,22.76%
Planning and Zoning Commission Full Four Year Term,statewide,Joe Matteis,R,2013,28.17%
Planning and Zoning Commission Full Four Year Term,statewide,Deborah Goetz,R,1949,27.27%
Town Treasurer,statewide,Christa DeLeo,D,1752,40.72%
Town Treasurer,statewide,Patrick O'Hara,R,2551,59.28%
Town Treasurer,statewide,Thomas W. Lindner,R,982,100.00%
Board of Education to Fill Vacancy for Two Years,statewide,No Candidate,D,0,0.00%
Town Treasurer,statewide,JoAnn Lynch,D,506,49.85%
Town Treasurer,statewide,JoAnn Lynch,R,509,50.15%
Board of Education Full Term,statewide,Rhea Klein,D,674,14.66%
Board of Education Full Term,statewide,Marilee Manning,D,696,15.14%
Board of Education Full Term,statewide,Susan Pike,R,854,18.58%
Board of Education Full Term,statewide,Benjamin Davies,R,798,17.36%
Board of Education Full Term,statewide,Andrew Broneill,R,751,16.34%
Board of Education Full Term,statewide,Scott Rich,R,823,17.91%
Town Plan & Zoning Commission Four Year Term,statewide,Barry J. Berson,D,3221,29.19%
Town Plan & Zoning Commission Four Year Term,statewide,Byron R. Lester,D,3414,30.94%
Town Plan & Zoning Commission Four Year Term,statewide,Michelle Adams,D,3453,31.30%
Town Plan & Zoning Commission Four Year Term,statewide,Dwight H. Bolton,R,945,8.57%
Council at Large,statewide,Robert J. Taborsak,D,7275,7.22%
Council at Large,statewide,Timothy K. Gaburungyi,D,5795,5.75%
Council at Large,statewide,Wilson Hernandez,D,6421,6.38%
Council at Large,statewide,Roberto Alves,D,6958,6.91%
Council at Large,statewide,Anjali E. Illescas,D,5908,5.87%
Council at Large,statewide,Frank Salvatore Jr.,D,7311,7.26%
Council at Large,statewide,Helena M. Abrantes,D,6634,6.59%
Council at Large,statewide,Colleen A. Stanley,R,6958,6.91%
Council at Large,statewide,Michael J. Esposito,R,7595,7.54%
Council at Large,statewide,Warren M. Levy,R,6971,6.92%
Council at Large,statewide,Bruce E. Bennett,R,6742,6.69%
Council at Large,statewide,Emile G. Buzaid Jr.,R,7202,7.15%
Council at Large,statewide,Rachel E. Chaleski,R,6501,6.46%
Council at Large,statewide,Philip D. Curran,R,6718,6.67%
Council at Large,statewide,Timothy K. Gaburungyi,WF,302,0.30%
Council at Large,statewide,Wilson Hernandez,WF,360,0.36%
Council at Large,statewide,Roberto Alves,WF,409,0.41%
Council at Large,statewide,Anjali E. Illescas,WF,308,0.31%
Council at Large,statewide,Helena M. Abrantes,WF,404,0.40%
Council at Large,statewide,Colleen A. Stanley,IND,549,0.55%
Council at Large,statewide,Michael J. Esposito,IND,558,0.55%
Council at Large,statewide,Warren M. Levy,IND,512,0.51%
Council at Large,statewide,Bruce E. Bennett,IND,499,0.50%
Council at Large,statewide,Emile G. Buzaid Jr.,IND,576,0.57%
Council at Large,statewide,Rachel E. Chaleski,IND,506,0.50%
Council at Large,statewide,Philip D. Curran,IND,497,0.49%
Council at Large,statewide,Cindy Robin Owens,PC,242,0.24%
Board of Finance Alternate To Fill Vacancy for Four Years,statewide,Keith Sheeley,D,1725,100.00%
Board of Finance,statewide,Paul S. Timpanelli,D,6445,19.73%
Board of Finance,statewide,Michael Barker,D,5728,17.54%
Board of Finance,statewide,Vinny Degennaro,D,5538,16.95%
Board of Finance,statewide,Scott Zimov,R,4667,14.29%
Board of Finance,statewide,Josephine Mills,R,4930,15.09%
Board of Finance,statewide,Elaine Hammers,R,5355,16.39%
Town Treasurer,statewide,Molly McGeehin,D,4583,61.94%
Town Treasurer,statewide,Colette Kabasakalian,R,2816,38.06%
Town Treasurer,statewide,Abbas Danesh,R,3790,100.00%
Aldermen 3rd Ward,statewide,Leslie Navarrete,D,266,24.49%
Aldermen 3rd Ward,statewide,Joseph Jeanette Jr.,D,277,25.51%
Aldermen 3rd Ward,statewide,Joseph Cassetti,R,273,25.14%
Aldermen 3rd Ward,statewide,Domenico Filippone,R,270,24.86%
Board of Finance To Fill Vacancy for Two Years,statewide,Kwame Dunbar,D,1655,100.00%
Board of Education,statewide,Anne B. Kirkpatrick,D,1232,20.71%
Board of Education,statewide,Sylvia Sanchez,R,1428,24.01%
Board of Education,statewide,Krista Cherry,R,1545,25.98%
Board of Education,statewide,Marissa Marks,R,1743,29.30%
Planning Commission,statewide,Peter Filous,D,145,18.13%
Planning Commission,statewide,Pauline Krofssik,D,166,20.75%
Planning Commission,statewide,Peter Mariano,D,157,19.63%
Planning Commission,statewide,Peter Filous,R,113,14.12%
Planning Commission,statewide,Pauline Krofssik,R,108,13.50%
Planning Commission,statewide,Peter Mariano,R,111,13.88%
Board of Finance,statewide,Regina Wexler,D,973,45.26%
Board of Finance,statewide,Kerry Guilfoyle,R,1177,54.74%
Ward 2 - Board of Aldermen/Alderwomen,statewide,Camille Grande Kurtyka,D,450,18.09%
Ward 2 - Board of Aldermen/Alderwomen,statewide,Joseph L. DiMartino,D,490,19.70%
Ward 2 - Board of Aldermen/Alderwomen,statewide,Ronald M. Sill,D,536,21.55%
Ward 2 - Board of Aldermen/Alderwomen,statewide,"Ron Luneau, Jr.",R,399,16.04%
Ward 2 - Board of Aldermen/Alderwomen,statewide,Jerry Borrelli,R,307,12.34%
Ward 2 - Board of Aldermen/Alderwomen,statewide,Evelyn Browning,R,305,12.26%
Board of Finance,statewide,Stephen Ruccio,D,540,35.18%
Board of Finance,statewide,William Stowell,R,995,64.82%
Board of Alder Ward 3,statewide,Ron Christopher Hurt,D,230,72.56%
Board of Alder Ward 3,statewide,Maria E. Rodriguez,PC,87,27.44%
Board of Finance - To Fill Vacancy for Two Years,statewide,Jonathan W. Webb,R,1823,100.00%
Town Council IV,statewide,"Charles J. Coyle, Jr.",D,571,15.28%
Town Council IV,statewide,Joseph Badamo,D,544,14.56%
Town Council IV,statewide,Michelle M. Benivegna,D,563,15.07%
Town Council IV,statewide,Linda Hennessey,R,703,18.81%
Town Council IV,statewide,Robert Ranfone,R,650,17.39%
Town Council IV,statewide,Samantha Parlato,R,706,18.89%
Tax Collector,statewide,Denise Dill,R,2317,100.00%
Board of Assessment Appeals,statewide,John H. Dillon,D,1776,37.37%
Board of Assessment Appeals,statewide,Thomas F. Malecky,D,1469,30.91%
Board of Assessment Appeals,statewide,Peter A. Castelli,R,1508,31.73%
Selectmen,statewide,Margaret Goodrow,D,3520,32.33%
Selectmen,statewide,"Harry Amadusun, Sr.",D,2993,27.49%
Selectmen,statewide,Gerald Poehler,R,2085,19.15%
Selectmen,statewide,Rob Rosa,R,2291,21.04%
Board of Finance Alternate Full Term,statewide,Jason A. Levine,D,457,61.92%
Board of Finance Alternate Full Term,statewide,Jeanette M. Kildea,PC,281,38.08%
Board of Finance To Fill Vacancy for Two Years,statewide,Jane Landers,D,2109,51.56%
Board of Finance To Fill Vacancy for Two Years,statewide,James M. Mandella,R,1981,48.44%
Tax Collector,statewide,Cheryl Philopena,D,564,48.04%
Tax Collector,statewide,Joshua Rehrig,R,610,51.96%
Council at Large,statewide,David A Griffiths,D,982,9.39%
Council at Large,statewide,Allysha Zicolella,D,780,7.46%
Council at Large,statewide,Dalton Mongeau,D,737,7.05%
Council at Large,statewide,Wayland Leonard,D,737,7.05%
Council at Large,statewide,Patti Larrow George,R,1575,15.06%
Council at Large,statewide,Raymond Wood II,R,1689,16.15%
Council at Large,statewide,Jason Anderson,R,1768,16.90%
Council at Large,statewide,Marc LaPrade,R,1687,16.13%
Council at Large,statewide,John G. Sarantopoulos,PC,506,4.84%
Board of Education To Fill Vacancy For Two Years,statewide,Timothy Hagen,R,3608,100.00%
Board of Finance,statewide,Nancy Shields,D,736,18.08%
Board of Finance,statewide,"Larry Groh, Jr.",D,1047,25.72%
Board of Finance,statewide,Stephen L. Herbert,R,1144,28.11%
Board of Finance,statewide,Robert Werge,R,1143,28.08%
Board of Finance,statewide,Linda Caron,D,310,33.48%
Board of Finance,statewide,Matthew Foster,R,282,30.45%
Board of Finance,statewide,Victor N. Boomer,R,334,36.07%
Board of Finance To Fill Vacancy for Two Years,statewide,Laurie Sorder,D,850,46.42%
Board of Finance To Fill Vacancy for Two Years,statewide,Alex Grzelak,R,981,53.58%
Board of Finance - Alternate Full Term,statewide,Julia E. Pattison,D,567,100.00%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Patricia Boyles,D,1832,51.16%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Joseph Aquitante III,R,1749,48.84%
Zoning Board of Appeals Alternates,statewide,Thomas Scott Boudreau,D,2052,51.67%
Zoning Board of Appeals Alternates,statewide,Valdis Vinkels,D,1919,48.33%
Board of Finance,statewide,David A. Rubino,D,1362,21.98%
Board of Finance,statewide,Anna S. Reiter,D,1368,22.08%
Board of Finance,statewide,Janet G. Sturges,R,1770,28.56%
Board of Finance,statewide,J. David Kelsey,R,1697,27.38%
Town Council District 5,statewide,Greg Cann,D,441,73.01%
Town Council District 5,statewide,Lou Molnar,R,163,26.99%
Board of Assessment Appeals,statewide,Melanie L. Clark,D,3408,33.79%
Board of Assessment Appeals,statewide,Richard Robinson,R,3074,30.48%
Board of Assessment Appeals,statewide,Lynne Hubbard,R,3603,35.73%
Planning & Zoning Commission Alternate Full Three Year Term Begins 2019,statewide,Alex McNaughton,D,111,46.84%
