office,town,candidate,party,votes,vote_percent
Zoning Board of Appeals,Oxford,Carl Bouchard,R,2490,38.89%
First Selectman,Plainfield,Cathy Tendrich,D,1230,44.42%
First Selectman,Plainfield,Kevin M Cunningham,R,1337,48.28%
First Selectman,Plainfield,Daniel Reale,LI,113,4.08%
First Selectman,Plainfield,William E. Knight,WI,52,1.88%
First Selectman,Plainfield,Vickie Meyer,WI,37,1.34%
Selectmen,Plainfield,Virginia Sampietro,D,1187,45.87%
Selectmen,Plainfield,Arthur W Gagne,R,1401,54.13%
Board of Finance,Plainfield,Roxanne Boisse,D,1200,25.84%
Board of Finance,Plainfield,Gary Stalaboin,R,1225,26.38%
Board of Finance,Plainfield,Kimberly L Medlin,R,1376,29.63%
Board of Finance,Plainfield,Scott Charlwood,LI,843,18.15%
Board of Finance Alternate To Fill Vacancy for Four Years,Plainfield,Keith Sheeley,D,1725,100.00%
Board of Education,Plainfield,Kathleen Sendley Barry,D,1188,25.84%
Board of Education,Plainfield,Peggy Bourey,D,1121,24.39%
Board of Education,Plainfield,Michael Broughton,R,1332,28.98%
Board of Education,Plainfield,Matthew Radant,LI,956,20.80%
Board of Assessment Appeals,Plainfield,Donald Gladding,D,1157,27.19%
Board of Assessment Appeals,Plainfield,Peter E Migneault,D,1429,33.58%
Board of Assessment Appeals,Plainfield,Kerilynn Lewis,R,1669,39.22%
Planning and Zoning Commission,Plainfield,Roz Chviek,D,1677,47.64%
Planning and Zoning Commission,Plainfield,Karla E Desjardins,D,1843,52.36%
Planning and Zoning Commission Alternate Full Term,Plainfield,Jared Fournier,D,1742,100.00%
Planning and Zoning Commission Alternate To Fill Vacancy for Four Years,Plainfield,Bill Martell,D,1764,100.00%
Zoning Board of Appeals,Plainfield,Peter E Migneault,D,1659,49.58%
Zoning Board of Appeals,Plainfield,R Wes Hopkins,D,1687,50.42%
Zoning Board of Appeals Alternate,Plainfield,April Wojcik,D,1690,100.00%
Police Commissioner Full Term,Plainfield,Bruce Dawley,D,1232,24.62%
Police Commissioner Full Term,Plainfield,Ed Chviek,D,1075,21.48%
Police Commissioner Full Term,Plainfield,Kenneth R Sheldon Jr,R,1500,29.98%
Police Commissioner Full Term,Plainfield,George C Robinson,R,1197,23.92%
Police Commissioner To Fill Vacancy for Two Years,Plainfield,Colleen Lugauskas,D,1821,100.00%
Town Council,Plainville,Rosemary Morante,D,1793,10.06%
Town Council,Plainville,Bill Garrity,D,1600,8.98%
Town Council,Plainville,Jessie Salley,D,1597,8.96%
Town Council,Plainville,Jesse Gnazzo,D,1973,11.07%
Town Council,Plainville,Christopher J Wazorko,D,1868,10.48%
Town Council,Plainville,Deborah Tompkins,R,1737,9.75%
Town Council,Plainville,Ty Cox,R,1713,9.61%
Town Council,Plainville,David Underwood,R,1718,9.64%
Town Council,Plainville,Katherine M Pugliese,R,1831,10.27%
Town Council,Plainville,Jacob Rocco,R,1557,8.74%
Town Council,Plainville,Wayne L Fish,PC,339,1.90%
Town Council,Plainville,John Kisluk,WI,94,0.53%
Board of Education Full Term,Plainville,Foster S White,D,1897,17.29%
Board of Education Full Term,Plainville,Rebecca L Martinez,D,1838,16.75%
Board of Education Full Term,Plainville,Crystal D St. Lawrence,D,1814,16.53%
Board of Education Full Term,Plainville,Michael Giuliano,R,1729,15.76%
Board of Education Full Term,Plainville,Deborah Hardy,R,1854,16.90%
Board of Education Full Term,Plainville,Laurie Peterson,R,1841,16.78%
Board of Education to Fill Vacancy for Two Years,Plainville,Brent Davenport,D,1644,52.46%
Board of Education to Fill Vacancy for Two Years,Plainville,Rachel Childress Buchanan,R,1490,47.54%
Constables,Plainville,Shelley Johnson,D,1442,12.02%
Constables,Plainville,Ben Gediman,D,1535,12.79%
Constables,Plainville,Kathleen G Michalik,D,1633,13.61%
Constables,Plainville,Cheryl M Castonguay,D,1426,11.89%
Constables,Plainville,Ross Zettergren,R,1570,13.09%
Constables,Plainville,"Richard ""Rick"" Drezek",R,1538,12.82%
Constables,Plainville,"Ezio Capozzi, Jr",R,1454,12.12%
Constables,Plainville,Cassandra L Clark,R,1400,11.67%
Library Trustees,Plainville,Kenneth Laska,D,1980,50.83%
Library Trustees,Plainville,Francis Rexford Cooley,R,1915,49.17%
Mayor,Plymouth,David Merchant,R,1348,100.00%
Councilman At Large,Plymouth,Jennifer Calvo,D,599,8.00%
Councilman At Large,Plymouth,Todd Brodeur,D,556,7.42%
Councilman At Large,Plymouth,Joe Green,R,1215,16.22%
Councilman At Large,Plymouth,Susan Murawski,R,1259,16.81%
Councilman At Large,Plymouth,Dan Gentile,R,1323,17.67%
Councilman At Large,Plymouth,John Pajeski,R,1185,15.82%
Councilman At Large,Plymouth,Tom Zagurski,R,1352,18.05%
Town Treasurer,Plymouth,David Mischke,R,1465,100.00%
Town Treasurer,Plymouth,David Mischke,R,0,0.00%
Board of Finance Full Term,Plymouth,Eugene Croce,R,1341,48.92%
Board of Finance Full Term,Plymouth,Jim Kilduff,R,1400,51.08%
Board of Finance To fill Vacancy for Four years,Plymouth,Barbara Rockwell,R,1425,100.00%
Board of Education Full Term,Plymouth,Karen Kulesa,D,741,12.26%
Board of Education Full Term,Plymouth,Virginia Lee Ulinskas,D,617,10.21%
Board of Education Full Term,Plymouth,Walter Seaman,D,447,7.40%
Board of Education Full Term,Plymouth,Gerry Bourbonniere,R,1033,17.10%
Board of Education Full Term,Plymouth,Walter Seaman,R,1004,16.62%
Board of Education Full Term,Plymouth,Michelle Lucian,R,1113,18.42%
Board of Education Full Term,Plymouth,Gregg Showers,R,1087,17.99%
Board of Education to fill Two year vacancy,Plymouth,Cindy Candrea,R,1387,100.00%
Board of Assessment Appeals,Plymouth,Susan Boilard,D,738,35.60%
Board of Assessment Appeals,Plymouth,Tim Murawski,R,1335,64.40%
Library Directors Full Term,Plymouth,Barbara Galvin,D,1000,33.12%
Library Directors Full Term,Plymouth,Randy A Picard,D,1001,33.16%
Library Directors Full Term,Plymouth,Gail Foote,D,1018,33.72%
Library Director To fill Vacancy for Four Years,Plymouth,Jeanine Audette,R,1374,100.00%
Constable,Plymouth,William Kremmel Jr.,D,471,7.90%
Constable,Plymouth,Brett Festa,D,600,10.07%
Constable,Plymouth,Paul Gianesini,D,575,9.65%
Constable,Plymouth,Larry Deschaine,R,1123,18.85%
Constable,Plymouth,Eric Pelz,R,1116,18.73%
Constable,Plymouth,Rich Pinkerton,R,967,16.23%
Constable,Plymouth,Chris Ciarmella,R,1107,18.58%
First Selectman,Pomfret,Maureen Nicholson,D,749,100.00%
Selectmen,Pomfret,Patrick McCarthy,D,536,54.92%
Selectmen,Pomfret,Ellsworth Chase,R,440,45.08%
Town Clerk,Pomfret,Cheryl A. Grist,D,584,61.47%
Town Clerk,Pomfret,Cheryl A. Grist,R,366,38.53%
Town Treasurer,Pomfret,Cheryl A. Grist,D,570,60.83%
Town Treasurer,Pomfret,Cheryl A. Grist,R,367,39.17%
Board of Finance Full Term,Pomfret,Jennifer York,D,732,50.66%
Board of Finance Full Term,Pomfret,Margie Huoppi,D,713,49.34%
Board of Finance To Fill Vacancy for Two Years,Pomfret,Jill Corey,R,664,100.00%
Board of Education,Pomfret,Kathleen Cerrone,D,557,29.50%
Board of Education,Pomfret,Julie Watt,D,526,27.86%
Board of Education,Pomfret,Kathleen Cerrone,R,363,19.23%
Board of Education,Pomfret,Robyn Incera,R,442,23.41%
Board of Assessment Appeals,Pomfret,John A. DiIorio,D,731,100.00%
Planning & Zoning Commission Full Term,Pomfret,Richard Huoppi,D,474,24.40%
Planning & Zoning Commission Full Term,Pomfret,James Rivers,D,550,28.31%
Planning & Zoning Commission Full Term,Pomfret,Peter B. Mann,R,458,23.57%
Planning & Zoning Commission Full Term,Pomfret,Walter Hinchman,R,461,23.73%
Planning & Zoning Commission Alternate,Pomfret,Leigh Grossman,D,706,100.00%
Zoning Board of Appeals,Pomfret,Richard Galante,D,725,100.00%
Zoning Board of Appeals Alternate,Pomfret,Debra Thompson,D,707,100.00%
Constables,Pomfret,Rich Huoppi,D,511,13.45%
Constables,Pomfret,Lesa A. Landry,D,573,15.08%
Constables,Pomfret,Jenn L. Trayner,D,517,13.61%
Constables,Pomfret,William Wolfe,D,483,12.71%
Constables,Pomfret,William A. Ireland,R,440,11.58%
Constables,Pomfret,Jessica Ireland,R,427,11.24%
Constables,Pomfret,Terry Jackson,R,434,11.42%
Constables,Pomfret,Nicholas Gardner,R,414,10.90%
Library Trustees,Pomfret,Sally Rogers,D,773,51.19%
Library Trustees,Pomfret,Timothy Gillane,D,737,48.81%
First Selectman,Portland,Susan S. Bransfield,D,1821,67.17%
First Selectman,Portland,Lambros Lambrinides,AIP,171,6.31%
First Selectman,Portland,Shaun P. Manning,BTB,719,26.52%
Selectman,Portland,Andrea G. Alfano,D,1287,11.81%
Selectman,Portland,Ralph R. Zampano,D,1456,13.36%
Selectman,Portland,James K. Tripp,D,1442,13.23%
Selectman,Portland,Louis J. Pear,D,1362,12.50%
Selectman,Portland,Michael Pelton,R,1388,12.74%
Selectman,Portland,"Michael ""Julio"" Hernandez",R,1297,11.90%
Selectman,Portland,"Edward ""Rick"" Sharr",R,1340,12.30%
Selectman,Portland,Dave Murphy,R,1196,10.97%
Selectman,Portland,Michael Wrang,IPP,110,1.01%
Selectman,Portland,Robert Satagaj,WI,20,0.18%
Town Clerk,Portland,Ryan J. Curley,R,2184,100.00%
Board of Education Full Term,Portland,Laurel A. Steinhauser,D,1413,17.23%
Board of Education Full Term,Portland,Margaret R. Scata,D,1458,17.78%
Board of Education Full Term,Portland,Lauren G. Christensen,D,1390,16.95%
Board of Education Full Term,Portland,Robert Hetrick Jr.,R,1369,16.70%
Board of Education Full Term,Portland,Emily K. Randall,R,1257,15.33%
Board of Education Full Term,Portland,Timothy E. Lavoy,R,1313,16.01%
Board of Assessment Appeals,Portland,John H. Dillon,D,1776,37.37%
Board of Assessment Appeals,Portland,Thomas F. Malecky,D,1469,30.91%
Board of Assessment Appeals,Portland,Peter A. Castelli,R,1508,31.73%
Zoning Board of Appeals Five Year Term Begins 2019,Portland,Kenneth A. Kearns,D,1357,49.31%
Zoning Board of Appeals Five Year Term Begins 2019,Portland,Richard W. Basso,R,1395,50.69%
Zoning Board of Appeals Five Year Term Begins 2020,Portland,Joan M. Giesemann,D,1411,52.12%
Zoning Board of Appeals Five Year Term Begins 2020,Portland,Robert J. Casati,R,1296,47.88%
First Selectman,Preston,Sandra L. Allyn-Gauthier,D,1018,66.10%
First Selectman,Preston,"Gregory S. Moran,Sr.",R,522,33.90%
Selectman,Preston,Gerald W. Grabarek,D,814,53.80%
Selectman,Preston,Kenneth L. Zachem,R,578,38.20%
Selectman,Preston,"Samuel Joseph Chinigo, Jr",PC,121,8.00%
Town Clerk/Tax Collector,Preston,Leigh A. Pappas,D,700,45.45%
Town Clerk/Tax Collector,Preston,Jill E. Keith,R,840,54.55%
Town Treasurer,Preston,Susan P. Nylen,D,745,51.56%
Town Treasurer,Preston,Susan P. Nylen,R,700,48.44%
Board of Finance Full Term,Preston,Denise C. Beale,D,724,25.44%
Board of Finance Full Term,Preston,Ian K. Stammel,D,607,21.33%
Board of Finance Full Term,Preston,"Jack C. Smallwood, Jr",R,701,24.63%
Board of Finance Full Term,Preston,Andy R. Depta,R,814,28.60%
Board of Finance to fill Vacancy for Four Years,Preston,Anne E. Sabrowski,D,671,45.15%
Board of Finance to fill Vacancy for Four Years,Preston,Robert M. Congdon,R,815,54.85%
Board of Finance To Fill Vacancy for Two Years,Preston,Nicholas P. Vegliante,D,680,47.52%
Board of Finance To Fill Vacancy for Two Years,Preston,John A. Moulson,R,751,52.48%
Board of Finance Alternate,Preston,Zachary R. Maurice,D,829,47.67%
Board of Finance Alternate,Preston,Matthew P. Davis,R,910,52.33%
Board of Education Vote for any Three Three to be elected (Not More than Two from one Party),Preston,Sean T. Nugent,D,809,23.60%
Board of Education Vote for any Three Three to be elected (Not More than Two from one Party),Preston,Deborah Burke-Grabarek,D,962,28.06%
Board of Education Vote for any Three Three to be elected (Not More than Two from one Party),Preston,Thomas D. Turner,R,796,23.22%
Board of Education Vote for any Three Three to be elected (Not More than Two from one Party),Preston,Daniel V. Harris Jr.,R,861,25.12%
Board of Education to fill Vacancy for Two years,Preston,George R. Carver III,R,1057,100.00%
Board of Assessment Appeals,Preston,Andrew C. Nemeth,D,844,49.47%
Board of Assessment Appeals,Preston,Norman J. Gauthier,R,862,50.53%
Planning & Zoning Commission,Preston,Denise C. Beale,D,751,33.20%
Planning & Zoning Commission,Preston,Art Moran Jr.,R,931,41.16%
Planning & Zoning Commission,Preston,Michael S. Sinko,PC,580,25.64%
Planning & Zoning Commission Alternate,Preston,Nathanial L. Koniecko,D,848,35.47%
Planning & Zoning Commission Alternate,Preston,Lyle Boyden,R,710,29.69%
Planning & Zoning Commission Alternate,Preston,Robert Berube,R,833,34.84%
Zoning Board of Appeals,Preston,John A. Moulson,R,1022,49.52%
Zoning Board of Appeals,Preston,"Gregory S. Moran, Sr.",R,1042,50.48%
Mayor,Prospect,Robert J. Chatfield,R,2105,100.00%
Town Council,Prospect,Larry Fitzgerald,D,858,7.18%
Town Council,Prospect,Paul T. Murray,D,794,6.65%
Town Council,Prospect,Daniel J. Moore,D,614,5.14%
Town Council,Prospect,Theresa Cocchiola-Graveline,D,1014,8.49%
Town Council,Prospect,Patricia Sullivan Geary,D,982,8.22%
Town Council,Prospect,Richard  L.Blanc,R,1509,12.63%
Town Council,Prospect,Megan A. Patchkofsky,R,1599,13.38%
Town Council,Prospect,Stephanie Lusas Kolodziej,R,1594,13.34%
Town Council,Prospect,Jeffrey B. Slapikas,R,1505,12.60%
Town Council,Prospect,Stanley Pilat,R,1479,12.38%
Town Clerk,Prospect,M. Carrie Anderson,R,1889,87.82%
Town Clerk,Prospect,Brenda Richard,WI,262,12.18%
Town Treasurer,Prospect,Michael McInerney,D,737,30.56%
Town Treasurer,Prospect,David R. Young,R,1675,69.44%
Tax Collector,Prospect,Elizabeth Bartolucci,D,651,26.88%
Tax Collector,Prospect,Anne Marie Burr,R,1771,73.12%
Board of Assessment Appeals,Prospect,Peter E. Blinstrubas,D,940,21.42%
Board of Assessment Appeals,Prospect,Lisa Marasco,R,1754,39.96%
Board of Assessment Appeals,Prospect,Shawn T. Baumann,R,1695,38.62%
Planning and Zoning Commission,Prospect,E. Gil Graveline,D,1133,21.97%
Planning and Zoning Commission,Prospect,Gregory Ploski,D,1189,23.06%
Planning and Zoning Commission,Prospect,Ryan P. Russell,D,1066,20.67%
Planning and Zoning Commission,Prospect,Michael Dreher,R,1769,34.30%
Zoning Board of Appeals,Prospect,David Michaud,D,946,17.20%
Zoning Board of Appeals,Prospect,Carl L. Graveline,D,1084,19.71%
Zoning Board of Appeals,Prospect,Kristine Carasone,R,1834,33.35%
Zoning Board of Appeals,Prospect,Scott Martin,R,1636,29.75%
Regional Board of Education,Prospect,Kirsten Cicchetti,D,977,22.21%
Regional Board of Education,Prospect,Roxann Vaillancourt,R,1711,38.90%
Regional Board of Education,Prospect,Robert Dyer,R,1711,38.90%
Mayor,Putnam,Jamie J. Heath,D,675,39.50%
Mayor,Putnam,"Norman ""Barney"" Seney",R,1034,60.50%
Board of Selectmen,Putnam,J. Scott Pempek,D,816,13.39%
Board of Selectmen,Putnam,Gloria Marion,D,643,10.55%
Board of Selectmen,Putnam,Owen Tarr,D,747,12.26%
Board of Selectmen,Putnam,Donald Steinbrick,R,881,14.46%
Board of Selectmen,Putnam,Jeffrey A. Rawson,R,1124,18.44%
Board of Selectmen,Putnam,Ricky L. Hayes,R,1050,17.23%
Board of Selectmen,Putnam,Roy Simmons,R,833,13.67%
Board of Finance Full Term,Putnam,Joseph Nash,D,694,21.40%
Board of Finance Full Term,Putnam,Maura Higginson,D,669,20.63%
Board of Finance Full Term,Putnam,David Coderre,R,1000,30.84%
Board of Finance Full Term,Putnam,Michael Paquin,R,880,27.14%
Board of Finance To Fill Vacancy for Two Years,Putnam,John P. Miller,R,1266,100.00%
Board of Finance Alternate Full Term,Putnam,Paula Hanlon,D,991,100.00%
Board of Finance Alternate To Fill Vacancy for Two Years,Putnam,David Pomes,R,1159,100.00%
Board of Education,Putnam,Jill Zangerl,D,910,17.55%
Board of Education,Putnam,Michael K. Morrill,D,930,17.94%
Board of Education,Putnam,Fran Bousquet,D,1104,21.30%
Board of Education,Putnam,Christopher Steinbrick,R,1130,21.80%
Board of Education,Putnam,Jeannie Dodd,R,1110,21.41%
Board of Assessment Appeals,Putnam,Leonel E. Konicki Jr.,D,1118,100.00%
Library Directors Full Term,Putnam,Don Nelson,D,825,40.84%
Library Directors Full Term,Putnam,Beverly M. Shaw,R,1195,59.16%
District Authority,Putnam,Gloria Marion,D,469,12.02%
District Authority,Putnam,Owen Tarr,D,512,13.12%
District Authority,Putnam,Raymond Lajoie,D,437,11.20%
District Authority,Putnam,Gerard J. Cotnoir,D,469,12.02%
District Authority,Putnam,Brian Maynard,R,473,12.12%
District Authority,Putnam,J. Doug Taylor,R,460,11.79%
District Authority,Putnam,Steven Gagnon,R,494,12.66%
District Authority,Putnam,Normand L. Perron,R,589,15.09%
First Selectman,Redding,Julia Pemberton,D,1202,68.22%
First Selectman,Redding,Julia Pemberton,R,560,31.78%
Selectman,Redding,Margaret (Peg) O'Donnell,D,1141,57.71%
Selectman,Redding,Michael P. Thompson,R,836,42.29%
Town Clerk,Redding,Michele R. Grande,D,1197,63.54%
Town Clerk,Redding,Michele R. Grande,R,687,36.46%
Town Treasurer,Redding,W. Wesley Higgins,D,1174,63.29%
Town Treasurer,Redding,W. Wesley Higgins,R,681,36.71%
Tax Collector,Redding,Patricia J. Moisio,D,1169,62.65%
Tax Collector,Redding,Patricia J. Moisio,R,697,37.35%
Board of Finance,Redding,Kimberly A. Yonkers,D,1345,53.18%
Board of Finance,Redding,Jenifer Wyss,R,1184,46.82%
Board of Education,Redding,Christopher Parkin,D,1245,31.38%
Board of Education,Redding,Stephanie A. Oulton,D,1094,27.57%
Board of Education,Redding,William J. Miller,R,732,18.45%
Board of Education,Redding,Michael Hoffman,R,897,22.61%
Board of Assessment Appeals,Redding,Karen Gifford,D,1160,58.94%
Board of Assessment Appeals,Redding,"Frederick V. Miller, Jr.",R,808,41.06%
Planning Commission,Redding,Daniel Barrett,D,1249,36.84%
Planning Commission,Redding,Regina O'Brien,D,1273,37.55%
Planning Commission,Redding,Chuck Cilo,R,868,25.60%
Zoning Commission,Redding,Paul R. Scholl,D,1228,27.23%
Zoning Commission,Redding,"William H. Whitehead, Jr.",D,1257,27.88%
Zoning Commission,Redding,Gerald L. Casiello,R,1004,22.27%
Zoning Commission,Redding,Matthew Lecher,R,1020,22.62%
Zoning Board of Appeals,Redding,Elizabeth F. Williams,D,1393,37.52%
Zoning Board of Appeals,Redding,Noel Cooke,R,1166,31.40%
Zoning Board of Appeals,Redding,Brian Matzke,R,1154,31.08%
Constables,Redding,Charles P. Mullaney,D,1130,17.45%
Constables,Redding,Mary Ann Carman,D,1241,19.16%
Constables,Redding,Annet Bonfanti,D,1178,18.19%
Constables,Redding,Lorcan O'Connor,D,1030,15.90%
Constables,Redding,William R. Cook,R,835,12.89%
Constables,Redding,Urs Broderick Furrer,R,822,12.69%
Constables,Redding,Leif R. Smith,G,240,3.71%
Regional Board of Education,Redding,Mike D'Agostino,D,1318,38.19%
Regional Board of Education,Redding,Mary Lee Pampel,D,1121,32.48%
Regional Board of Education,Redding,Chris Hocker,R,1012,29.32%
First Selectman,Ridgefield,Rudolph P. Marconi,D,5099,66.30%
First Selectman,Ridgefield,Dick Moccia,R,2592,33.70%
Selectmen,Ridgefield,Sean Connelly,D,4490,20.72%
Selectmen,Ridgefield,Barbara Manners,D,4800,22.15%
Selectmen,Ridgefield,Joseph Savino,R,3862,17.82%
Selectmen,Ridgefield,Maureen Kozlark,R,4482,20.68%
Selectmen,Ridgefield,Robert Hebert,R,4039,18.64%
Town Clerk,Ridgefield,Wendy Gannon Lionetti,R,5125,100.00%
Town Treasurer,Ridgefield,Molly McGeehin,D,4583,61.94%
Town Treasurer,Ridgefield,Colette Kabasakalian,R,2816,38.06%
Tax Collector,Ridgefield,Jane Berendsen-Hill,R,4772,100.00%
Board of Finance,Ridgefield,Dave Ulmer,D,4811,28.45%
Board of Finance,Ridgefield,Karen Ogden,D,4702,27.81%
Board of Finance,Ridgefield,David Cordisco,R,3697,21.86%
Board of Finance,Ridgefield,Greg Kabasakalian,R,3700,21.88%
Board of Education,Ridgefield,Kenneth Sjoberg,D,4126,14.90%
Board of Education,Ridgefield,Jonathan Steckler,D,4237,15.30%
Board of Education,Ridgefield,Bryan P. Ward,R,3526,12.73%
Board of Education,Ridgefield,Sean McEvoy,R,3764,13.59%
Board of Education,Ridgefield,Robert Ceccarini,R,3490,12.60%
Board of Education,Ridgefield,Elizabeth Floegel,R,4299,15.52%
Board of Education,Ridgefield,Rachel Ruggeri,R,4252,15.35%
Board of Assessment Appeals Full Term,Ridgefield,Stan Galanski,D,4121,57.59%
Board of Assessment Appeals Full Term,Ridgefield,Robert Lavelle,R,3035,42.41%
Board of Assessment Appeals To Fill Vacancy For Two Years,Ridgefield,Andrew Ziemba,R,4501,100.00%
Planning and Zoning Commission,Ridgefield,Robert Hendrick,D,4287,18.10%
Planning and Zoning Commission,Ridgefield,Susan Consentino,D,4595,19.40%
Planning and Zoning Commission,Ridgefield,Ben Nneji,D,4189,17.69%
Planning and Zoning Commission,Ridgefield,Carl Kristoffersen,R,3415,14.42%
Planning and Zoning Commission,Ridgefield,John Katz,R,3949,16.67%
Planning and Zoning Commission,Ridgefield,Dean Cohagan,R,3248,13.71%
Zoning Board of Appeals Full Five Year Term Begins 2019,Ridgefield,Sky Cole,D,4852,100.00%
Zoning Board of Appeals To Fill Vacancy For Two Years,Ridgefield,Joseph M. Pastore III,D,3873,56.33%
Zoning Board of Appeals To Fill Vacancy For Two Years,Ridgefield,George F. Regnery,R,3003,43.67%
Zoning Board of Appeals Alternate Five Year Term Begins 2019,Ridgefield,Aaron Lockwood,D,3694,54.32%
Zoning Board of Appeals Alternate Five Year Term Begins 2019,Ridgefield,Robert Cousins,R,3106,45.68%
Zoning Board of Appeals Alternate Five Year Term Begins 2020,Ridgefield,Robert Byrnes,D,3851,56.87%
Zoning Board of Appeals Alternate Five Year Term Begins 2020,Ridgefield,Marc Fleuette,R,2920,43.13%
Zoning Board Of Appeals Alternate To Fill Vacancy For One Year,Ridgefield,Robert Byrnes,D,3597,54.75%
Zoning Board Of Appeals Alternate To Fill Vacancy For One Year,Ridgefield,Marc Fleuette,R,2973,45.25%
Inland Wetlands Board Four-Year Term,Ridgefield,Tracey Miller,D,4712,26.91%
Inland Wetlands Board Four-Year Term,Ridgefield,Susan Baker,D,4746,27.10%
Inland Wetlands Board Four-Year Term,Ridgefield,Alan Pilch,R,3984,22.75%
Inland Wetlands Board Four-Year Term,Ridgefield,Patricia Sesto,R,4070,23.24%
Inland Wetlands Board Two-Year Term,Ridgefield,Kory Salomone,D,4289,27.04%
Inland Wetlands Board Two-Year Term,Ridgefield,David Tatge,D,4266,26.89%
Inland Wetlands Board Two-Year Term,Ridgefield,Carson Fincham,R,3353,21.14%
Inland Wetlands Board Two-Year Term,Ridgefield,Tim Bishop,R,3956,24.94%
Board of Police Commissioners Full Term,Ridgefield,Issy Caporale,D,4284,34.62%
Board of Police Commissioners Full Term,Ridgefield,George F. Kain,D,4174,33.73%
Board of Police Commissioners Full Term,Ridgefield,Tom Reynolds,R,3917,31.65%
Board of Police Commissioners To Fill Vacancy For Two Years,Ridgefield,Nicholas S. Perna,D,4133,57.72%
Board of Police Commissioners To Fill Vacancy For Two Years,Ridgefield,John McNicholas,R,3027,42.28%
Mayor,Rocky Hill,William J. O'Sullivan,D,2465,46.32%
Mayor,Rocky Hill,Lisa Marotta,R,2857,53.68%
Town Council,Rocky Hill,Tejal Vallam,D,2002,8.13%
Town Council,Rocky Hill,Mukesh Desai,D,2147,8.72%
Town Council,Rocky Hill,Miriam Lifshitz-Theroux,D,2330,9.46%
Town Council,Rocky Hill,John Emmanuel,D,2452,9.95%
Town Council,Rocky Hill,Christopher Duff,D,2511,10.19%
Town Council,Rocky Hill,Ed Charamut,R,2943,11.95%
Town Council,Rocky Hill,Allan Greenspan,R,2759,11.20%
Town Council,Rocky Hill,Pankaj Prakash,R,2401,9.75%
Town Council,Rocky Hill,Jeffrey Levine,R,2631,10.68%
Town Council,Rocky Hill,John Moleiro,R,2457,9.97%
Board of Education,Rocky Hill,Jayra LaSalle,D,2106,8.62%
Board of Education,Rocky Hill,Laurie Boske,D,2399,9.82%
Board of Education,Rocky Hill,Maria Mennella,D,2400,9.82%
Board of Education,Rocky Hill,Barry D. Goldberg,D,2311,9.46%
Board of Education,Rocky Hill,Jennifer Baron-Morfea,D,2268,9.28%
Board of Education,Rocky Hill,Dilip Desai,R,2502,10.24%
Board of Education,Rocky Hill,Jennifer Simboski Allison,R,2716,11.12%
Board of Education,Rocky Hill,Brian Dillon,R,2738,11.21%
Board of Education,Rocky Hill,Carin Roybal,R,2366,9.68%
Board of Education,Rocky Hill,Kimberly Kehoe,R,2624,10.74%
Board of Assessment Appeals,Rocky Hill,Phillip Theroux,D,2309,23.74%
Board of Assessment Appeals,Rocky Hill,Sharon D. Mounds,D,2310,23.75%
Board of Assessment Appeals,Rocky Hill,Guy Drapeau,R,2601,26.74%
Board of Assessment Appeals,Rocky Hill,Marti Stiglich,R,2507,25.77%
Zoning Board of Appeals,Rocky Hill,John J. Bedlack,D,2251,15.50%
Zoning Board of Appeals,Rocky Hill,Joseph Coelho,D,2393,16.48%
Zoning Board of Appeals,Rocky Hill,Philip H. Benoit,D,2300,15.84%
Zoning Board of Appeals,Rocky Hill,Thomas Pugliese,R,2577,17.75%
Zoning Board of Appeals,Rocky Hill,Michelle Zak,R,2573,17.72%
Zoning Board of Appeals,Rocky Hill,Greg Faulkner,R,2425,16.70%
Zoning Board of Appeals Alternate,Rocky Hill,Elaine Motta,D,2720,32.07%
Zoning Board of Appeals Alternate,Rocky Hill,Dhilan Shah,R,2507,29.56%
Zoning Board of Appeals Alternate,Rocky Hill,"Francis Whelan, III",R,3254,38.37%
Board of Finance Full Term,Roxbury,Edwin Cady Jr,D,159,29.12%
Board of Finance Full Term,Roxbury,Patrick Roy,D,155,28.39%
Board of Finance Full Term,Roxbury,Edwin Cady Jr,R,115,21.06%
Board of Finance Full Term,Roxbury,Patrick Roy,R,117,21.43%
Board of Finance To Fill Vacancy for Two Years,Roxbury,Paul Healy,D,163,58.01%
Board of Finance To Fill Vacancy for Two Years,Roxbury,Paul Healy,R,118,41.99%
Board of Assessment Appeals,Roxbury,Nancy Fyfield,D,160,56.94%
Board of Assessment Appeals,Roxbury,Nancy Fyfield,R,121,43.06%
Planning Commission,Roxbury,Peter Filous,D,145,18.13%
Planning Commission,Roxbury,Pauline Krofssik,D,166,20.75%
Planning Commission,Roxbury,Peter Mariano,D,157,19.63%
Planning Commission,Roxbury,Peter Filous,R,113,14.12%
Planning Commission,Roxbury,Pauline Krofssik,R,108,13.50%
Planning Commission,Roxbury,Peter Mariano,R,111,13.88%
Planning Commission Alternate,Roxbury,Kristine Cody,D,151,26.77%
Planning Commission Alternate,Roxbury,Marianne De Silva,D,180,31.91%
Planning Commission Alternate,Roxbury,Lorenzo Gaudioso,R,120,21.28%
Planning Commission Alternate,Roxbury,Kristine Cody,R,113,20.04%
Library Directors/Trustees Hodge Library,Roxbury,Cynthia Newby,D,172,59.11%
Library Directors/Trustees Hodge Library,Roxbury,Cynthia Newby,R,119,40.89%
Library Director,Roxbury,Ciara Gorglione,D,163,29.42%
Library Director,Roxbury,Pamela Southworth,D,164,29.60%
