office,town,candidate,party,votes,vote_percent
Board of Education,statewide,Joshua Esses,R,10419,13.90%
Board of Education,statewide,Jaclyn Annette Pioli,PC,4147,5.53%
Board of Education To Fill Vacancy for the Remaining Two Years of Four Year Term,statewide,Jennifer Buckler,D,3030,100.00%
Willimantic Taxing District Board of Directors,statewide,Cassandra Martineau,G,499,52.97%
Willimantic Taxing District Board of Directors,statewide,Charlie Krich,G,443,47.03%
Board of Education Full Term,statewide,Taffy Miller,D,1875,33.50%
Board of Education Full Term,statewide,Bernadette Kingsley,D,1857,33.18%
Board of Education Full Term,statewide,Tony Pesco,D,1865,33.32%
Board of Education Full Term Three Year Term Beginning in 2021,statewide,David M. Eisenthal,D,5355,29.18%
Board of Education Full Term Three Year Term Beginning in 2021,statewide,Melanie Stefanovicz,D,5724,31.19%
Board of Education Full Term Three Year Term Beginning in 2021,statewide,Richard Kohls,R,3682,20.06%
Board of Education Full Term Three Year Term Beginning in 2021,statewide,Rich Rader,R,3593,19.58%
Board of Education To Fill A Vacancy for Two Years,statewide,Deborah A. Freeman,D,2880,41.46%
Board of Education To Fill A Vacancy for Two Years,statewide,Eric Hansell,R,4066,58.54%
Board of Finance To Fill Vacancy for Four Years,statewide,"Carl R. Johnston, Jr.",R,1150,100.00%
Board of Finance Alternate,statewide,David C Wilburn,D,145,52.92%
Board of Finance Alternate,statewide,Karl L Munson,R,129,47.08%
Board of Assessment Appeals,statewide,Barbara J. Shaw,D,3043,28.23%
Board of Assessment Appeals,statewide,Kevin P. McIntosh,R,3904,36.22%
Board of Assessment Appeals,statewide,Pavla Levin,R,3833,35.56%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Scot Kerr,D,2643,12.10%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Kathy Champion,D,2601,11.91%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Tim Gallo,D,2709,12.40%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Lisa Nuland,D,2728,12.49%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Marie Petitti,R,2832,12.96%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Alison Squiccimarro,R,2759,12.63%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Jackie Norcel,R,3080,14.10%
Board of Education Four Year Term Four to be Elected Not More Than Two From One Party,statewide,Chris Bandecchi,R,2495,11.42%
Board of Finance,statewide,Laurent C. Guillot,D,1419,50.12%
Board of Finance,statewide,David E. Johnson,D,1412,49.88%
Board of Assessment Appeals Alternate Full Term,statewide,Matthew M. Amatruda,R,1249,100.00%
Tax Collector,statewide,Vivian Waters,R,1018,100.00%
Board of Finance Alternate,statewide,Winona Berdine,D,563,37.43%
Board of Finance Alternate,statewide,Amy Friend,R,941,62.57%
Board of Finance Alternate,statewide,Therese M. Smith,D,270,41.35%
Board of Finance Alternate,statewide,Israel Alvarez,R,383,58.65%
Board of Finance Alternate Full Term,statewide,Frank J. Monchun,D,416,100.00%
Board of Education,statewide,Thomas Carter,D,555,33.74%
Board of Education,statewide,Elizabeth Dittmer,D,695,42.25%
Board of Education,statewide,Jacqueline A. Rice,PC,395,24.01%
Board of Finance,statewide,Timothy O'Brien,D,2447,16.34%
Board of Finance,statewide,Michael Fauerbach,D,2371,15.84%
Board of Finance,statewide,Lynn Young,D,2349,15.69%
Board of Finance,statewide,Chris Johnson,D,2401,16.04%
Board of Finance,statewide,Faith Leitner,R,1951,13.03%
Board of Finance,statewide,Glenn J. Frishman,R,1877,12.54%
Board of Finance,statewide,Lynn Young,R,1577,10.53%
Board of Finance Full Term,statewide,Andrew Gardner,D,648,64.09%
Board of Finance Full Term,statewide,John P. O'Hare,R,363,35.91%
Board of Assessment Appeals,statewide,Mike Malloy,D,912,49.14%
Board of Assessment Appeals,statewide,Jim Luchina,R,944,50.86%
Zoning Board of Appeals Five Year Term Begins 2022 Full Term,statewide,John B. Sterry,R,2522,100.00%
Board of Assessment Appeals,statewide,Ron White,D,3349,49.25%
Board of Assessment Appeals,statewide,Christopher M. Mathieu,R,3451,50.75%
BOARD OF EDUCATION-Full Term,statewide,Marie Watson,D,3876,24.76%
BOARD OF EDUCATION-Full Term,statewide,Brett Joly,D,3592,22.94%
BOARD OF EDUCATION-Full Term,statewide,Peter A. Berdon,R,4067,25.98%
BOARD OF EDUCATION-Full Term,statewide,Tim Raynor,R,4122,26.33%
Board of Education,statewide,Naomi Joseph,D,661,63.74%
Board of Education,statewide,John Grant,R,376,36.26%
Planning & Zoning Commission Four Year Term Begins 2022,statewide,Justin Riendeau,R,1001,100.00%
Board of Assessment Appeals,statewide,Krystal Holmes,D,2040,44.83%
Board of Assessment Appeals,statewide,Ryan Walters,R,2511,55.17%
Councilman District 3,statewide,Abdul-Razak Osmanu,D,535,100.00%
Planning and Zoning Commission Full Two Year Term,statewide,Bruce Mayer,D,1744,46.49%
Planning and Zoning Commission Full Two Year Term,statewide,Erin Stavens,R,2007,53.51%
Council District 3,statewide,Adam Reynolds,D,278,38.40%
Council District 3,statewide,Ulla K. Tiik-Barclay,R,446,61.60%
Board of Education--To Fill Vacancy for Two Years,statewide,Samuel Bonfante,D,763,46.55%
Board of Education--To Fill Vacancy for Two Years,statewide,Isaias D. Sostre,R,876,53.45%
Board of Assessment Appeals,statewide,James E. Millerick,D,1155,41.92%
Board of Assessment Appeals,statewide,"Roy A. Merritt, Jr.",R,1600,58.08%
Board of Education,statewide,Carmen A. Rodriguez,D,1994,13.92%
Board of Education,statewide,Jared Millbrandt,D,1914,13.36%
Board of Education,statewide,Liz Tremper,D,1993,13.91%
Board of Education,statewide,Jeffery Cap,R,2878,20.09%
Board of Education,statewide,Tatiana Messina-Mullen,R,2804,19.57%
Board of Education,statewide,Ronnette James,R,2745,19.16%
Board of Education,statewide,Kelly O'Dell Longhi,D,898,14.68%
Board of Education,statewide,Timothy Klepps,R,1298,21.22%
Board of Education,statewide,Thomas Buzzi,R,1284,20.99%
Board of Education,statewide,Eleanor (Penny) Miller,R,1344,21.97%
Board of Education,statewide,Deirdre K. Tindall,R,1294,21.15%
Planning and Zoning Commission,statewide,Margaret Q. Chapple,D,1544,30.20%
Planning and Zoning Commission,statewide,Eric Lukingbeal,D,1561,30.53%
Planning and Zoning Commission,statewide,Eric W. Myers,R,2008,39.27%
Board of Finance Full Term,statewide,Victoria Carey,D,463,14.61%
Board of Finance Full Term,statewide,David J. Sekorski,D,711,22.44%
Board of Finance Full Term,statewide,Victoria Carey,R,1029,32.48%
Board of Finance Full Term,statewide,Jennifer Brunoli,R,965,30.46%
Board of Finance,statewide,Karen K. Gifford,D,1282,26.31%
Board of Finance,statewide,Christopher Parkin,D,1561,32.04%
Board of Finance,statewide,Karen K. Gifford,R,904,18.56%
Board of Finance,statewide,Ward J. Mazzucco,R,1125,23.09%
Board of Education Full Term,statewide,Adam L. Sher,D,163,31.96%
Board of Education Full Term,statewide,Patricia Allyn Mechare,D,140,27.45%
Board of Education Full Term,statewide,Patricia Allyn Mechare,R,68,13.33%
Board of Education Full Term,statewide,Theresa Snyder Graney,R,139,27.25%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Kathleen Stowe,D,8357,18.85%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Laura Kostin,D,8088,18.25%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Megan Galletta,R,8341,18.82%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Michael-Joseph Mercanti-Anthony,R,9306,20.99%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Cody Kittle,R,8354,18.85%
"Board of Education Four to be Elected, not More Than Two From One Party",statewide,Kara Philbin,WI,1883,4.25%
Planning & Zoning Commission,statewide,David V. Sousa,D,1294,22.58%
Planning & Zoning Commission,statewide,Eric R. W. Lindquist,D,1239,21.62%
Planning & Zoning Commission,statewide,Natalie A. Wood,R,1745,30.44%
Planning & Zoning Commission,statewide,Devon S. Garner,R,1454,25.37%
Board of Finance,statewide,David R. Martin,D,2775,17.11%
Board of Finance,statewide,Paul B. Hendrickson,R,4422,27.27%
Board of Finance,statewide,John O. Wolcott,R,4555,28.09%
Board of Finance,statewide,Robert Cardone,R,4462,27.52%
Town Clerk,statewide,Laura Brennan,R,5478,100.00%
Tax Collector,statewide,Kimberly Bratz,R,1695,100.00%
Town Council District 2,statewide,Matthew Napp,D,687,12.58%
Town Council District 2,statewide,Kaitlynn Styles,D,742,13.59%
Town Council District 2,statewide,Rachel Wisler,R,1971,36.09%
Town Council District 2,statewide,Donald J. Charette Sr,R,2048,37.50%
Town Council District 2,statewide,Jennifer Bartlett,WI,13,0.24%
Board of Finance Full Term,statewide,Jack Malone,D,194,47.09%
Board of Finance Full Term,statewide,Mark A Lounsbury,R,218,52.91%
Board of Finance,statewide,Jeff  Kelleher,D,1026,42.27%
Board of Finance,statewide,Michael Dougherty,R,1401,57.73%
Board of Finance,statewide,Lynn M. Dallas,D,1641,15.73%
Board of Finance,statewide,Nicole L. Phaneuf,D,1617,15.50%
Board of Finance,statewide,John J. O'Brien,D,1776,17.03%
Board of Finance,statewide,Bruce W. Carlson,D,1705,16.35%
Board of Finance,statewide,Paul Carver,R,1848,17.72%
Board of Finance,statewide,Brad Thorpe,R,1842,17.66%
Library Directors,statewide,Ann Levesque,D,1374,27.93%
Library Directors,statewide,Jack Kertenis,R,1859,37.78%
Library Directors,statewide,Michael Gruber,R,1687,34.29%
Board of Assessment Appeals,statewide,Nicholas Cass,D,782,17.12%
Board of Assessment Appeals,statewide,Saundra J. Gesek,D,956,20.92%
Board of Assessment Appeals,statewide,Gregory Kszywienski,R,1419,31.06%
Board of Assessment Appeals,statewide,Thomas N. Schutte,R,1412,30.90%
Board of Assessment Appeals,statewide,Julie Blick,D,2453,45.21%
Board of Assessment Appeals,statewide,Jeffrey Bronn,R,2973,54.79%
Board of Finance,statewide,Mary Hall,D,1814,37.71%
Board of Finance,statewide,Michael A. Manjos,R,2997,62.29%
Board of Finance - To fill vacancy for two years,statewide,Jason Levine,D,356,59.63%
Board of Finance - To fill vacancy for two years,statewide,Jeanette M. Kildea,PC,241,40.37%
Representative Town Meeting District 2,statewide,Edward Jacome,D,220,19.95%
Representative Town Meeting District 2,statewide,Beverly Washington,D,261,23.66%
Representative Town Meeting District 2,statewide,Syma Ebbin,D,219,19.85%
Representative Town Meeting District 2,statewide,Harry A. Watson,R,221,20.04%
Representative Town Meeting District 2,statewide,Robert Boris,R,182,16.50%
Zoning Board of Appeals Five Year Term Begins 2022,statewide,Terry Bearden-Rettger,D,3741,100.00%
Town Clerk,statewide,Jordana Bloom,D,2738,41.25%
Town Clerk,statewide,Debbie Aurelia Halstead,R,3900,58.75%
"Board of Finance, Full Term",statewide,Thomas D. McKeon,D,254,25.76%
"Board of Finance, Full Term",statewide,Todd W. Hiller,R,409,41.48%
"Board of Finance, Full Term",statewide,Daniel Bielefield,R,323,32.76%
Board of Assessment Appeals,statewide,Ellen L Conklin,D,2812,40.75%
Board of Assessment Appeals,statewide,Frank Bidetti,R,4088,59.25%
Board of Finance,statewide,David Weigert,D,1506,31.20%
Board of Finance,statewide,Patty Murphy,D,1588,32.90%
Board of Finance,statewide,Norman H. Boucher,R,1733,35.90%
Board of Education to Fill Vacancy for Four Years,statewide,Dorothy Capobianco,R,537,71.89%
Board of Education to Fill Vacancy for Four Years,statewide,Faith A. Coderre,PC,210,28.11%
Board of Finance,statewide,Jean Kirk Robinson,D,174,29.64%
Board of Finance,statewide,Bruce E. Parker,D,169,28.79%
Board of Finance,statewide,Jean Kirk Robinson,R,125,21.29%
Board of Finance,statewide,Bruce E. Parker,R,119,20.27%
Board of Assessment Appeals,statewide,Ruth Figueroa,D,4044,25.60%
Board of Assessment Appeals,statewide,Joseph Harvey,D,4151,26.28%
Board of Assessment Appeals,statewide,Dave  Riccio Jr.,R,4002,25.33%
Board of Assessment Appeals,statewide,Ralph Biondi,R,3600,22.79%
Board of Finance Alternate Full Term,statewide,Sandy Olsen,D,1101,41.91%
Board of Finance Alternate Full Term,statewide,Mark P. Lundgren,R,1526,58.09%
Board of Education,statewide,Adam P. Salina,NonP,3477,15.52%
Board of Education,statewide,Gina R. Nappi,NonP,2344,10.46%
Board of Education,statewide,Melissa Anne Gibbons,NonP,1874,8.37%
Board of Education,statewide,Matthew T. Tencza,NonP,2414,10.78%
Board of Education,statewide,Deborah Lynn Reed,NonP,1862,8.31%
Board of Education,statewide,Julia Motte Dennis,NonP,2423,10.82%
Board of Education,statewide,Tracy D. Sisti,NonP,2752,12.29%
Board of Education,statewide,Mary Kathryn LaRose,NonP,1774,7.92%
Board of Education,statewide,Richard J. DeDominicis,NonP,1622,7.24%
Board of Education,statewide,Mark M. Pruzin,NonP,1857,8.29%
Board of Assessment Appeals,statewide,John Kiker,D,471,100.00%
Board of Education,statewide,Frederick C. Rodriguez,D,1586,14.04%
Board of Education,statewide,Marie W. Devlin,D,1755,15.54%
Board of Education,statewide,Randi Petersen,R,4070,36.04%
Board of Education,statewide,Ronald Bathrick,R,3883,34.38%
Board of Education,statewide,Megan L Calchera,D,164,16.57%
Board of Education,statewide,Terry L Cote,D,205,20.71%
Board of Education,statewide,Lauren J Barlow,R,316,31.92%
Board of Education,statewide,Stephen W Bowen,R,305,30.81%
Board of Finance,statewide,Paul Healy,D,585,30.14%
Board of Finance,statewide,John Hopkins,D,568,29.26%
Board of Finance,statewide,Paul Healy,R,396,20.40%
Board of Finance,statewide,John Hopkins,R,392,20.20%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,Cindy A. Luty,D,423,19.01%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,Megan S. Gallant,D,364,16.36%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,Thomas D. Turner,R,365,16.40%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,George R. Carver,R,324,14.56%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,Charles Raymond,R,363,16.31%
"BOARD OF EDUCATION VOTE FOR UP TO FOUR, NOT MORE THAN TWO FROM ONE PARTY",statewide,Cindy C. Dupointe,R,386,17.35%
Councilmen District A,statewide,Christopher Andres Morales,IND,356,9.35%
Councilmen District A,statewide,David B. Heuvelman,WF,151,3.96%
Councilmen District A,statewide,Nicol Demae Ayers,D,1299,34.10%
Councilmen District A,statewide,David B. Heuvelman,D,1249,32.79%
Councilmen District A,statewide,Luis Estrella,R,754,19.80%
Planning and Zoning Alternate,statewide,Laurel Manville,D,1474,41.44%
Planning and Zoning Alternate,statewide,John DeVivo,D,1554,43.69%
Planning and Zoning Alternate,statewide,Craig Wutsch,R,529,14.87%
Board of Finance Full Term,statewide,Jackie Olschan Kaufman,D,1616,33.84%
Board of Finance Full Term,statewide,Ira Kaplan,D,1604,33.58%
Board of Finance Full Term,statewide,Michael Ring,R,1556,32.58%
Planning & Zoning Commission,statewide,William J Ayles Jr,D,298,27.93%
Planning & Zoning Commission,statewide,Veronica Florio,D,297,27.84%
Planning & Zoning Commission,statewide,Dylan Hovey,R,472,44.24%
Board of Assessment Appeals To Fill A Vacancy For Two Years,statewide,Joan Lodsin,R,445,100.00%
Council Ward 2,statewide,Vinny DiGilio,IND,65,1.68%
Council Ward 2,statewide,Elmer Palma,IND,78,2.02%
Council Ward 2,statewide,Bernard Gallo,WF,41,1.06%
Council Ward 2,statewide,Helena Abrantes,WF,44,1.14%
Council Ward 2,statewide,Bernard Gallo,D,854,22.08%
Council Ward 2,statewide,Helena Abrantes,D,841,21.75%
Council Ward 2,statewide,Vinny DiGilio,R,945,24.44%
Council Ward 2,statewide,Elmer Palma,R,999,25.83%
Board of Finance,statewide,Philip A. Lavallee Jr,D,396,47.20%
Board of Finance,statewide,Evan Gilman,R,443,52.80%
Board Education To Fill Vacancy for Two Years,statewide,Kevin Davis,D,715,45.14%
Board Education To Fill Vacancy for Two Years,statewide,Tabitha Babcock,R,869,54.86%
Board Of Finance,statewide,Nathan A Boyden,D,149,20.30%
Board Of Finance,statewide,Melissa L McGuire,D,246,33.51%
Board Of Finance,statewide,Alden Miner,R,339,46.19%
Town Council District 5,statewide,Greg Cann,D,488,55.33%
Town Council District 5,statewide,Kerry Whitham,R,394,44.67%
Board of Finance To Fill Vacancy for Four years,statewide,Michael O'Neill,D,484,48.45%
Board of Finance To Fill Vacancy for Four years,statewide,Anthony C. Barbino,R,515,51.55%
Board of Aldermen - 4th Ward,statewide,Michelle C. Laubin,D,1322,22.13%
Board of Aldermen - 4th Ward,statewide,Mandy Kilmartin,D,1311,21.95%
Board of Aldermen - 4th Ward,statewide,"Bernard J. Simons, Jr",R,1685,28.21%
Board of Aldermen - 4th Ward,statewide,Lorenzo Durante,R,1655,27.71%
Board of Finance To Fill Vacancy for Four Years,statewide,Adrian Paulsen,D,987,36.64%
Board of Finance To Fill Vacancy for Four Years,statewide,Dean T Gorman,R,1707,63.36%
Zoning Board of Appeals,statewide,Robert E. Francis,R,1317,50.97%
Zoning Board of Appeals,statewide,Jonathan D. Scagnelli,R,1267,49.03%
Alderman 5th Ward,statewide,Brian Perkins,D,190,18.15%
Alderman 5th Ward,statewide,David M. Rhodes,D,209,19.96%
Alderman 5th Ward,statewide,Joseph A. Jaumann,R,329,31.42%
Alderman 5th Ward,statewide,Chicago Rivers,R,319,30.47%
Zoning Board of Appeals Two Year Term,statewide,Shirley P. Williams,D,2904,29.42%
Zoning Board of Appeals Two Year Term,statewide,Mark Mitchell,D,2828,28.65%
Zoning Board of Appeals Two Year Term,statewide,Jacqueline Isaacson,D,2855,28.92%
Zoning Board of Appeals Two Year Term,statewide,Seth M. Pitts,R,596,6.04%
Zoning Board of Appeals Two Year Term,statewide,Alan Budkofsky,R,689,6.98%
Planning and Zoning Commission,statewide,Jeffrey Scala,D,715,14.37%
Planning and Zoning Commission,statewide,Barbara Knight,D,664,13.35%
Planning and Zoning Commission,statewide,Marilee Manning,D,715,14.37%
Planning and Zoning Commission,statewide,Jeremy Flick,R,942,18.93%
Planning and Zoning Commission,statewide,Brittany Clark,R,967,19.44%
Planning and Zoning Commission,statewide,Thomas Robbins,R,972,19.54%
Board of Education,statewide,Thomas O'Brien,D,5708,15.17%
Board of Education,statewide,Chris Wilson,D,5841,15.52%
Board of Education,statewide,Jaymie Bianca,D,5709,15.17%
Board of Education,statewide,Eric Carlson,R,7098,18.86%
Board of Education,statewide,Dante Tagariello,R,6741,17.91%
Board of Education,statewide,Todd Sturgeon,R,6535,17.37%
Planning & Zoning Commission Alternate,statewide,Jay S Mandell,D,1401,35.25%
Planning & Zoning Commission Alternate,statewide,Jim King,R,1180,29.69%
Planning & Zoning Commission Alternate,statewide,Brendan Saunders,R,1393,35.05%
Board of Education,statewide,Greg Carter,D,1912,11.41%
Board of Education,statewide,John M. Flanders,D,1956,11.67%
Board of Education,statewide,Kelly Cloutier,D,2060,12.29%
Board of Education,statewide,Shannon Hughes-Brown,D,1939,11.57%
Board of Education,statewide,Matthew S. Zabroski,R,2170,12.95%
Board of Education,statewide,Celina Kelleher,R,2306,13.76%
Board of Education,statewide,"Alan R. Schumann, Jr.",R,2093,12.49%
Board of Education,statewide,Kelly Franklin,R,2320,13.85%
Zoning Board of Appeals Five Year Term Begins 2022,statewide,George Pfaffenbach,D,1769,100.00%
Board of Education,statewide,Amanda Pickett,D,4078,11.12%
Board of Education,statewide,Joshua Hamre,D,3746,10.21%
Board of Education,statewide,Scott P. Ryder,D,4060,11.07%
Board of Education,statewide,Gerald Calnen,D,3992,10.88%
Board of Education,statewide,Tina M. LeBlanc,D,4270,11.64%
Board of Education,statewide,Jean Acree,R,3228,8.80%
Board of Education,statewide,Janet Cushman,R,3415,9.31%
Board of Education,statewide,Jonathan LeBlanc,R,3438,9.37%
Board of Education,statewide,John Unghire,R,3258,8.88%
Board of Education,statewide,Theresa Meyer,R,3201,8.73%
Board of Finance,statewide,Brian Weinstein,D,1015,56.96%
Board of Finance,statewide,Vincent A. Pacileo III,R,767,43.04%
Board of Fire Commissioners,statewide,Charles Longo,D,5777,52.90%
Board of Fire Commissioners,statewide,Neal P. Cavanaugh,R,5144,47.10%
Councilor at Large,statewide,Dan Zaborowski,WE,192,1.24%
Councilor at Large,statewide,Ray Ouellet,WE,202,1.30%
Councilor at Large,statewide,Ernestine Holloway,IND,335,2.16%
Councilor at Large,statewide,Pedro Valentin,IND,300,1.94%
Councilor at Large,statewide,Bruce A Fontanella,D,4018,25.93%
Councilor at Large,statewide,Chad Cardillo,D,3573,23.06%
Councilor at Large,statewide,Dan Zaborowski,R,3346,21.59%
Councilor at Large,statewide,Ray Ouellet,R,3531,22.79%
Board of Aldermen 5th District,statewide,Greg Harla,D,1833,25.93%
Board of Aldermen 5th District,statewide,Ellen Beatty,D,1906,26.97%
Board of Aldermen 5th District,statewide,Suzanne DiBiase,R,1608,22.75%
Board of Aldermen 5th District,statewide,Ray Vitali,R,1721,24.35%
Board of Finance,statewide,David J Lowry,R,1029,33.82%
Board of Finance,statewide,Kevin M Boyle,R,1001,32.90%
Board of Finance,statewide,Melissa L Kowal,R,1013,33.29%
Board of Finance Full Term,statewide,Josh Beckett Flores,D,1468,20.92%
Board of Finance Full Term,statewide,Tom Garben,D,1399,19.94%
Board of Finance Full Term,statewide,Mark Beninson,R,2086,29.73%
Board of Finance Full Term,statewide,Thora Perkins,R,2064,29.41%
Board of Education Full Four Year Term,statewide,Jacqueline Agnone,D,307,12.69%
Board of Education Full Four Year Term,statewide,Shannon Pearl Haddad,D,333,13.77%
Board of Education Full Four Year Term,statewide,Ann Gruenberg,D,345,14.26%
Board of Education Full Four Year Term,statewide,Diane Gagnon,D,252,10.42%
Board of Education Full Four Year Term,statewide,Juan Arriola,R,292,12.07%
Board of Education Full Four Year Term,statewide,David Halbach,R,373,15.42%
Board of Education Full Four Year Term,statewide,Dan Postemski Jr.,R,269,11.12%
Board of Education Full Four Year Term,statewide,Diane Gagnon,R,248,10.25%
Board of Assessment Appeals,statewide,Lisa Caivano,D,1106,24.93%
Board of Assessment Appeals,statewide,Renee N. Schwarzkopf,D,1118,25.20%
Board of Assessment Appeals,statewide,Lisa M. Marasco,R,2213,49.88%
Zoning Board of Appeals Alternates,statewide,Andrew Miano,D,2083,22.37%
Zoning Board of Appeals Alternates,statewide,David Theroux,D,2028,21.78%
Zoning Board of Appeals Alternates,statewide,Francis J. Whelan III,R,2677,28.75%
Zoning Board of Appeals Alternates,statewide,Jon Beaty,R,2522,27.09%
Board of Finance Full Term,statewide,Jessica Kirsten Fowler,D,350,60.87%
Board of Finance Full Term,statewide,Robert E. Duncan,R,225,39.13%
Planning Commission,statewide,Joseph Campolieta,D,3905,27.63%
Planning Commission,statewide,Donald Colantonio,D,3775,26.71%
Planning Commission,statewide,Craig MacCormac,R,3106,21.98%
Planning Commission,statewide,David Blume,R,3345,23.67%
Board of Finance,statewide,Richard Sileo,R,1564,49.42%
Board of Finance,statewide,Stephen Turner,R,1601,50.58%
Board of Finance Alternate,statewide,Elisabeth Woolf,D,831,51.61%
Board of Finance Alternate,statewide,Jim Gilligan,R,779,48.39%
Board of Finance,statewide,Doug Lary,G,634,15.40%
Board of Finance,statewide,Anita Sebestyen,BL,196,4.76%
Board of Finance,statewide,Lilia Daly,D,1174,28.52%
Board of Finance,statewide,Santiago Gonzalez,D,1151,27.96%
Board of Finance,statewide,Anita Sebestyen,R,961,23.35%
Board of Finance Alternate to Fill a Vacancy for Four Years,statewide,Kimberly Sage,D,513,42.26%
Board of Finance Alternate to Fill a Vacancy for Four Years,statewide,Russell Murdock,R,701,57.74%
Board of Education To Fill Vacancy for Two Years,statewide,Sharon Ferraro,D,1851,42.91%
Board of Education To Fill Vacancy for Two Years,statewide,David Felton,R,1229,28.49%
Board of Education To Fill Vacancy for Two Years,statewide,Peter E Gordon,R,1234,28.60%
Constable,statewide,Cora Santaguida,G,1548,1.65%
Constable,statewide,Jon Gallup,D,12359,13.18%
Constable,statewide,Gloria DePina,D,12512,13.34%
Constable,statewide,Rodney Pratt,D,13918,14.84%
Constable,statewide,Philip J. Giordano,D,12201,13.01%
Constable,statewide,Joseph Tarzia,R,10456,11.15%
Constable,statewide,Alan Shaw,R,8992,9.59%
Constable,statewide,Ralph Loglisci,R,10539,11.24%
Constable,statewide,Eva Maldonado,R,11273,12.02%
Board of Education Full Term Three Year Term Beginning in 2022,statewide,Tracy R. Patterson,D,5573,30.22%
Board of Education Full Term Three Year Term Beginning in 2022,statewide,Chris Pattacini,D,5550,30.10%
Board of Education Full Term Three Year Term Beginning in 2022,statewide,Cathy Hopperstad,R,3787,20.54%
Board of Education Full Term Three Year Term Beginning in 2022,statewide,Michael Orsene,R,3530,19.14%
Board of Education Full Term,statewide,Michael Lefevre,D,470,27.70%
Board of Education Full Term,statewide,Leigh Grossman,D,457,26.93%
Board of Education Full Term,statewide,Brent Tuttle,R,371,21.86%
Board of Education Full Term,statewide,Whitney Bundy,R,399,23.51%
Board of Education Full Term,statewide,Penny Rashin,D,3541,12.79%
Board of Education Full Term,statewide,Erica Schwedel,D,3437,12.42%
Board of Education Full Term,statewide,Jennifer Hladick,D,3296,11.91%
Board of Education Full Term,statewide,Janet Fonss,D,3336,12.05%
Board of Education Full Term,statewide,Fatou Niang,D,3334,12.04%
Board of Education Full Term,statewide,Julie Toal,R,3589,12.96%
Board of Education Full Term,statewide,Phil Hogan,R,3550,12.82%
Board of Education Full Term,statewide,Dan Bennett,R,3601,13.01%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Lucinda Timpanelli,D,2812,13.37%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Julia McNamee,D,2758,13.12%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,David Scrofani,D,2560,12.17%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Christine El Eris,D,2283,10.86%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Jackie Norcel,R,2972,14.13%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Marie Petitti,R,2660,12.65%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Alison Squiccimarro,R,2515,11.96%
Board of Education Two Year Term Four to be Elected Not More Than Two From One Party,statewide,Chris Bandecchi,R,2469,11.74%
Board of Education,statewide,Steve Stone,IND,158,0.93%
Board of Education,statewide,Patricia A. Rist,IND,153,0.90%
Board of Education,statewide,Melanie O'Brien,IND,168,0.99%
Board of Education,statewide,Kara M. DiBartolo,D,2153,12.66%
Board of Education,statewide,Jennifer Ackerman,D,2263,13.30%
Board of Education,statewide,Jen Larsen,D,2181,12.82%
Board of Education,statewide,Vince DiGrandi,D,2071,12.17%
Board of Education,statewide,Steve Stone,R,1850,10.87%
Board of Education,statewide,Patricia A. Rist,R,1928,11.33%
Board of Education,statewide,Melanie O'Brien,R,2110,12.40%
Board of Education,statewide,Melissa Perna,R,1977,11.62%
Board of Education To Fill Vacancy for Two Years,statewide,Denise Menard,D,710,42.31%
Board of Education To Fill Vacancy for Two Years,statewide,Linda C. Sinsigallo,R,925,55.13%
Board of Education To Fill Vacancy for Two Years,statewide,Dr. Vicky Navaroli,WI,43,2.56%
Board of Education,statewide,Jessica Bolte,D,797,21.66%
Board of Education,statewide,Heather Santos,D,799,21.72%
Board of Education,statewide,Shawn Brissette,D,717,19.49%
Board of Education,statewide,Matthew B. Polsky,R,1366,37.13%
